text,id,all_categories,all_ate,all_polarities,data_origin,text_cleaned,all_categories_old
"Personal amabil , insa magazinul este plin de firma queshua marca proprie fara foarte multe disponibilitati din alte marci de ex la sosete.",414537,staff competency; shop diversity,Personal amabil; insa magazinul este plin de firma queshua marca proprie fara foarte multe disponibilitati din alte marci de ex la sosete.,Positive; Negative,manual,"Personal amabil , insa magazinul este plin de firma queshua marca proprie fara foarte multe disponibilitati din alte marci de ex la sosete.",staff competency;shop diversity
Training tehnic pentru personal.Se vede ca s-au facut traininfg-uri pe soft skills - acum trebuie facute si pe hard skills (adica sa se priceapa la gama de produse vandute).,414538,staff competency,Training tehnic pentru personal.Se vede ca s-au facut traininfg-uri pe soft skills - acum trebuie facute si pe hard skills (adica sa se priceapa la gama de produse vandute).,Negative,manual,Training tehnic pentru personal.Se vede ca s-au facut traininfg-uri pe soft skills - acum trebuie facute si pe hard skills (adica sa se priceapa la gama de produse vandute).,staff competency
"Cam putini angajati pentru un magazin de asemenea dimensiuni. Cutii goale fara produse pe rafturi. Cutiile produselor deschise sau deteriorate. Nu toate produsele prezentate pe site sunt disponibile in magazin. de ajutor ar fi ca descrierea produselor sa fie ceva mai detaliata, astfel incat sa nu fie necesara o cautare pe net pentru a decide asupra unui produs. frumos ar fi si o gama mai mare de produse de la diversi producatori.",414539,staff availability; shop organization; shop diversity; tech support,"Cam putini angajati pentru un magazin de asemenea dimensiuni.; Cutii goale fara produse pe rafturi. Cutiile produselor deschise sau deteriorate. Nu toate produsele prezentate pe site sunt disponibile in magazin. ;Cutii goale fara produse pe rafturi. Cutiile produselor deschise sau deteriorate. Nu toate produsele prezentate pe site sunt disponibile in magazin. de ajutor ar fi ca descrierea produselor sa fie ceva mai detaliata, astfel incat sa nu fie necesara o cautare pe net pentru a decide asupra unui produs. frumos ar fi si o gama mai mare de produse de la diversi producatori.;de ajutor ar fi ca descrierea produselor sa fie ceva mai detaliata, astfel incat sa nu fie necesara o cautare pe net pentru a decide asupra unui produs.",Negative; Negative; Negative; Negative,manual,"Cam putini angajati pentru un magazin de asemenea dimensiuni. Cutii goale fara produse pe rafturi. Cutiile produselor deschise sau deteriorate. Nu toate produsele prezentate pe site sunt disponibile in magazin. de ajutor ar fi ca descrierea produselor sa fie ceva mai detaliata, astfel incat sa nu fie necesara o cautare pe net pentru a decide asupra unui produs. frumos ar fi si o gama mai mare de produse de la diversi producatori.",staff availability;shop organization;shop diversity;tech support
Trebuie sa caut mult pana gasesc o persoana care sa ma indrume .Toti stau in zona caseriilor,414540,staff availability,Trebuie sa caut mult pana gasesc o persoana care sa ma indrume .Toti stau in zona caseriilor,Negative,manual,Trebuie sa caut mult pana gasesc o persoana care sa ma indrume .Toti stau in zona caseriilor,staff availability
"Se inmultesc situatiile in care anumite produse nu sunt disponibile. Ex: compresii articulatii (dar pe site figureaza in stoc magazin), pantofii unde este deja firesc sa nu fie disponibile masurile 42 / 43 in timp ce masurile extreme au suprastoc ( cu siguranta gestionarea stocurilor pe tipodimensiuni sau statistica vanzarilor trecute ar putea ajuta).",414541,shop diversity,"Se inmultesc situatiile in care anumite produse nu sunt disponibile. Ex: compresii articulatii (dar pe site figureaza in stoc magazin), pantofii unde este deja firesc sa nu fie disponibile masurile 42 / 43 in timp ce masurile extreme au suprastoc ( cu siguranta gestionarea stocurilor pe tipodimensiuni sau statistica vanzarilor trecute ar putea ajuta).",Negative,manual,"Se inmultesc situatiile in care anumite produse nu sunt disponibile. Ex: compresii articulatii (dar pe site figureaza in stoc magazin), pantofii unde este deja firesc sa nu fie disponibile masurile 42 / 43 in timp ce masurile extreme au suprastoc ( cu siguranta gestionarea stocurilor pe tipodimensiuni sau statistica vanzarilor trecute ar putea ajuta).",shop diversity
Lungimea labelor este prezentata gresit : labele au 45 cm lungime.Puse una peste alta in set au 52 cm !!!,414542,product,Lungimea labelor este prezentata gresit : labele au 45 cm lungime.Puse una peste alta in set au 52 cm !!!,Negative,manual,Lungimea labelor este prezentata gresit : labele au 45 cm lungime.Puse una peste alta in set au 52 cm !!!,product
Calitatea produselor este exceptionala. Raportul calutate-pret 100% satisfacut. Timpul de livrare este extrem de lung. Un - din acest punct de vedere.,414543,quality; price; product; delivery,Calitatea produselor este exceptionala. Raportul calutate-pret 100% satisfacut. ; Raportul calutate-pret 100% satisfacut.;Calitatea produselor este exceptionala. Raportul calutate-pret 100% satisfacut;Timpul de livrare este extrem de lung. Un - din acest punct de vedere.,Positive; Positive; Positive; Negative,manual,Calitatea produselor este exceptionala. Raportul calutate-pret 100% satisfacut. Timpul de livrare este extrem de lung. Un - din acest punct de vedere.,quality;price;product;delivery
Nemulțumit de comanda online ! Mi s-a zis sa vin după 3 zile 200km si comanda nu era făcută!!!!,414544,service,Nemulțumit de comanda online ! Mi s-a zis sa vin după 3 zile 200km si comanda nu era făcută!!!!,Negative,manual,Nemulțumit de comanda online ! Mi s-a zis sa vin după 3 zile 200km si comanda nu era făcută!!!!,service
am facut o camanda online marti saptamana asta 12 ianuarie si inca nu am primit nici un tel nici un email sa confirm comanda. ce s-a intamplat cu comanda?,414545,service,am facut o camanda online marti saptamana asta 12 ianuarie si inca nu am primit nici un tel nici un email sa confirm comanda. ce s-a intamplat cu comanda?,Negative,manual,am facut o camanda online marti saptamana asta 12 ianuarie si inca nu am primit nici un tel nici un email sa confirm comanda. ce s-a intamplat cu comanda?,service
"Lipsa unui sistem suplimentar de sustinere ( curea ) si faptul ca materialul nu este deloc elastic ii face inutilizabili . La cea mai mica aplecare , pantalonii cad .",414546,product,"Lipsa unui sistem suplimentar de sustinere ( curea ) si faptul ca materialul nu este deloc elastic ii face inutilizabili . La cea mai mica aplecare , pantalonii cad .",Negative,manual,"Lipsa unui sistem suplimentar de sustinere ( curea ) si faptul ca materialul nu este deloc elastic ii face inutilizabili . La cea mai mica aplecare , pantalonii cad .",product
I-am purtat numai pe distante scurte și nu zilnic și în câteva luni s-au rupt. Nu recomand,414547,product; quality,I-am purtat numai pe distante scurte și nu zilnic și în câteva luni s-au rupt. Nu recomand;I-am purtat numai pe distante scurte și nu zilnic și în câteva luni s-au rupt.,Negative; Negative,manual,I-am purtat numai pe distante scurte și nu zilnic și în câteva luni s-au rupt. Nu recomand,product;quality
"La scanarea automata a articolelor s-a scanat și un articol ce nu era în coș, casierul nu a observat acest lucru. Având impresia că am achitat prea mult pentru articolele cumpărate, am verificat bonul și am văzut că aveam pe bon o geaca pe care nu o achizionasem, in valoare de aproximativ 32 lei. Va rog sa implementati un sistem de verificare număr articole scanate automat. Înțeleg că este o problema frecventa.",414548,service; staff competency,"La scanarea automata a articolelor s-a scanat și un articol ce nu era în coș, casierul nu a observat acest lucru. Având impresia că am achitat prea mult pentru articolele cumpărate, am verificat bonul și am văzut că aveam pe bon o geaca pe care nu o achizionasem, in valoare de aproximativ 32 lei. Va rog sa implementati un sistem de verificare număr articole scanate automat. Înțeleg că este o problema frecventa.;La scanarea automata a articolelor s-a scanat și un articol ce nu era în coș, casierul nu a observat acest lucru. ",Negative; Negative,manual,"La scanarea automata a articolelor s-a scanat și un articol ce nu era în coș, casierul nu a observat acest lucru. Având impresia că am achitat prea mult pentru articolele cumpărate, am verificat bonul și am văzut că aveam pe bon o geaca pe care nu o achizionasem, in valoare de aproximativ 32 lei. Va rog sa implementati un sistem de verificare număr articole scanate automat. Înțeleg că este o problema frecventa.",service;staff competency
"doresc sa am posibilitatea sa fiu informat despre produse, dar nu exista personal la momentul respectiv",414549,staff availability,"doresc sa am posibilitatea sa fiu informat despre produse, dar nu exista personal la momentul respectiv",Negative,manual,"doresc sa am posibilitatea sa fiu informat despre produse, dar nu exista personal la momentul respectiv",staff availability
Am comandat o bicicletă care nu era in stoc. Am solicitat să fiu sunat cand ajunge. Noroc ca am trecut pe la magazin....Mai erau 2...,414550,service,Am comandat o bicicletă care nu era in stoc. Am solicitat să fiu sunat cand ajunge. Noroc ca am trecut pe la magazin....Mai erau 2...,Negative,manual,Am comandat o bicicletă care nu era in stoc. Am solicitat să fiu sunat cand ajunge. Noroc ca am trecut pe la magazin....Mai erau 2...,service
Personal putin. Astepti f mult pana vine cineva sa te ajute.,414551,staff availability,Personal putin. Astepti f mult pana vine cineva sa te ajute,Negative,manual,Personal putin. Astepti f mult pana vine cineva sa te ajute.,staff availability
"La intrare in magazin, pe partea dreapta, fiind cu copilul, am intrebat daca exista o toaleta si am primit un raspuns cum ca la Decathlon nu este benzinarie si daca vreau un wc sa merg la unul public (facusem un drum de aproape doua ore cu masina, pana la magazinul din Pitesti. Totusi, personajul de la raioane este bine instruit si am primit raspunsuri elocvente si lamuritoare la aproape toate intrebarile.",414552,staff competency,"La intrare in magazin, pe partea dreapta, fiind cu copilul, am intrebat daca exista o toaleta si am primit un raspuns cum ca la Decathlon nu este benzinarie si daca vreau un wc sa merg la unul public (facusem un drum de aproape doua ore cu masina, pana la magazinul din Pitesti. ;Totusi, personajul de la raioane este bine instruit si am primit raspunsuri elocvente si lamuritoare la aproape toate intrebarile.",Negative; Positive,manual,"La intrare in magazin, pe partea dreapta, fiind cu copilul, am intrebat daca exista o toaleta si am primit un raspuns cum ca la Decathlon nu este benzinarie si daca vreau un wc sa merg la unul public (facusem un drum de aproape doua ore cu masina, pana la magazinul din Pitesti. Totusi, personajul de la raioane este bine instruit si am primit raspunsuri elocvente si lamuritoare la aproape toate intrebarile.",staff competency;staff competency
"Am cautat niste ochelari de ski, iar pe rafturi batea vantul. Si nu eram singurul care cauta...",414553,shop diversity,"Am cautat niste ochelari de ski, iar pe rafturi batea vantul. Si nu eram singurul care cauta...",Negative,manual,"Am cautat niste ochelari de ski, iar pe rafturi batea vantul. Si nu eram singurul care cauta...",shop diversity
"Dupa ce a stat bicicleta 2 saptamani in atelier, am mer sa o iau si am realizat ca avea cauciucul din spate desumflat. Am intrebat daca e spart si mi s-a raspuns: """"nu stiu ca nu eu am lucrat la ea!"""", atat! Nu era nimeni """"dornic"""" sa ma ajute si am cerut o pompa ca sa imi rezolv singur problema. Am realizat ca era spart cauciucul si a fost nevoie de inca o saptamana cu 2 telefoane si o vizita in atelier ca sa se rezolve. Nu mai merg la ei pentru atelier.",414554,service; staff competency,"Dupa ce a stat bicicleta 2 saptamani in atelier, am mer sa o iau si am realizat ca avea cauciucul din spate desumflat. Am intrebat daca e spart si mi s-a raspuns: """"nu stiu ca nu eu am lucrat la ea!"""", atat! Nu era nimeni """"dornic"""" sa ma ajute si am cerut o pompa ca sa imi rezolv singur problema. Am realizat ca era spart cauciucul si a fost nevoie de inca o saptamana cu 2 telefoane si o vizita in atelier ca sa se rezolve. Nu mai merg la ei pentru atelier.;Dupa ce a stat bicicleta 2 saptamani in atelier, am mer sa o iau si am realizat ca avea cauciucul din spate desumflat. Am intrebat daca e spart si mi s-a raspuns: """"nu stiu ca nu eu am lucrat la ea!"""", atat! Nu era nimeni """"dornic"""" sa ma ajute si am cerut o pompa ca sa imi rezolv singur problema. Am realizat ca era spart cauciucul si a fost nevoie de inca o saptamana cu 2 telefoane si o vizita in atelier ca sa se rezolve. Nu mai merg la ei pentru atelier.",Negative; Negative,manual,"Dupa ce a stat bicicleta 2 saptamani in atelier, am mer sa o iau si am realizat ca avea cauciucul din spate desumflat. Am intrebat daca e spart si mi s-a raspuns: """"nu stiu ca nu eu am lucrat la ea!"""", atat! Nu era nimeni """"dornic"""" sa ma ajute si am cerut o pompa ca sa imi rezolv singur problema. Am realizat ca era spart cauciucul si a fost nevoie de inca o saptamana cu 2 telefoane si o vizita in atelier ca sa se rezolve. Nu mai merg la ei pentru atelier.",service;staff competency
"Nu mi-a placut aspectul de"""" magazin aflat in lichidare"""" si lipsa unor marimi la unele articole,.De asemenea ar trebui sa existe macar cate un produs din fiecare sortiment aflat in gama magazinului(fac parte din categoria celor care cred ca o fotografie pe net nu ajunge si prefer sa vad cu proprii ochi ceea ce doresc sa cumpar).",414555,shop diversity; shop organization,"lipsa unor marimi la unele articole,.De asemenea ar trebui sa existe macar cate un produs din fiecare sortiment aflat in gama magazinului(fac parte din categoria celor care cred ca o fotografie pe net nu ajunge si prefer sa vad cu proprii ochi ceea ce doresc sa cumpar);Nu mi-a placut aspectul de"""" magazin aflat in lichidare""""",Negative; Negative,manual,"Nu mi-a placut aspectul de"""" magazin aflat in lichidare"""" si lipsa unor marimi la unele articole,.De asemenea ar trebui sa existe macar cate un produs din fiecare sortiment aflat in gama magazinului(fac parte din categoria celor care cred ca o fotografie pe net nu ajunge si prefer sa vad cu proprii ochi ceea ce doresc sa cumpar).",shop diversity;shop organization
Lipsa personal cel putin in oradea si lipesc stocuri din produse,414556,staff competency; shop diversity,Lipsa personal cel putin in oradea;lipesc stocuri din produse,Negative; Negative,manual,Lipsa personal cel putin in oradea si lipesc stocuri din produse,staff competency;shop diversity
"Am fost de 3 ori la locatia respectiva in ultimele 2 luni si nici o singura data nu am gasit pe cineva care sa racordeze rachete de tenis. De fiecare data mi s-a spus sa revin, pentru ca nu era nimeni in magazin care stia sa racordeze...",414557,staff availability; staff competency,"Am fost de 3 ori la locatia respectiva in ultimele 2 luni si nici o singura data nu am gasit pe cineva care sa racordeze rachete de tenis. De fiecare data mi s-a spus sa revin, pentru ca nu era nimeni in magazin care stia sa racordeze...;Am fost de 3 ori la locatia respectiva in ultimele 2 luni si nici o singura data nu am gasit pe cineva care sa racordeze rachete de tenis. De fiecare data mi s-a spus sa revin, pentru ca nu era nimeni in magazin care stia sa racordeze...",Negative; Negative,manual,"Am fost de 3 ori la locatia respectiva in ultimele 2 luni si nici o singura data nu am gasit pe cineva care sa racordeze rachete de tenis. De fiecare data mi s-a spus sa revin, pentru ca nu era nimeni in magazin care stia sa racordeze...",staff availability;staff competency
Este unul dintre magazinele in care trebuie sa te înarmezi cu răbdare dacă vrei sa afli niște informatii.,414558,staff availability; staff competency,Este unul dintre magazinele in care trebuie sa te înarmezi cu răbdare dacă vrei sa afli niște informatii.;Este unul dintre magazinele in care trebuie sa te înarmezi cu răbdare dacă vrei sa afli niște informatii,Negative; Negative,manual,Este unul dintre magazinele in care trebuie sa te înarmezi cu răbdare dacă vrei sa afli niște informatii.,staff availability;staff competency
"Personalul este redus si nu poate fi gasit pentru informatii.  In majoritatea cazurilor cand este intrebat un angajat despre stoc, de exemplu este necesar un alt numar sau culoare a unui produs, nu primesti decat raspunsul """"daca nu este la raft nu exista"""". Nu prea este convingator raspunsul, sunt de parere ca nici nu vor sau nu au timp sa caute.",414559,staff availability; staff competency,"Personalul este redus si nu poate fi gasit pentru informatii. ;In majoritatea cazurilor cand este intrebat un angajat despre stoc, de exemplu este necesar un alt numar sau culoare a unui produs, nu primesti decat raspunsul """"daca nu este la raft nu exista"""". Nu prea este convingator raspunsul, sunt de parere ca nici nu vor sau nu au timp sa caute.",Negative; Negative,manual,"Personalul este redus si nu poate fi gasit pentru informatii. In majoritatea cazurilor cand este intrebat un angajat despre stoc, de exemplu este necesar un alt numar sau culoare a unui produs, nu primesti decat raspunsul """"daca nu este la raft nu exista"""". Nu prea este convingator raspunsul, sunt de parere ca nici nu vor sau nu au timp sa caute.",staff availability;staff competency
Cautam un produs respectiv bluza corp de culoare negru si nu am fasit astfel ca a trebuit sa isu de culoarea gri. La fel am cautat aveea bluza la raionul de bluzw dar acolo se aflsu doar pantaloni.,414560,shop diversity,Cautam un produs respectiv bluza corp de culoare negru si nu am fasit astfel ca a trebuit sa isu de culoarea gri. La fel am cautat aveea bluza la raionul de bluzw dar acolo se aflsu doar pantaloni.,Negative,manual,Cautam un produs respectiv bluza corp de culoare negru si nu am fasit astfel ca a trebuit sa isu de culoarea gri. La fel am cautat aveea bluza la raionul de bluzw dar acolo se aflsu doar pantaloni.,shop diversity
Am sunat pt a comanda o bicicleta.... imposibil de vorbit cu cineva....cred ca este un singur operator!!!!!,414561,staff availability,Am sunat pt a comanda o bicicleta.... imposibil de vorbit cu cineva....cred ca este un singur operator!!!!!,Negative,manual,Am sunat pt a comanda o bicicleta.... imposibil de vorbit cu cineva....cred ca este un singur operator!!!!!,staff availability
"O lanseta telescopica la un pret foarte bun, destul de rigida, care se pliaza foarte bine la pescuitul cu naluci grele, de peste 15 g, intrucat are un varf nu foarte senzitiv. As recomanda aceasta undita la pescuitul stiucii cu linguri mari.",414562,price; product,"O lanseta telescopica la un pret foarte bun,;O lanseta telescopica la un pret foarte bun, destul de rigida, care se pliaza foarte bine la pescuitul cu naluci grele, de peste 15 g, intrucat are un varf nu foarte senzitiv. As recomanda aceasta undita la pescuitul stiucii cu linguri mari.",Positive; Neutral,manual,"O lanseta telescopica la un pret foarte bun, destul de rigida, care se pliaza foarte bine la pescuitul cu naluci grele, de peste 15 g, intrucat are un varf nu foarte senzitiv. As recomanda aceasta undita la pescuitul stiucii cu linguri mari.",price;product
Am achizitionat o pereche de pantaloni pentru alergat...cand am ajuns acasa am observat ca aveau un defect.Am contactat magazinul.trebuie sa astept 10-15 zile pentru a inlocui perechea de pantaloni pentru ca masura mea nu era disponibila.magazinul foarte slab aprovizionat.,414563,product; shop diversity,Am achizitionat o pereche de pantaloni pentru alergat...cand am ajuns acasa am observat ca aveau un defect.;Am contactat magazinul.trebuie sa astept 10-15 zile pentru a inlocui perechea de pantaloni pentru ca masura mea nu era disponibila.magazinul foarte slab aprovizionat.,Negative; Negative,manual,Am achizitionat o pereche de pantaloni pentru alergat...cand am ajuns acasa am observat ca aveau un defect.Am contactat magazinul.trebuie sa astept 10-15 zile pentru a inlocui perechea de pantaloni pentru ca masura mea nu era disponibila.magazinul foarte slab aprovizionat.,product;shop diversity
"Aceasta bicicleta e buna ca pret, dar e prea grea pentru copilasi.",414564,price; product,"Aceasta bicicleta e buna ca pret,;e prea grea pentru copilasi.",Positive; Negative,manual,"Aceasta bicicleta e buna ca pret, dar e prea grea pentru copilasi.",price;product
Opiniile să fie însușite de manageri magazinului și ca recomandare să existe un program buy-back pentru produsele proprii,414565,misc,Opiniile să fie însușite de manageri magazinului și ca recomandare să existe un program buy-back pentru produsele proprii,Neutral,manual,Opiniile să fie însușite de manageri magazinului și ca recomandare să existe un program buy-back pentru produsele proprii,misc
Am fost dezamagit. Ultimii papauci luati acum cativa ani tot intrarea in gama au fost la jumate de pret. Sunt foarte ingusti la intrare. Gaurele pentru evacuarea apei la calcai sunt mai mult sau mai putin folositoare.,414566,product,Am fost dezamagit. Ultimii papauci luati acum cativa ani tot intrarea in gama au fost la jumate de pret. Sunt foarte ingusti la intrare. Gaurele pentru evacuarea apei la calcai sunt mai mult sau mai putin folositoare.,Negative,manual,Am fost dezamagit. Ultimii papauci luati acum cativa ani tot intrarea in gama au fost la jumate de pret. Sunt foarte ingusti la intrare. Gaurele pentru evacuarea apei la calcai sunt mai mult sau mai putin folositoare.,product
NEACTUALIZAREA PRETURILOR. PE ETICHETA DE LA RAFT UN PRET SI LA CASA DE MARCAT ALT PRET,414567,shop organization,NEACTUALIZAREA PRETURILOR. PE ETICHETA DE LA RAFT UN PRET SI LA CASA DE MARCAT ALT PRET,Negative,manual,NEACTUALIZAREA PRETURILOR. PE ETICHETA DE LA RAFT UN PRET SI LA CASA DE MARCAT ALT PRET,shop organization
"S-au dezlipit 3 zone deformate, imposibil de utilizat după.  Utilizata de vre -o 10 ori în timp de 2 ani jumatate",414568,product; quality,"S-au dezlipit 3 zone deformate, imposibil de utilizat după. Utilizata de vre -o 10 ori în timp de 2 ani jumatate;S-au dezlipit 3 zone deformate",Negative; Negative,manual,"S-au dezlipit 3 zone deformate, imposibil de utilizat după. Utilizata de vre -o 10 ori în timp de 2 ani jumatate",product;quality
"Pe bonul fiscal mi-a apărut un produs pe care nu îl cumpărasem iar când m-am întors să cer explicații mi s-a spus că s-a scanat greșit un produs ori așa ceva este inacceptabil, fiecare produs având un cod unic . Dacă nu eram atent plăteam mai mult deci nu pot exista greșeli la scanarea produselor.",414569,service,"Pe bonul fiscal mi-a apărut un produs pe care nu îl cumpărasem iar când m-am întors să cer explicații mi s-a spus că s-a scanat greșit un produs ori așa ceva este inacceptabil, fiecare produs având un cod unic . Dacă nu eram atent plăteam mai mult deci nu pot exista greșeli la scanarea produselor.",Negative,manual,"Pe bonul fiscal mi-a apărut un produs pe care nu îl cumpărasem iar când m-am întors să cer explicații mi s-a spus că s-a scanat greșit un produs ori așa ceva este inacceptabil, fiecare produs având un cod unic . Dacă nu eram atent plăteam mai mult deci nu pot exista greșeli la scanarea produselor.",service
"Schimbati radical comportamentul angajatilor ! La toate magazinele Decathlon am vazut dezordine , lipsesc produse de la stand (este evident ca nu-s aduse din depozit), amabilitatea angajatilor este de la impersonala catre inexistenta..",414570,shop organization; staff competency,"La toate magazinele Decathlon am vazut dezordine , lipsesc produse de la stand (este evident ca nu-s aduse din depozit);Schimbati radical comportamentul angajatilor ! La toate magazinele Decathlon am vazut dezordine , lipsesc produse de la stand (este evident ca nu-s aduse din depozit), amabilitatea angajatilor este de la impersonala catre inexistenta..",Negative; Negative,manual,"Schimbati radical comportamentul angajatilor ! La toate magazinele Decathlon am vazut dezordine , lipsesc produse de la stand (este evident ca nu-s aduse din depozit), amabilitatea angajatilor este de la impersonala catre inexistenta..",shop organization;staff competency
Nu am găsit pantofi sport impermeabili pentru antrenament outdoor.Sunt disponibili doar la comandă.,414571,shop diversity,Nu am găsit pantofi sport impermeabili pentru antrenament outdoor.Sunt disponibili doar la comandă.,Negative,manual,Nu am găsit pantofi sport impermeabili pentru antrenament outdoor.Sunt disponibili doar la comandă.,shop diversity
"Am folosit perechea de ghete de fiecare data cand plecam in concediu. In cursul unui an am strans aproape 3 saptamani, dar ghetele au cedat, materialul taindu-se, fara posibilitate de remediere.  Partea pozitiva este ca am primit altii in schimb, vom vedea daca este defect de fabricatie sau am fost ghinionist.",414572,product; quality; return warranty,"Am folosit perechea de ghete de fiecare data cand plecam in concediu. In cursul unui an am strans aproape 3 saptamani, dar ghetele au cedat, materialul taindu-se, fara posibilitate de remediere.;n cursul unui an am strans aproape 3 saptamani, dar ghetele au cedat, materialul taindu-se, fara posibilitate de remediere.;Partea pozitiva este ca am primit altii ",Negative; Negative; Positive,manual,"Am folosit perechea de ghete de fiecare data cand plecam in concediu. In cursul unui an am strans aproape 3 saptamani, dar ghetele au cedat, materialul taindu-se, fara posibilitate de remediere. Partea pozitiva este ca am primit altii in schimb, vom vedea daca este defect de fabricatie sau am fost ghinionist.",product;quality;return warranty
Produse fara preturi afisate. Personalul nu ti poate spune pretul. Trebuie sa stai la coada la case doar pentru a afla un pret.,414573,shop organization; staff competency,Produse fara preturi afisate. Personalul nu ti poate spune pretul. Trebuie sa stai la coada la case doar pentru a afla un pret.;Personalul nu ti poate spune pretul.,Negative; Negative,manual,Produse fara preturi afisate. Personalul nu ti poate spune pretul. Trebuie sa stai la coada la case doar pentru a afla un pret.,shop organization;staff competency
L-am cumparat pt o bicicleta riverside 500 folosita 6 luni ( lantul vechi s-a rupt) si scapa lantul desi bicicleta este reglata cum trebuie,414574,product,L-am cumparat pt o bicicleta riverside 500 folosita 6 luni ( lantul vechi s-a rupt) si scapa lantul desi bicicleta este reglata cum trebuie,Negative,manual,L-am cumparat pt o bicicleta riverside 500 folosita 6 luni ( lantul vechi s-a rupt) si scapa lantul desi bicicleta este reglata cum trebuie,product
Rog revenirea la imaginea si aspectul initial.Personalul mai bine instruit..,414575,shop organization; staff competency,Rog revenirea la imaginea si aspectul initial;.Personalul mai bine instruit..,Negative; Negative,manual,Rog revenirea la imaginea si aspectul initial.Personalul mai bine instruit..,shop organization;staff competency
Nu am primit nicio veste in legatura cu starea comenzii mele timp de mai bine de 2 saptamani.,414576,service,Nu am primit nicio veste in legatura cu starea comenzii mele timp de mai bine de 2 saptamani.,Negative,manual,Nu am primit nicio veste in legatura cu starea comenzii mele timp de mai bine de 2 saptamani.,service
Absenta etichetelor de preț în dreptul produselor mi-a creat neplăceri. Am ajuns la casa cu o suma mult mai mare decât ce calculasem .Exista produse cu preturi diferite amestecate în același cos .,414577,shop organization,Absenta etichetelor de preț în dreptul produselor mi-a creat neplăceri. Am ajuns la casa cu o suma mult mai mare decât ce calculasem .Exista produse cu preturi diferite amestecate în același cos .,Negative,manual,Absenta etichetelor de preț în dreptul produselor mi-a creat neplăceri. Am ajuns la casa cu o suma mult mai mare decât ce calculasem .Exista produse cu preturi diferite amestecate în același cos .,shop organization
Gama de produse foarte scazuta... iar calitatea nu e prea buna,414578,shop diversity; quality,Gama de produse foarte scazuta;iar calitatea nu e prea buna,Negative; Negative,manual,Gama de produse foarte scazuta... iar calitatea nu e prea buna,shop diversity;quality
"Ca sa incerc cateva tipuri de trotinete a trebuit sa alerg prin tot magazinul sa le caut si eventual sa le cer de la persoanele care le retineau de mult timp, pentru ca alti clienti (mai ales copiii) le luau pe cele de test ca sa se plimbe la nesfarsit prin tot magazinul, nu doar ca sa le testeze pt a decide care le place. Poate ar trebui facuta o regula ca o trotineta/bicicleta nu se probeaza mai mult de cateva minute si se returneaza apoi pe raoin. In final, modelul ales de noi nu era in stoc si pe culoarea albastra (era doar roz), asa ca asteptam sa apara cea albastra sau vom cumpara din alta locatie (aseara am cautat pe site si se pare ca exista la magazinul din Berceni; noi am fost ieri la Baneasa).",414579,service; shop diversity,"Ca sa incerc cateva tipuri de trotinete a trebuit sa alerg prin tot magazinul sa le caut si eventual sa le cer de la persoanele care le retineau de mult timp, pentru ca alti clienti (mai ales copiii) le luau pe cele de test ca sa se plimbe la nesfarsit prin tot magazinul, nu doar ca sa le testeze pt a decide care le place. Poate ar trebui facuta o regula ca o trotineta/bicicleta nu se probeaza mai mult de cateva minute si se returneaza apoi pe raoin.;In final, modelul ales de noi nu era in stoc si pe culoarea albastra (era doar roz), asa ca asteptam sa apara cea albastra sau vom cumpara din alta locatie (aseara am cautat pe site si se pare ca exista la magazinul din Berceni; noi am fost ieri la Baneasa).",Negative; Negative,manual,"Ca sa incerc cateva tipuri de trotinete a trebuit sa alerg prin tot magazinul sa le caut si eventual sa le cer de la persoanele care le retineau de mult timp, pentru ca alti clienti (mai ales copiii) le luau pe cele de test ca sa se plimbe la nesfarsit prin tot magazinul, nu doar ca sa le testeze pt a decide care le place. Poate ar trebui facuta o regula ca o trotineta/bicicleta nu se probeaza mai mult de cateva minute si se returneaza apoi pe raoin. In final, modelul ales de noi nu era in stoc si pe culoarea albastra (era doar roz), asa ca asteptam sa apara cea albastra sau vom cumpara din alta locatie (aseara am cautat pe site si se pare ca exista la magazinul din Berceni; noi am fost ieri la Baneasa).",service;shop diversity
"Dacă nu s-ar fura de pe rafturi, iar produsele ar fi complete, iar angajații nu ar încerca să fure clienții, ar fi ok",414580,security; staff competency,"Dacă nu s-ar fura de pe rafturi, iar produsele ar fi complete, iar angajații nu ar încerca să fure clienții, ar fi ok;iar angajații nu ar încerca să fure clienții, ar fi ok",Negative; Negative,manual,"Dacă nu s-ar fura de pe rafturi, iar produsele ar fi complete, iar angajații nu ar încerca să fure clienții, ar fi ok",security;staff competency
