text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,translated_Romanian_French,language,translated_French_Romanian,translated_French_Chinese,translated_Chinese_Romanian
"De fiecare data când vin la voi in megazin,m-a relaxez pt ca băiatul meu are cu ce sa se joace iar eu caut liniștita tot ce îmi trebuie",433531,environment - positive,22,manual,"De fiecare data când vin la voi in megazin,m-a relaxez pt ca băiatul meu are cu ce sa se joace iar eu caut liniștita tot ce îmi trebuie","De fiecare data când vin la voi in megazin,m-a relaxez pt ca băiatul meu are cu ce sa se joace iar eu caut liniștita tot ce îmi trebuie </s>",environment is positive,"Chaque fois que je viens chez vous dans le megastore, je me détends car mon fils a avec quoi jouer et je cherche tranquillement tout ce dont j'ai besoin",Romanian,"De fiecare dată când vin la dumneavoastră în megastore, mă destind pentru că fiul meu are cu ce să se joace și eu caut liniștit tot ce îmi trebuie",每次我来你们的商场，我都能放松，因为我的儿子有玩具可以玩，而我可以轻松地找到我需要的一切,"De fiecare dată când vin la mall-ul vostru, pot să mă relaxez, pentru că fiul meu are jucării cu care să se joace, iar eu pot găsi ușor tot ce am nevoie"
"Atunci cand un review este publicat, mi-ar placea sa primesc si link la el.",433534,misc - neutral,22,manual,"Atunci cand un review este publicat, mi-ar placea sa primesc si link la el.","Atunci cand un review este publicat, mi-ar placea sa primesc si link la el. </s>",misc is neutral,"Lorsqu'une critique est publiée, j'aimerais également recevoir un lien vers celle-ci.",Romanian,"Când este publicată o recenzie, aș dori să primesc și un link către aceasta.",当有一则评论被发表时，我也希望能收到该评论的链接。,"Când este publicată o recenzie, sper și să primesc linkul către acea recenzie."
"Am gasit ce doream, iar baiatul meu s-a bucurat de provocarea de a face sport.",433535,shop diversity - positive,22,manual,"Am gasit ce doream, iar baiatul meu s-a bucurat de provocarea de a face sport.","Am gasit ce doream, iar baiatul meu s-a bucurat de provocarea de a face sport. </s>",shop diversity is positive,"J'ai trouvé ce que je voulais, et mon fils a apprécié le défi de pratiquer un sport.",Romanian,"Am găsit ceea ce voiam, și fiul meu a apreciat provocarea de a practica un sport.",我找到了我想要的东西，我的儿子也喜欢练习体育的挑战。,"Am găsit ceea ce căutam, iar fiul meu îi place și lui să practice provocările sportive."
Băiatul de la atelier a fost foarte prompt si atent la personalizare.,433537,"{'choices': ['service - positive', 'staff competency - positive']}",22,manual,Băiatul de la atelier a fost foarte prompt si atent la personalizare.,Băiatul de la atelier a fost foarte prompt si atent la personalizare. </s>,service is positive; staff competency is positive,Le garçon de l'atelier a été très ponctuel et attentionné pour la personnalisation.,Romanian,Băiatul de la atelier a fost foarte punctual și atent cu personalizarea.,车间的男孩对个性化非常守时和细心。,Băieții din atelier sunt foarte punctuali și atenți la personalizare.
"La ultima vizita, cu 3 zile in urma, majoritatea rafturilor erau goale. Personalul a fost amabil oferind numarul de telefon pentru a ne interesa in urmatoarele zile daca s-a primit marfa. Astazi am revenit cu un telefon si am primit toate informatiile solicitate, mi s-au rezervat produsele in magazin.",433540,"{'choices': ['service - positive', 'shop diversity - negative', 'staff competency - positive']}",22,manual,"La ultima vizita, cu 3 zile in urma, majoritatea rafturilor erau goale. Personalul a fost amabil oferind numarul de telefon pentru a ne interesa in urmatoarele zile daca s-a primit marfa. Astazi am revenit cu un telefon si am primit toate informatiile solicitate, mi s-au rezervat produsele in magazin.","La ultima vizita, cu 3 zile in urma, majoritatea rafturilor erau goale. Personalul a fost amabil oferind numarul de telefon pentru a ne interesa in urmatoarele zile daca s-a primit marfa. Astazi am revenit cu un telefon si am primit toate informatiile solicitate, mi s-au rezervat produsele in magazin. </s>",service is positive; shop diversity is negative; staff competency is positive,"Lors de la dernière visite, il y a 3 jours, la plupart des étagères étaient vides. Le personnel a été aimable en nous offrant le numéro de téléphone pour nous renseigner dans les prochains jours si les marchandises avaient été reçues. Aujourd'hui, je suis revenu avec un appel et j'ai obtenu toutes les informations demandées, les produits m'ont été réservés en magasin.",Romanian,"În timpul ultimei vizite, acum 3 zile, majoritatea rafturilor erau goale. Personalul a fost amabil și ne-a oferit numărul de telefon pentru a ne informa în următoarele zile dacă marfa fusese primită. Azi m-am întors cu un apel și am obținut toate informațiile solicitate, produsele mi-au fost rezervate în magazin.",在最后一次访问中，3天前，大多数货架是空的。工作人员很友好，他们提供了电话号码，以便我们在接下来的日子里了解是否收到了商品。今天，我通过打电话回来了，并获得了所有所需的信息，这些产品都被保留在商店里。,"În ultima vizită, cu 3 zile în urmă, majoritatea rafturilor erau goale. Personalul a fost foarte amabil și ne-a oferit numărul de telefon pentru a afla dacă vom primi marfă în zilele următoare. Azi m-am întors prin apel telefonic și am obținut toate informațiile necesare, produsele fiind rezervate în magazin."
"Atmosferă foarte faină în magazin. Personalul foarte amabil, prompt, oferă informații exacte și utile.",433542,"{'choices': ['environment - positive', 'staff competency - positive']}",22,manual,"Atmosferă foarte faină în magazin. Personalul foarte amabil, prompt, oferă informații exacte și utile.","Atmosferă foarte faină în magazin. Personalul foarte amabil, prompt, oferă informații exacte și utile. </s>",environment is positive; staff competency is positive,"Ambiance très agréable dans le magasin. Le personnel est très aimable, prompt, et offre des informations exactes et utiles.",Romanian,"Ambianță foarte plăcută în magazin. Personalul este foarte amabil, prompt și oferă informații exacte și utile.",商店的氛围非常愉快。员工很友好，效率高，并提供准确有用的信息。,"Atmosfera magazinului este foarte plăcută. Angajații sunt prietenoși, eficienți și oferă informații precise și utile."
"atmosfera excelenta, personal amabil si produse de calitate la  preturi atractive",433543,"{'choices': ['environment - positive', 'staff competency - positive', 'quality - positive', 'price - positive']}",22,manual,"atmosfera excelenta, personal amabil si produse de calitate la preturi atractive","atmosfera excelenta, personal amabil si produse de calitate la preturi atractive </s>",environment is positive; staff competency is positive; quality is positive; price is positive,"atmosphère excellente, personnel aimable et produits de qualité à des prix attractifs",Romanian,"atmosferă excelentă, personal amabil și produse de calitate la prețuri atractive",优秀的氛围，友好的员工和高质量的产品以诱人的价格,"Ambianță excelentă, angajați prietenoși și produse de înaltă calitate la prețuri tentante"
Personalul de la paza lasa de dorit. Au intrat copiii inaintea noastra cu o jumatate dr ora si cei de la paza i'au dat afara sub pretextul ca nu este loc de joaca,433545,security - negative,22,manual,Personalul de la paza lasa de dorit. Au intrat copiii inaintea noastra cu o jumatate dr ora si cei de la paza i'au dat afara sub pretextul ca nu este loc de joaca,Personalul de la paza lasa de dorit. Au intrat copiii inaintea noastra cu o jumatate dr ora si cei de la paza i'au dat afara sub pretextul ca nu este loc de joaca </s>,security is negative,Le personnel de sécurité est laissez à désirer. Les enfants sont entrés avant nous avec une demi-heure et les gardes de sécurité les ont mis dehors sous prétexte qu'il n'y a pas d'espace de jeu,Romanian,Personalul de securitate lasă de dorit. Copiii au intrat înaintea noastră cu o jumătate de oră și păzitorii i-au scos afară sub pretextul că nu există spațiu de joacă,保安人员的表现令人失望。孩子们比我们早了半个小时就进去了，保安却以没有游戏空间为借口把他们赶出来了,"Comportamentul personalului de securitate a fost dezamăgitor. Copiii au intrat cu o jumătate de oră înainte ca noi, iar securistul i-a dat afară pe motiv că nu există spațiu de joacă"
"Este cel mai complet magazin de produse sportive de pe piața din România. Paleta de produse este foarte mare, diversitate, raport pret/calitate excelent. Promptitutine, disponibilitate si amabilitate din partea angajaților de pe raioane.",433547,"{'choices': ['shop diversity - positive', 'quality - positive', 'price - positive', 'staff competency - positive', 'staff availability - positive']}",22,manual,"Este cel mai complet magazin de produse sportive de pe piața din România. Paleta de produse este foarte mare, diversitate, raport pret/calitate excelent. Promptitutine, disponibilitate si amabilitate din partea angajaților de pe raioane.","Este cel mai complet magazin de produse sportive de pe piața din România. Paleta de produse este foarte mare, diversitate, raport pret/calitate excelent. Promptitutine, disponibilitate si amabilitate din partea angajaților de pe raioane. </s>",shop diversity is positive; quality is positive; price is positive; staff competency is positive; staff availability is positive,"C'est le magasin de produits sportifs le plus complet sur le marché roumain. La gamme de produits est très large, diversifiée, avec un excellent rapport qualité/prix. Les employés des rayons sont promptes, disponibles et aimables.",Romanian,"Este magazinul de produse sportive cel mai complet de pe piața românească. Gama de produse este foarte largă, diversificată, cu un raport calitate/preț excelent. Angajații din secțiile comerciale sunt prompti, disponibili și amabili.",这是罗马尼亚市场上最全面的体育用品商店。产品系列非常广泛，多样化，具有优秀的性价比。货架员工都很友好，乐于助人，并且态度亲切。,"Acesta este cel mai complet magazin de articole sportive din piața românească. Gama de produse este foarte largă, diversificată și are un raport excelent calitate-preț. Personalul de pe rafturi este foarte amabil, dispus să ajute și are o atitudine prietenoasă."
"Am cumparat aceasta bicicleta deoarece un angajat de la Decathlon mi-a spus ca este buna si pentru oras si pt downhill/ofroad. Dupa  doua zile m-am dus cu ea pe niste zone perfecte pentru downhill. Cand am  ajuns acasa am observat 3 lucruri: Schimbatorul s-a dereglat, suspensiile extrem de robuste si lantul atinge schimbatorul din fata. Am dus-o la revizie dar imediat dupa am intampinat din nou problema cu lantul. Deci mda... Nu se merita la banii astia. Cel mult 900 lei as da pe ea.",433549,"{'choices': ['price - negative', 'product - negative', 'service - negative', 'staff competency - negative']}",26,manual,"Am cumparat aceasta bicicleta deoarece un angajat de la Decathlon mi-a spus ca este buna si pentru oras si pt downhill/ofroad. Dupa doua zile m-am dus cu ea pe niste zone perfecte pentru downhill. Cand am ajuns acasa am observat 3 lucruri: Schimbatorul s-a dereglat, suspensiile extrem de robuste si lantul atinge schimbatorul din fata. Am dus-o la revizie dar imediat dupa am intampinat din nou problema cu lantul. Deci mda... Nu se merita la banii astia. Cel mult 900 lei as da pe ea.","Am cumparat aceasta bicicleta deoarece un angajat de la Decathlon mi-a spus ca este buna si pentru oras si pt downhill/ofroad. Dupa doua zile m-am dus cu ea pe niste zone perfecte pentru downhill. Cand am ajuns acasa am observat 3 lucruri: Schimbatorul s-a dereglat, suspensiile extrem de robuste si lantul atinge schimbatorul din fata. Am dus-o la revizie dar imediat dupa am intampinat din nou problema cu lantul. Deci mda... Nu se merita la banii astia. Cel mult 900 lei as da pe ea. </s>",price is negative; product is negative; service is negative; staff competency is negative,"J'ai acheté ce vélo parce qu'un employé de Decathlon m'a dit que c'était bon pour la ville et pour le downhill/hors route. Après deux jours, je l'ai emmenée dans des zones parfaites pour le downhill. Lorsque je suis rentré chez moi, j'ai remarqué trois choses : le dérailleurs était déséquilibré, les suspensions étaient extrêmement robustes et la chaîne touchait le dérailleurs avant. Je l'ai emmenée pour révision mais immédiatement après, j'ai rencontré à nouveau le problème avec la chaîne. Donc bien... Ce n'était pas juste à ce prix-là. Au maximum, je donnerais 900 lei pour elle.",Romanian,"Am cumpărat acest bicicletă pentru că un angajat de la Decathlon mi-a spus că este bună pentru oraș și pentru downhill/hors route. După două zile, am dus-o în zone perfecte pentru downhill. Când am revenit acasă, am observat trei lucruri: deraierele erau dezechilibrate, suspensiile erau extrem de robuste și lanțul atingea deraierele din față. Am dus-o pentru revizie, dar imediat după aceea, am întâlnit din nou problema cu lanțul. Deci, bine... Nu a fost corect la acest preț. Maximum, aș da 900 de lei pentru ea.",我买了这辆自行车，因为一位Decathlon的员工告诉我，它适合城市骑行和越野/非公路骑行。两天后，我把它带到了非常适合越野的地方。当我回到家时，我注意到三件事：变速器不平衡，悬挂非常坚固，链条碰到了前变速器。我把它带去维修，但马上之后，我又遇到了链条的问题。所以……以这个价格，它并不值得。最多，我会出900列伊买下它。,"Am cumpărat acest bicicletă pentru că un angajat de la Decathlon mi-a spus că este potrivită pentru curse urbane și off-road/non-drum. După două zile, am dus-o într-un loc foarte potrivit pentru off-road. Când m-am întors acasă, am observat trei lucruri: schimbătorul de viteze era dezechilibrat, suspensia era foarte solidă și lanțul atingea schimbătorul de viteze din față. Am dus-o la reparații, dar imediat după aceea, am întâmpinat din nou problema cu lanțul. Așa că... la acest preț, nu merită. Cel mult, aș plăti 900 de lei pentru a o cumpăra."
