text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,cmlm_text
Serviciul de livrare a fost ffffffff slab.mi-am facut o groaza de nervi cu firma de curierat. Recomand schimbarea lor pt ca altfel nu se merita sa comanzi online.,436467,delivery - negative,22,manual,Serviciul de livrare a fost ffffffff slab.mi-am facut o groaza de nervi cu firma de curierat. Recomand schimbarea lor pt ca altfel nu se merita sa comanzi online.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Serviciul de livrare a fost ffffffff slab.mi-am facut o groaza de nervi cu firma de curierat. Recomand schimbarea lor pt ca altfel nu se merita sa comanzi online. </s>,delivery is negative,. pretul de schimb a fost ffffff emag slab. mi - am luat o groaza de poze cu cardul de lei. recomand schimbarea lor pentru ca altfel nu se merita sa comanzi online.
Organizare Bună a produselor și produse de calitate la preturi accesibile. Se pot adăuga totuși mai multe produse ce puțin în magazinul de pe iuliu maniu. În rest totul ok.,436468,"{'choices': ['shop organization - positive', 'quality - positive', 'price - positive', 'shop diversity - negative']}",22,manual,Organizare Bună a produselor și produse de calitate la preturi accesibile. Se pot adăuga totuși mai multe produse ce puțin în magazinul de pe iuliu maniu. În rest totul ok.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Organizare Bună a produselor și produse de calitate la preturi accesibile. Se pot adăuga totuși mai multe produse ce puțin în magazinul de pe iuliu maniu. În rest totul ok. </s>,shop organization is positive; quality is positive; price is positive; shop diversity is negative,". foarte bună a fost și marfă de calitate la livrare. se pot face totuși mai multe, cel puțin în magazinul de pe iuliu maniu. în rest totul ok."
Un magazin la care copiii mei sunt bucuroși sa meargă de fiecare data.,436469,misc - neutral,22,manual,Un magazin la care copiii mei sunt bucuroși sa meargă de fiecare data.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un magazin la care copiii mei sunt bucuroși sa meargă de fiecare data. </s>,misc is neutral,. un magazin la care copiii mei sunt mândri sa meargă de fiecare data.
"produsele sunt ok pret&calitate...iar daca vrei sa testezi trotinete sau altceva ai loc destul...fica-mea e fericita sa tot """"testeze"""" trotinete",436470,"{'choices': ['quality - positive', 'price - positive', 'shop organization - positive']}",22,manual,"produsele sunt ok pret&calitate...iar daca vrei sa testezi trotinete sau altceva ai loc destul...fica-mea e fericita sa tot """"testeze"""" trotinete","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: produsele sunt ok pret&calitate...iar daca vrei sa testezi trotinete sau altceva ai loc destul...fica-mea e fericita sa tot """"testeze"""" trotinete </s>",quality is positive; price is positive; shop organization is positive,". eu sunt pentru pret & calitate... iar daca vrei sa testezi trotinete sau altceva ai timp destul... fie - mea e lene sa tot "" "" vezi "" ""."
"a durat cateva saptamani (probabil si din cauza aglomeratiei) pana s-a apucat de bicicleta, dar in momentul in care m-a sunat sa discutam ce are de schimbat la ea s-a miscat foarte rapid, pana a2a zi",436478,"{'choices': ['service - positive', 'service - negative', 'staff competency - positive']}",22,manual,"a durat cateva saptamani (probabil si din cauza aglomeratiei) pana s-a apucat de bicicleta, dar in momentul in care m-a sunat sa discutam ce are de schimbat la ea s-a miscat foarte rapid, pana a2a zi","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: a durat cateva saptamani (probabil si din cauza aglomeratiei) pana s-a apucat de bicicleta, dar in momentul in care m-a sunat sa discutam ce are de schimbat la ea s-a miscat foarte rapid, pana a2a zi </s>",service is positive; staff competency is negative,". a stat cateva zile ( probabil si din cauza aglomeratia ) pana s - a tinut de tot, dar in ziua in care m - a sunat sa discutam ce are de facut la ea s - a intors foarte rapid, in pta zi"
"Detaliez aspectul care consider ca ar putea fi foarte usor imbunatatit. Exista culoarul central unde clientii si copiii incearca diverse echipamente sportive. Aceasta zona ar putea fi marcata si delimitata cu vopsea pe jos (sens de circulatie) si cu atentionare pt clientii care nu doresc sa faca acelasi lucru. Am fost uimita chiar cum oameni adulti """"dorm"""" si nu realizeaza cand intra pe acest culoar si sunt uimiti daca un copil da peste ei pt ca nu avea cum acel copil sa prevada ca adultul paseste asa """"dezinvolt"""" si agale pe culoar. Accidente se pot intampla si e un sentiment total neplacut cat si pt cel accidentat cat si pt copiii...Pe scurt.. o amenajare a acestei zone si informare cu un pliant la intrarea in magazin a clientilor. Ne ar ajuta pe toti sa facem atmosefra si placuta si sigura..",436479,"{'choices': ['environment - negative', 'shop organization - negative']}",22,manual,"Detaliez aspectul care consider ca ar putea fi foarte usor imbunatatit. Exista culoarul central unde clientii si copiii incearca diverse echipamente sportive. Aceasta zona ar putea fi marcata si delimitata cu vopsea pe jos (sens de circulatie) si cu atentionare pt clientii care nu doresc sa faca acelasi lucru. Am fost uimita chiar cum oameni adulti """"dorm"""" si nu realizeaza cand intra pe acest culoar si sunt uimiti daca un copil da peste ei pt ca nu avea cum acel copil sa prevada ca adultul paseste asa """"dezinvolt"""" si agale pe culoar. Accidente se pot intampla si e un sentiment total neplacut cat si pt cel accidentat cat si pt copiii...Pe scurt.. o amenajare a acestei zone si informare cu un pliant la intrarea in magazin a clientilor. Ne ar ajuta pe toti sa facem atmosefra si placuta si sigura..","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Detaliez aspectul care consider ca ar putea fi foarte usor imbunatatit. Exista culoarul central unde clientii si copiii incearca diverse echipamente sportive. Aceasta zona ar putea fi marcata si delimitata cu vopsea pe jos (sens de circulatie) si cu atentionare pt clientii care nu doresc sa faca acelasi lucru. Am fost uimita chiar cum oameni adulti """"dorm"""" si nu realizeaza cand intra pe acest culoar si sunt uimiti daca un copil da peste ei pt ca nu avea cum acel copil sa prevada ca adultul paseste asa """"dezinvolt"""" si agale pe culoar. Accidente se pot intampla si e un sentiment total neplacut cat si pt cel accidentat cat si pt copiii...Pe scurt.. o amenajare a acestei zone si informare cu un pliant la intrarea in magazin a clientilor. Ne ar ajuta pe toti sa facem atmosefra si placuta si sigura.. </s>",environment is negative; shop organization is negative,". detaliez ceva care consider ca ar putea fi foarte important. exista o zone unde copii si se incearca sa se.. aceasta zona ar putea fi chiar si delimitata cu mers pe jos ( sens care circuli ) si cu masina pt cei care nu doresc sa faca acelasi lucru. am fost martor chiar cum unii adulti "" "" dorm "" "" si nu realizeaza cand trec pe acest drum si sunt uimiti daca un copil da peste ei pt ca nu avea cum acel copil sa fie ca adultul merge asa "" "" dezinvolt "" "" si agale pe strada.. se pot lovi si e un sentiment neplacut cat si pentru cel accidentat cat si cu copiii... pe strada.. o harta a aceste. zone si informare cu un ghid la noi in magazin a.. ne ar ajuta pe toti sa fie atmose sigura si placuta si sigura.."
Vânzarea n rate fără dobânda si sub pragul sumei de 300 lei,436484,misc - neutral,22,manual,Vânzarea n rate fără dobânda si sub pragul sumei de 300 lei,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Vânzarea n rate fără dobânda si sub pragul sumei de 300 lei </s>,misc is neutral,. vânzarea n rate fără avans si sub pragul minim de 300 lei
Preturi mai mici pentru produse Mai multe produse din gama de top,436488,"{'choices': ['price - negative', 'shop diversity - negative']}",22,manual,Preturi mai mici pentru produse Mai multe produse din gama de top,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Preturi mai mici pentru produse Mai multe produse din gama de top </s>,price is negative; shop diversity is negative,. preturi mai mici pentru produse mai multe produse din gama de top
Un magazin care imi face placere sa-l vizitez si sa cumpar.,436490,misc - neutral,22,manual,Un magazin care imi face placere sa-l vizitez si sa cumpar.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un magazin care imi face placere sa-l vizitez si sa cumpar. </s>,misc is neutral,. un site care imi face pofta sa - l vizitez si sa cumpar.
Oferte foarte bune de pret la suplimente sportive. In gama Optimum Nutrition nu am gasit si aroma de ciocolata. Poate o veti introduce in sortimentatie pe viitor.,436491,"{'choices': ['promotions - positive', 'shop diversity - negative']}",22,manual,Oferte foarte bune de pret la suplimente sportive. In gama Optimum Nutrition nu am gasit si aroma de ciocolata. Poate o veti introduce in sortimentatie pe viitor.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Oferte foarte bune de pret la suplimente sportive. In gama Optimum Nutrition nu am gasit si aroma de ciocolata. Poate o veti introduce in sortimentatie pe viitor. </s>,promotions is positive; shop diversity is negative,. oferte foarte bune de pret la produse. in oferta optimum nutrition nu am gasit si aroma de cafea. poate o veti intrody in oferta pe site.
Aproximativ multumit .preturi bune personalul disponibil si politicos.domnii de la paza foarte de treaba!,436495,"{'choices': ['price - positive', 'security - positive', 'staff availability - positive', 'staff competency - positive']}",22,manual,Aproximativ multumit .preturi bune personalul disponibil si politicos.domnii de la paza foarte de treaba!,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Aproximativ multumit .preturi bune personalul disponibil si politicos.domnii de la paza foarte de treaba! </s>,price is positive; security is positive; staff availability is positive; staff competency is positive,. aproximativ. preturi bune personalul disponibil si politicos. domnii de la paza foarte de treaba!
Produsul a fost livrat în mai puțin de 24 de ore. Calitate conform așteptărilor. Mulțumesc!,436497,"{'choices': ['delivery - positive', 'quality - positive']}",22,manual,Produsul a fost livrat în mai puțin de 24 de ore. Calitate conform așteptărilor. Mulțumesc!,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produsul a fost livrat în mai puțin de 24 de ore. Calitate conform așteptărilor. Mulțumesc! </s>,delivery is positive; quality is positive,. produsul a fost livrat în mai puțin de 24 de ore. produs conform așteptări. mulțumesc!
"Fetita mea a uitat o gentuta in cabina de proba,nu stiu daca o mai putem recupera.",436498,security - negative,22,manual,"Fetita mea a uitat o gentuta in cabina de proba,nu stiu daca o mai putem recupera.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Fetita mea a uitat o gentuta in cabina de proba,nu stiu daca o mai putem recupera. </s>",security is negative,". sora mea a uitat o gentuta in cabina de proba, nu stiu daca o mai putem recupera."
"In general sunt multumita de personalul amabil, de varietatea produselor, insa am o problema cu o bicicleta cumparata de la dvs si tot timpul se strica cate ceva la ea. Nu a fost nici chiar ieftina! Exsista posibilitatea sa o schimb?Mentionez ca am achizitionat-o in luna aprilie 2016.As dori un raspuns de la dvs. Multumesc,",436502,"{'choices': ['price - negative', 'product - negative', 'quality - negative', 'shop diversity - positive', 'staff competency - positive']}",22,manual,"In general sunt multumita de personalul amabil, de varietatea produselor, insa am o problema cu o bicicleta cumparata de la dvs si tot timpul se strica cate ceva la ea. Nu a fost nici chiar ieftina! Exsista posibilitatea sa o schimb?Mentionez ca am achizitionat-o in luna aprilie 2016.As dori un raspuns de la dvs. Multumesc,","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: In general sunt multumita de personalul amabil, de varietatea produselor, insa am o problema cu o bicicleta cumparata de la dvs si tot timpul se strica cate ceva la ea. Nu a fost nici chiar ieftina! Exsista posibilitatea sa o schimb?Mentionez ca am achizitionat-o in luna aprilie 2016.As dori un raspuns de la dvs. Multumesc, </s>",price is negative; product is negative; quality is negative; shop diversity is positive; staff competency is positive,". in rest sunt destul de multuma, de exemplu, insa am o poza cu o bicicleta tot de la dvs si tot timpul se strica cate ceva la ea. nu a fost nici chiar noua! este trebui trebui cum sa o schimb? mentionez ca am primit - o in luna iunie 2016. as dori un sfat de la dvs. multumesc,"
sunt prea putine persoane care pot sa te ajute in cazul cumparaturilor,436503,"{'choices': ['staff availability - negative', 'staff competency - negative']}",22,manual,sunt prea putine persoane care pot sa te ajute in cazul cumparaturilor,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: sunt prea putine persoane care pot sa te ajute in cazul cumparaturilor </s>,staff availability is negative; staff competency is negative,. sunt prea putine persoane care pot sa te ajute in acest.
O atenție sporita la cei care au voie sa se plimbe cu bicicletele prin magazin; niște reguli mai exacte pentru acestia,436509,environment - negative,22,manual,O atenție sporita la cei care au voie sa se plimbe cu bicicletele prin magazin; niște reguli mai exacte pentru acestia,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: O atenție sporita la cei care au voie sa se plimbe cu bicicletele prin magazin; niște reguli mai exacte pentru acestia </s>,environment is negative,: o grija sporita la cei care au ales sa se dea cu bicicletele prin oraș ; niște reguli mai clare pentru acestia
Mai multi casieri pt a nu mai sta mult la casa,436512,staff availability - negative,22,manual,Mai multi casieri pt a nu mai sta mult la casa,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mai multi casieri pt a nu mai sta mult la casa </s>,staff availability is negative,. mai multi bani pt a nu mai sta mult la coada
"Am prins si cateva reduceri care m-au facut sa cumpar cateva produse (incaltaminte sport, tricouri si pantalon sport) de foarte buna calitate.",436515,"{'choices': ['promotions - positive', 'quality - positive']}",22,manual,"Am prins si cateva reduceri care m-au facut sa cumpar cateva produse (incaltaminte sport, tricouri si pantalon sport) de foarte buna calitate.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am prins si cateva reduceri care m-au facut sa cumpar cateva produse (incaltaminte sport, tricouri si pantalon sport) de foarte buna calitate. </s>",promotions is positive; quality is positive,". am avut si cateva reduceri care m - au facut sa cumpar produse ( pantalsi, tricouri si pantalon sport ) de foarte buna calitate."
"Super fain,odata intrat te face sa vrei sa iesi cu cortul,sa iesi la un picnic sau sa te apuci de sport",436517,misc - neutral,22,manual,"Super fain,odata intrat te face sa vrei sa iesi cu cortul,sa iesi la un picnic sau sa te apuci de sport","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Super fain,odata intrat te face sa vrei sa iesi cu cortul,sa iesi la un picnic sau sa te apuci de sport </s>",misc is neutral,". super tare, odata ce te face sa vrei sa iesi cu el, sa mergi la un film sau sa te apuci de ceva"
"De multe ori cand am fost intr-un magazin si am cerut informatii in ceea ce priveste un produs, vanzatorul a luat acel produs si a inceput sa-mi citeasca caracteristicile scrise pe ambalaj,este o senzatie foarte neplacuta, si eu pot citi, asta da dovada de faptul ca habar nu are despre acel produs.  La Decathlon nu am intalnit aceasta situatie, obtii toate informatiile dorite fara a fi tratat """"de sus"""", profesionalism si in plus este o atmosfera prieteneasca, deci, FELICITARI ECHIPEI DECATHLON!",436518,"{'choices': ['environment - positive', 'staff competency - positive']}",22,manual,"De multe ori cand am fost intr-un magazin si am cerut informatii in ceea ce priveste un produs, vanzatorul a luat acel produs si a inceput sa-mi citeasca caracteristicile scrise pe ambalaj,este o senzatie foarte neplacuta, si eu pot citi, asta da dovada de faptul ca habar nu are despre acel produs. La Decathlon nu am intalnit aceasta situatie, obtii toate informatiile dorite fara a fi tratat """"de sus"""", profesionalism si in plus este o atmosfera prieteneasca, deci, FELICITARI ECHIPEI DECATHLON!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: De multe ori cand am fost intr-un magazin si am cerut informatii in ceea ce priveste un produs, vanzatorul a luat acel produs si a inceput sa-mi citeasca caracteristicile scrise pe ambalaj,este o senzatie foarte neplacuta, si eu pot citi, asta da dovada de faptul ca habar nu are despre acel produs. La Decathlon nu am intalnit aceasta situatie, obtii toate informatiile dorite fara a fi tratat """"de sus"""", profesionalism si in plus este o atmosfera prieteneasca, deci, FELICITARI ECHIPEI DECATHLON! </s>",environment is positive; staff competency is positive,". de multe ori cand am fost intr - un loc si am intreb ceva in ceea ce face un client, cineva a vazut acel site si a uitat sa - mi citeasca comentariile pe site, este o treaba foarte neplacuta, si eu pot citi, asta da dovada de faptul ca habar nu are despre acel produs. la decathlon nu am vazut aceasta parere, cu toate acestea fara a fi vazut "" "" de sus "" "",, si in plus este o atmosfera prieteera ul, deci, felicitari echipe. decathlon!"
Este locul de unde cumpar tot ce tine de sport.,436519,misc - neutral,22,manual,Este locul de unde cumpar tot ce tine de sport.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este locul de unde cumpar tot ce tine de sport. </s>,misc is neutral,. este locul de unde cumpar tot ce tine de mine.
"Nu cred ca sunt in masura sa fac recomandari speciale,ceea ce ma intereseaza pe mine e ok,cumpar cu placere si imi place atmosfera din magazin,produsele sunt de calitate,deci tineti-o tot asa !",436520,"{'choices': ['environment - positive', 'quality - positive']}",22,manual,"Nu cred ca sunt in masura sa fac recomandari speciale,ceea ce ma intereseaza pe mine e ok,cumpar cu placere si imi place atmosfera din magazin,produsele sunt de calitate,deci tineti-o tot asa !","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu cred ca sunt in masura sa fac recomandari speciale,ceea ce ma intereseaza pe mine e ok,cumpar cu placere si imi place atmosfera din magazin,produsele sunt de calitate,deci tineti-o tot asa ! </s>",environment is positive; quality is positive,". nu cred ca sunt in stare sa fac compara, ceea ce ma atrage pe mine e pretul, cumpar cu drag si imi place, din prima, restul sunt de acord, deci tineti - o tot asa!"
"Un magazin excelent, calitate maxima, preturi minime, existenta  unei garanții  este ceva nemaipomenit de bine. Angajatii foarte amabili. Ma bucur ca sunt tineri, ca le oferiti locuri de munca.",436521,"{'choices': ['price - positive', 'quality - positive', 'return warranty - positive', 'staff competency - positive']}",22,manual,"Un magazin excelent, calitate maxima, preturi minime, existenta unei garanții este ceva nemaipomenit de bine. Angajatii foarte amabili. Ma bucur ca sunt tineri, ca le oferiti locuri de munca.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un magazin excelent, calitate maxima, preturi minime, existenta unei garanții este ceva nemaipomenit de bine. Angajatii foarte amabili. Ma bucur ca sunt tineri, ca le oferiti locuri de munca. </s>",price is positive; quality is positive; return warranty is positive; staff competency is positive,". un servic bun, seriozitate, preture, pretul unei masini este ceva nemaiprdinar de bine. angajatii foarte amabili. ma bucur ca sunt aici, ca le oferii locuri de munca."
"E aproape de mine, are preturi ok, calitate. Online nu am putut cumpara. Mi s-a comunicat ca din cauza timpului de afara....",436522,"{'choices': ['price - positive', 'quality - positive', 'tech support - negative']}",22,manual,"E aproape de mine, are preturi ok, calitate. Online nu am putut cumpara. Mi s-a comunicat ca din cauza timpului de afara....","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: E aproape de mine, are preturi ok, calitate. Online nu am putut cumpara. Mi s-a comunicat ca din cauza timpului de afara.... </s>",price is positive; quality is positive; tech support is negative,". e aproape de mine, are magazie, etc. online nu am putut intra. mi s - a parut ca din magaziile de afara...."
Puteti introduce o intrebare privind accesibilitatea locului de amplasare a magazinului,436523,misc - neutral,22,manual,Puteti introduce o intrebare privind accesibilitatea locului de amplasare a magazinului,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Puteti introduce o intrebare privind accesibilitatea locului de amplasare a magazinului </s>,misc is neutral,? puteti introduce o intrebare privind accesibilitata locului de munca a?
Comanda a venit foarte repede  ...sunt foarte multumita de produse si este o alternativa foarte buna dat fiind faptul ca nu am un decathlon in orasul meu si practic multe sporturi!,436524,"{'choices': ['delivery - positive', 'product - positive', 'tech support - positive']}",22,manual,Comanda a venit foarte repede ...sunt foarte multumita de produse si este o alternativa foarte buna dat fiind faptul ca nu am un decathlon in orasul meu si practic multe sporturi!,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Comanda a venit foarte repede ...sunt foarte multumita de produse si este o alternativa foarte buna dat fiind faptul ca nu am un decathlon in orasul meu si practic multe sporturi! </s>,delivery is positive; product is positive; tech support is positive,. totul a mers foarte repede... sunt foarte curios de produse si este o alternativa foarte buna dat fiind faptul ca nu am un site in orasul meu si practic multe!!
"Varietate mare de produse, preturi atractive. Unele produse de iarna (geci, pantaloni, cizme) lipsa marimi.",436527,"{'choices': ['shop diversity - positive', 'price - positive', 'shop diversity - negative']}",22,manual,"Varietate mare de produse, preturi atractive. Unele produse de iarna (geci, pantaloni, cizme) lipsa marimi.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Varietate mare de produse, preturi atractive. Unele produse de iarna (geci, pantaloni, cizme) lipsa marimi. </s>",shop diversity is positive; price is positive,". varietate mare de modele, preturi atractive. unele produse de iarna ( rochii, pantaloni, cizme ) alte marimi."
"Un magazin pentru fiecare buzunar, produse de calitate la preturi rezonabile, reduceri pe sfarsit de colectie, ultimele articole din stoc, gama de produse proprii la preturi absolut rezonabile in conditii de calitate buna si foarte buna.",436537,"{'choices': ['price - positive', 'promotions - positive', 'quality - positive']}",22,manual,"Un magazin pentru fiecare buzunar, produse de calitate la preturi rezonabile, reduceri pe sfarsit de colectie, ultimele articole din stoc, gama de produse proprii la preturi absolut rezonabile in conditii de calitate buna si foarte buna.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un magazin pentru fiecare buzunar, produse de calitate la preturi rezonabile, reduceri pe sfarsit de colectie, ultimele articole din stoc, gama de produse proprii la preturi absolut rezonabile in conditii de calitate buna si foarte buna. </s>",price is positive; promotions is positive; quality is positive,". un magazin pentru fiecare client, produse de top la preturi rezonabile, reduceri pe sfarsite de colectie, ultimele modele din stoc, piese de calitate la pret absolut, in haine de calitate buna si foarte buna."
Produse calitative. Putin personal in zilele de week-end.,436539,"{'choices': ['quality - positive', 'staff availability - negative']}",22,manual,Produse calitative. Putin personal in zilele de week-end.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produse calitative. Putin personal in zilele de week-end. </s>,quality is positive; staff availability is negative,. produse vs. putin personal in zilele de week - end.
"Am greșit eu mărimea, sunt sigură că voi fi ajutată să schimb cu mărimea potrivită. Vă mulțumesc!",436540,misc - neutral,22,manual,"Am greșit eu mărimea, sunt sigură că voi fi ajutată să schimb cu mărimea potrivită. Vă mulțumesc!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am greșit eu mărimea, sunt sigură că voi fi ajutată să schimb cu mărimea potrivită. Vă mulțumesc! </s>",misc is neutral,"! am greșit eu adresa, sunt sigură că voi fi atentă să schimb cu mărimea potrivită. vă mulțumesc!"
Cel mai ok magazin cu articole sportive si de agrement.,436541,misc - neutral,22,manual,Cel mai ok magazin cu articole sportive si de agrement.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cel mai ok magazin cu articole sportive si de agrement. </s>,misc is neutral,. cel mai ok site cu articole sport si de agrement.
"Sunt adepta cumpărăturilor  online,  este in sprijinul  clienților.... timp  castigat,  satisfactie absolută  dacă primești produsul  dorit si este conform așteptărilor....",436548,tech support - positive,22,manual,"Sunt adepta cumpărăturilor online, este in sprijinul clienților.... timp castigat, satisfactie absolută dacă primești produsul dorit si este conform așteptărilor....","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sunt adepta cumpărăturilor online, este in sprijinul clienților.... timp castigat, satisfactie absolută dacă primești produsul dorit si este conform așteptărilor.... </s>",tech support is positive,". sunt adepta plății online, este in avantaa.... timp castigat, mai ales dacă primești produsul dorit si este conform....."
I have used these shoes for several weeks and they are very comfortable during the run. I am pleased with this buy.,436549,misc - neutral,22,manual,I have used these shoes for several weeks and they are very comfortable during the run. I am pleased with this buy.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: I have used these shoes for several weeks and they are very comfortable during the run. I am pleased with this buy. </s>,misc is neutral,. i haved thise shoes for stags weeks and they are nots comfortabiley during the work. i am happy with to buy.
Este un magazin cu foarte multe articole pentru toate varstele. Calitatea produselor este foarte buna.,436550,"{'choices': ['shop diversity - positive', 'quality - positive']}",22,manual,Este un magazin cu foarte multe articole pentru toate varstele. Calitatea produselor este foarte buna.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este un magazin cu foarte multe articole pentru toate varstele. Calitatea produselor este foarte buna. </s>,shop diversity is positive; quality is positive,. este un site cu foarte multe articole pentru toate varstele. calitatea lor este foarte buna.
Si eu si fiica mea suntem foarte multumite de acest magazin!,436551,misc - neutral,22,manual,Si eu si fiica mea suntem foarte multumite de acest magazin!,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Si eu si fiica mea suntem foarte multumite de acest magazin! </s>,misc is neutral,! si eu si fiica mea suntem foarte mandri de acest produs!
"La Decathlon e o atmosfera super, iti place sa faci cumparaturi, chiar daca vii de la Arad. Personalul iți oferă informațiile necesare, unele chiar de specialitate, deosebit de utile pentru achiziționarea unui produs. Copilul e încântat de tricicleta de testare,  cu care se poate plimba in magazin. Felicitări.  Sunteți cei mai buni.",436555,"{'choices': ['environment - positive', 'staff competency - positive']}",22,manual,"La Decathlon e o atmosfera super, iti place sa faci cumparaturi, chiar daca vii de la Arad. Personalul iți oferă informațiile necesare, unele chiar de specialitate, deosebit de utile pentru achiziționarea unui produs. Copilul e încântat de tricicleta de testare, cu care se poate plimba in magazin. Felicitări. Sunteți cei mai buni.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: La Decathlon e o atmosfera super, iti place sa faci cumparaturi, chiar daca vii de la Arad. Personalul iți oferă informațiile necesare, unele chiar de specialitate, deosebit de utile pentru achiziționarea unui produs. Copilul e încântat de tricicleta de testare, cu care se poate plimba in magazin. Felicitări. Sunteți cei mai buni. </s>",environment is positive; staff competency is positive,". la decathler e o atmosfera super, iti place sa faci cumparaturi, chiar daca vii de la arad.. iți plac produsele, unele chiar de sezon, deosebit de bune pentru pretul unui copil. nu e plin de haine de schimb, cu care se poate intra in magazin... sunteți cei mai tari."
"Pro: produse la preturi accesibile(raport pret-calitate bun)Contra: putin personal disponibil - joi ora 20:00, marimi lipsa la produse cheie(eg. doar 3 variante la pantaloni ciclism din care 2 nu aveau marimea L)",436568,"{'choices': ['price - positive', 'staff availability - negative', 'quality - positive', 'shop diversity - negative']}",22,manual,"Pro: produse la preturi accesibile(raport pret-calitate bun)Contra: putin personal disponibil - joi ora 20:00, marimi lipsa la produse cheie(eg. doar 3 variante la pantaloni ciclism din care 2 nu aveau marimea L)","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Pro: produse la preturi accesibile(raport pret-calitate bun)Contra: putin personal disponibil - joi ora 20:00, marimi lipsa la produse cheie(eg. doar 3 variante la pantaloni ciclism din care 2 nu aveau marimea L) </s>",price is positive; staff availability is negative; quality is positive; shop diversity is negative,". pro : haine la tarife accesibile ( raport pret - calitate bun ) contra : putin personal disponibil - joi ora 20 : 00, livrari la primaa ( ex. doar 3 bucati la pantaloni, din care 2 nu aveau marimea l )"
"cum sa ma simt ? m-am simtit intens, mai ales ca am avut onoarea sa fotografiez deschiderea evenimentului. aveti o echipa f misto, tanara si entuziasta, plina de energie.bafta si inspiratie !",436572,"{'choices': ['environment - positive', 'staff competency - positive']}",22,manual,"cum sa ma simt ? m-am simtit intens, mai ales ca am avut onoarea sa fotografiez deschiderea evenimentului. aveti o echipa f misto, tanara si entuziasta, plina de energie.bafta si inspiratie !","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: cum sa ma simt ? m-am simtit intens, mai ales ca am avut onoarea sa fotografiez deschiderea evenimentului. aveti o echipa f misto, tanara si entuziasta, plina de energie.bafta si inspiratie ! </s>",environment is positive; staff competency is positive,". cum sa ma simt? m - am simtit intens, mai ales ca am avut ocazia sa o cunoscesc. aveti o echipa f buna, tanara si entuziasta, plina de energie. bafta si succes!"
"produsele cunoscute, livrarea conform specificațiilor. Singura nemultumire este costul ridicat al curierului. In timp de alte magazine online livrează cu un cost de 4,5 lei, costul de aproape 20 lei este cam ridicat.",436573,"{'choices': ['delivery - positive', 'delivery - negative']}",22,manual,"produsele cunoscute, livrarea conform specificațiilor. Singura nemultumire este costul ridicat al curierului. In timp de alte magazine online livrează cu un cost de 4,5 lei, costul de aproape 20 lei este cam ridicat.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: produsele cunoscute, livrarea conform specificațiilor. Singura nemultumire este costul ridicat al curierului. In timp de alte magazine online livrează cu un cost de 4,5 lei, costul de aproape 20 lei este cam ridicat. </s>",delivery is positive,". sunt cunoscute, sunt conform legii. singura nemu nemuma este pretul mic al curierului. in timp de alte magazine online vin cu un pret de 4, 5 lei, pretul de aproapu 20 lei este cam ridicat."
