absa_input,absa_target,data_origin
Omagiul meu pentru magazinul din Sibiu nu mi-a fost respectat dupa ce am chemat de doua ori pe telefon si la receptie i-am aratat mesajele care m-au descurajat sa vizitez din nou magazinul.Sper ca in viitor vor fi rezolvate aceste probleme cu promptitudine si profesionalism.Calatoriti bune!,delivery is negative; service is negative; staff competency is negative,quad2text_trained
Oarecum degradat din punctul meu de vedere in ceea ce priveste iluminarea si curatenia pe perioada in care am fost cu un grup de copii pentru activitati sportive (jocuri),environment is negative,quad2text_trained
"O recomandare ca personalul de la casa sa fie disponibil pe tot parcursul zilei pentru a ajuta clientii in găsirea produselor dorite. Sunt foarte putine persoane care stau cu ocazia și nu sunt intotdeauna dispuse să ne ajute în căutarea unor articole. Am trecut prin toată sala până am găsit un angajat care mi-a aratat unde era raftul. În rest îmi place magazinul dvs, calitate bună...",staff availability is negative,quad2text_trained
Am achizitionat aceasta rochie pentru copilul meu si este foarte bine făcută! Mărimea se potrivește perfect cu talia de 80 cm și e destul de larg la spate (foarte important). Sper sa nu fie niciuna gaura dupa câțiva purtati!! Nu mai cumpar nimic pe stradă dacă am nevoie de ceva... mă duc în magazin Decathlon sau Orto :) Mulțumesc că mi-ai dat posibilitatea să vă scriu o recenzie!,misc is neutral,quad2text_trained
"Foarte multe produse de pe site nu sunt disponibile in magazinul Decathlon Bucuresti si la preturi foarte mari. Nu am gasit nici un singur bicicleti de specialitate (munte) care sa merite achizitionat pentru ca erau prea scumpe sau dintr-o calitate inferioara (bancada). De exemplu o bicicleta de montana cu ghidon spate reglabil costea aproape 8000 lei cand aceasta exista cu 600-700 lei mai ieftina dar fara ghidon. O altă problemă e că este nevoie să ai rucsac pentru ca stocurile au fost epuizate iar cele reordonate se incadreaza intre timp între ele decât ce le-am putea lua acasa. Pachetele măturatoare...nu numai ca s-au terminat, dar și ultima ordine primitoarea nu corespunde specificatiilor pachetelor cumparate anterior. Exemplu: pachetele anterioare conțineau vreo trei role si una dintre ele f",shop diversity is negative; price is negative; shop organization is negative,quad2text_trained
"Dupa cumpararea unei biciclete de montana am observat ca unul dintre stiri se strica foarte repede iar schimbarea acestuia nu este o problema ușoara (nu exista niciun suport pentru fixare), după care trebuie sa fie înlocuit cu alt model mai scumpe din magazinul dumneavoastra.Dacă ar fi fost inclus și firul in prețul inițial l-aș recomanda. Dar până acum m-am descurcat cumva, tot prin urmarele căldurii pe care a trebuit să facem drum spre locurile unde ne place să mergem cu ea.Nimic de la produs, nimic de la sprijinul clientilor dvs., doar calitate si preturi slabe.Sper sa ajungeti la concluzie cat timp puteti sa vindeti astfel de articole si ce impact va avea asupra imaginii companiei dumneavoastră.",price is positive; quality is negative; tech support is negative,quad2text_trained
In general sunt multumita de produsele cumparate dar am avut o situatie nefasta la casa cu un angajat care nu era atent sa faca comanda in loc sa foloseasca sistemul electronic din magazin. In acest sens ar fi util ca si personalul clientilor sa se ocupe de comenzile electronice sa evite eventuale neintelegeri. De asemenea pe baza experientei mele de acum ceva timp cand mi s-a furat bicicleta din spatiul exclusiv desemnat (unde puteai parca doua biciclete) ma intreb daca este necesara supravegherea de catre personal sau dacă trebuie purtata una proprie insotitie. Ca ultima sugestie privind siguranta ar fi foarte placuta posibilitatea de a utiliza serviciu gratuit de stocare pentru pachetele mici de marimea celor pe care le ai aducand-le pe bancomat - chiar mai putine incaltaminte etc.),security is negative; staff competency is negative,quad2text_trained
Am fost la rafturi de mai multe ori sa caut produsele pe care vroiam s-o cumpar si nici nu am gasit unde sunt expuse marfa sau ca era totul in magazin. De ce au nevoie doamnei de o casa cu bai? Am trecut prin toate etajele pentru a gasi macar un angajat al magazinului dar nu s-a intampinat nimeni! Cred ca daca se deschide acea casa vor fi completeti lipsa angajatiilor. Nu pot pretinde sa stiu cum este situata intr-un alt oras decat Sibiu. Cu siguranta as schimba parerea cand voi vedea lucrurile astfel. Mai jos urmeaza raportarea despre calitatea serviciilor din magazin (exclusiv achizitia). Produsul comandat - pantofi cu geacuta termica- mi-am luat prima pereche dar dupa doua zile nu le puteam purta pentru că aveam vezicita picior. Erau foarte usor rupti si i-am dus la muncitorii,shop organization is negative; staff availability is negative; staff competency is negative,quad2text_trained
"Calitatea produselor este in regula cu preturile, personalul nu stie ce se vinde pe magazin sau unde sunt situat aceste produse. Tehnica de service e slaba, sa fie un tehnician la rafturi pentru asistenta clientilor... ar fi perfect!",quality is positive; price is positive; staff availability is negative; shop organization is negative; tech support is negative,quad2text_trained
Cred ca livrarea nu e la nivelul tău... am comandat marțea si până mâine după-amiază nici o urmă de produsele comandate....,delivery is negative,quad2text_trained
"Am comandat marimea XL si mi-a venit XS, am scris un email de anulare a comenzii dar nu s-au mai putut face retururi cu livrarea fiind deja făcută, deci m-am simțit frustrată din cauza acestui lucru și a timpului pierdut în drum spre magazin doar pentru a se întoarce acasă cu produs greșit. Sper să rezolve problema până la sfârșitul lunii, iar pe pagina produsului să scrie clar că este nevoie de o confirmare privirea la dimensiune (de exemplu printr-un link). Mereu sunt curioasa in legatura cu marimile de pe site-ul dvs. vs realitatea practica. De data aceasta era destul de mare diferența!",delivery is negative,quad2text_trained
"Nu mi-a placut deloc ca nu am avut posibilitatea sa incerc produsele inainte de cumparare si nici dupa cumparare pentru cei pe care ii-am achizitionat, deoarece erau deja deschise ambalajele (nu eram interesata de schimbari). In rest totul ok. Voi reveni cu siguranta la magazinul dumneavoastra.",security is negative,quad2text_trained
"Am achizitionat un produs care era mai scump decât îmi permitea bugetul meu de cumpărături și în moment ce am fost la casa de marcat mi s-a spus că nu e disponibil din cauza lipsei lui la depozit. În acest sens m-am întors cu mașina la magazin, iar când am ajuns acolo a trebuit să-mi iau o altă zi liberă pentru a reveni cu bani in schimb și apoi să vin după el (spre exemplificare am avut nevoie să-i stiu data exactă de returnare). Mi-ai fi placut sa ai posibilitatea să-l aduci direct de la magazinul unde se afla...dar asta vreau sa spun doar eu! Cu toții suntem fericiti atunci cand primim ce dorim...deci poate ar putea fi implementata si aceasta soluție!P.S Am folosit acest produs aproximativ patru luni deja și până acum sunt foarte mulțumit de performanțele sale!Cu privire la preț",product is negative; staff competency is positive; price is negative,quad2text_trained
Din pacate nu am gasit produsul cautat si din acest motiv am plecat fără sa fac o achizitie. Nu erau personal pe la raioanele magazinelor si de multe ori ne-am pierdut in cadrul magazinului ca nimeni să nu fie prin preajma pentru a te ghida sau indruma spre raionurile dorite...per total experienta insatisfacatoare,service is negative; shop organization is negative; staff availability is negative,quad2text_trained
nu am primit comanda de marfa in termenul stabilit la data livrarii si au existat probleme cu personalul din magazin unde se adreseaza produsele,delivery is negative; service is negative; staff competency is negative,quad2text_trained
"Sunt o pereche de pantaloni pe care le-am folosit pentru munte si in oras, sunt bine potriviti atat din punctul de vedere al materialului cat si al modelarii. Sunt destul de respirabili datorita galezelor cu fante dar nu e nevoie sa ai cizme calde in niciun caz. Pot fi foarte usori sau mai multe stratificati (cu un strat impermeabil). Pentru iarna am purtat eu un singur par de lenjerie sportivica si mi s-au comportat excelent la temperaturile scase (-10 grade Celsius) fara ca acestea sa fie insotite de altceva. Nu au prezentat fisuri intre cusatura dupa ce au fost spalat in mașina. Ar putea fi îmbunătățit totuși prin adaugarea unei buzunare laterale unde poți depozita cheia ta sau telefonul, cel puțin una dintre cele două bucăți ar trebui să se întoarcă spre exterior și să conțină o mică buzunară care",misc is neutral,quad2text_trained
"Am vrut sa achizitionez un produs de la magazinul din Bucuresti si am avut probleme cu angajatii care nu stiau ce cauta clientii in magazinele lor. Mai mult decât atât, era o ambianta foarte dezagreabila în zona unde se aflau rafturile - mizerie și resturi pe pământ etc. Așadar, e greu să fii motivat sau entuziasmat când intri într-un astfel de mediu.",staff availability is negative; environment is negative,quad2text_trained
Multumesc pentru mersul la schi in acest an cu baiatii mei! Am avut o zi frumoasa si am ajuns sa ne distram de minune. Cu siguranta va recomand Decathlon-ul din Timisoara oricui vrea sa iasă pe pante!,environment is negative,quad2text_trained
"Dupa ce am făcut o achiziție de bicicletă la magazinul din București (ploiesti), am contactat echipa tehnică pentru schimbarea ghidonului pe care nu mi-a plăcut să-l văd și mi-au răspuns ca îl pot trimite peste tot în lume dar m-ar costa aproximativ 30 de lei pentru transport! Am fost mult umilit si foarte surprins de astfel de atitudine față de client...de unde vine această atitudine? Mai trebuie sa fim supratactati in privinta prețurilor produselor?! Nu există nicio reglementare sau standard cu privire la modul în care se procedează în cazuri precum acesta!? Vreau doar ca respectate standardele minime ale serviciului pentru clienți...",tech support is neutral,quad2text_trained
"E o problema foarte mare acolo de la magazinul din Ploiesti, nu exista locuri unde sa parchezi mașina și ca rezultat e aglomerare. Si asigurati-va că este o mizerie absolută pe strada respectivă. Mersi totuși pentru produsele destinate copilului meu. Voi reveni cu siguranță în curând...!",environment is negative,quad2text_trained
"Am ajuns in magazin pe la ora 10 si nu am gasit nimeni de care sa pun o intrebare despre un produs (scaun). La casa erau 2 angajati - se pare ca au lucrat intr-un fel cu clienții. In rest e totul ok! Voi reveni pentru a vedea cum este organizat acesta domeniul, desi mi-am făcut deja o idee buna din prima vizita. Sper că sunt bine pregătiți, insa par mai mult ingineri decât personal vânzător...",staff competency is negative; shop organization is negative; staff availability is negative,quad2text_trained
"Am intrat in magazinul de pe strada Vulturilor si am intalnit un mediu curatat dar slab iluminat (era noaptea). Din pacate nu s-au gasit produsele dorite in stoc iar atunci cand m-am adresat personalului cu privire la posibilitata achizitionarii acestora din alt depozit, rasa mi-a fost spusa ca sunt lipsa resurselor necesare pentru aceasta activitate.Am părăsit magazinul dezamăgit dar destul de mulțumit de faptul că totuși era o atmosfera relaxată și prietenoasă care domina mediul din interior.",environment is negative; tech support is positive; shop organization is negative,quad2text_trained
"Unii angajati au un comportament neplacut si nu sunt atat de politicosi cu clientii cat ar trebui sa fie pe o piață ca Decathlon. De exemplu, în magazinul din București am întâlnit personal care era foarte suparat și m-a tratat prost chiar dacă încercam să cumpăr produse la rafturi. Mi s-au spus că se lasa ceva deoparte pentru alți clienți. În rest totul e bine. Am avut placerea de a vizita mai multe magazine decât de data asta. Mult noroc și succes companiei!",environment is negative,quad2text_trained
In total o experienta buna si pentru ca am gasit produsele pe care le cautam si m-am putut bucura de un gust bun la cafeaua proaspata preparata de magazinul Decathlon din Brasov. Multumesc tuturor!,shop diversity is positive,quad2text_trained
"Un magazin situat in orasul Ploiesti nu ar trebui sa fie lipsit de personal. Sunt foarte deschise la clientii care vin si cautand produsele pe site-ul dumneavoastra (eu sunt un astfel de client) dar se pare ca totii au probleme cu gasirea celor ce le doresc. De exemplu am dorit o pereche din pantofii """"Adidas Superstar"""" de culoare albastru-verde. La intrarea mea s-a intamplat urmatoarea scena :Intra in magazin si merg imediat spre casa unde stau pantofi,caut in rafturile respective iar apoi ajung la fata mea care ma duce sa vad cele disponibile.Primind raspunsuri precum,,Nu avem nici una!"""" sau,,Aveti numai negri,albi si rosi.""""Se pare ca echipa voastra iti poate spune daca este disponibil un anumit model/culoare...De ex.,nu trebuie sa treci prin toate etapele pentru a verifica dac te pot ajuta..",environment is negative; staff availability is negative,quad2text_trained
Preturile sunt mari dar siguranta nu este garantata in cazul unei intampinari pe drum,security is negative,quad2text_trained
Personalul nu era foarte disponibil pe casele de marcat sau personal amabil si atent la clienti,staff availability is negative,quad2text_trained
Am venit sa cumpar un drumetie de iarna si am constatat ca magazinul era practic gol! Preturile la toate produsele sunt mari!! Si in partea sportivilor nu aveam marfa deloc!!! Am plecat cu mâna goala....,price is negative; shop organization is negative; shop diversity is negative,quad2text_trained
"Sunt multumita de produsul achizitionat. Inca nu l-am folosit pe munte dar sunt sigura ca va rezista foarte bine datorită calitatii materialelor utilizate in realizarea acestuia. Singur dezavantaj este lipsa unei porti pentru cablu sau telefon si faptul ca e prea mic (eu am comandat XL). Nu pot sa pun un telefon mai mare decât un iPhone in buzunarul din spatele ghetalei. O recomand cu incredere tuturor celor care au nevoie de o pereche bunica de ghete impermeabile si izolante!Cu toate acestea lipsește și accesoriile necesare de exemplu curela, suportul telecomanda etc. Este greu să înțelegem ce îl face la preturi atât de mari!",product is positive; environment is negative,quad2text_trained
Sunt multumit de serviciile furnizate in magazinul Decathlon Cluj si sunt un pic nemultumit ca preturile produselor nu sunt foarte accesibile la comparatie cu alte magazine din regiunea mea (Brasov). Dar trebuie sa spun ca personalul este amabil si prompt in rezolvarea solicitatiilor clientului. Recomand acest magazin!,price is negative; service is positive,quad2text_trained
"am cumparat de la dvs o pereche de pantaloni pentru copii. pe baza prezentarii din magazin am crezut ca sunt foarte potrivi - dar dupa ce i-am incercat acasa mi-am dat seama ca nu au fost deloc pt. marimilele indicate si arata foarte ciudat (de ex. blugierele mele erau foarte slabe in zona inghitei). mai mult, calitatea materialului este superba...dar nici ea sa nu merita pretul pus...ar fi trebuit intrebate produsul cu un exemplu real..mai ai putine oaspete in magazin....speram ca viitoarele vizitari vor avea o experienta pozitiva!",environment is negative; product is negative; quality is negative; shop diversity is positive; shop organization is negative; staff competency is negative,quad2text_trained
"Am achizitionat o bicicleta cu doua luni in urma si de atunci nu am reusit sa obtin din partea dumneavoastra un răspuns la e-mailuri adresate echipei tehnice privind problemele care au apărut (de exemplu, se derulează singură pedaliera) și nici prin telefon nu m-am putut conecta într-un moment dat când mi-a fost trimis un telefon. Am mai încercat să returnez produsul pe baza garanției dar tot nu am avut succes pentru că persoana din magazin mi-a spus ca trebuie sa fie prezent cel ce a cumparat iar eu aveam doar chitanță originală și cardul de fidelitate al prietenului meu. Este foarte dezamagitor ca compania Dumneavoastră se descurca atât de prost după vânzare.",tech support is negative; delivery is negative; return warranty is negative,quad2text_trained
"Bunul meu prieten mi-a recomandat aceasta incaltaminte si am constatat ca este buna dar cu prea multe rezervari de material in zona taliei..si nu e o calitate bunica...ar fi trebuit sa-i dau un rating mai mare daca ar fi fost bine proiectata si realizata din materiale de cea mai buna calitate.Am folosit-o doar pentru drumetii scurte pe teren accidentat si neaderent si chiar si atunci se simt lipsite de soliditat la picior.Cumva ma voi gandi dacă le cumpăr sau nu eu singur dupa experienta lui..este posibil ca acest brand sa merita respectul nostru. Am zis asa pana cand m-am indrumat spre magazinele Decathlon unde am vist aceste pantofi la preturi reduse, astfel insa ca s-au umflat si pe mine!",price is negative; product is positive; quality is negative,quad2text_trained
Nu sunt multe produse de iarna pentru copii in acest magazin si nici nu exista o zona speciala unde sa incercati cizmele sau rucsacurile. Singura posibilitate este ca un angajat să vi le aduca la casa din spate și încă se întrebăm dacă ar fi fost mai bine ca am cumparat pe internet...sau mai bine zis...nu l-am vizitat deloc.,environment is negative,quad2text_trained
"Prețurile sunt foarte bune dar trebuie să fie si transportul gratis sau cel putin la un preț redus. Calitatea este buna dar nu pe plan local ar trebui sa se vadă ce e bun și ce e rău! Servicii prost din punct de vedere al logisticii în ceea ce privește livrarea produsele comandate.. Deși timpul petrecut până când am primit comenzile era destul de mare (mai multe zile decât s-a anunțat), tot acest lucru depinde doar de modul în care acestea au fost ambalate...",delivery is negative; price is positive; quality is positive; service is negative,quad2text_trained
"Cred ca daca ar fi mai mult personal in magazin-ar merge lucrurile mai repede si mai eficient. Am fost prima care s-a dus la raionul unde se afla produsul pe care il cautam dar nimeni nu era acolo (nici un angajat). De asemenea, am intrebat-o de ceva vreme cum sa folosesc o bicicleta nou cumparata si mi-au dat un telefon cu cineva din alt oras! Ce vrei??",staff availability is negative; staff competency is negative,quad2text_trained
"Produsele nu au fost livrate la timpul stabilit in site, anunțat de magazin si produselor și mai rău erau înghețate pe masura ce i-am luat dupa aproape o săptămână! Nu prea recomand acest lucru pentru nici un produs de sezon care se schimbă foarte repede în decembrie...în rest totul ok :)",delivery is negative,quad2text_trained
am comandat un produs pe care l-am platit in totalitate si am primit doar jumatate din el...o bataie de cap...nu stiu ce s-a intamplat dar nu mi se pare corecta sa mai plateasca eu restul ca nici eu nu sunt vinovat de problema...,service is negative; delivery is negative,quad2text_trained
"am intarziat cu aproximativ o ora la magazinul din Gara de Nord pentru ca m-am indrumat spre sediul decathlonului in timp ce erau deschise doar ramurile situata pe strada Mihai Bravu si am luat-o razna. Am avut un mic regres - cand am ajuns sa platesc produsele cumparate, am observat ca cardul meu nu mai funcționa...era blocat și mi s-a spus că va trebui să revin a doua zi când e deschis biroul bancar (din moment ce se pare ca astfel ar putea fi rezolvată problema). Acest lucru ma face să cred ca poate trebuie îmbunătătit procesul de plata prin care trecem atunci cand folosim bonuri electronice. Personalul încastrandu-se într-un mediu aglomerat fără personal suplimentar pentru a aborda aceste probleme, pana cand i-ati aducerea ultima solutie de schimbare a sistemelor de plată este posibil ca acest tip de incidente să continue",service is negative; environment is negative; staff competency is negative,quad2text_trained
"Am primit un produs rupt la o piesa foarte importanta (o parte din sistemul de blocare) - nu am putut sa-l folosesc deloc! Am fost obligat sa returnez produsul si sa mai achizitionez altul in magazin, cu tot transportul catre casa etc.. Este dezamagitor ca acest lucru s-a intamplat dupa ce m-am plimbat pe site-ul dumneavoastra aproximativ 2 ore pentru a gasi exact ceea ce aveam nevoie!",delivery is negative,quad2text_trained
"Mai multe produse de sport și fitness. Mai buna organizare in magazin (goluri cu rafturile goale), mai bine prețul pentru echipamentul din sala de gimnastica. Personal foarte amabil. Mă bucur că există magazine Decathlon în România. Prețurile sunt mici comparativ cu alte magazine. De exemplu pantalonii de antrenor pe care i-am luat acum câteva zile costau 35 lei, la o altă marcă aproape triplează. Voi revizita decathlonul oricând îmi vor fi nevoie de ceva. Cred ca voi cumpara si eu bicicleta acasă, dar nu stiu cum va arata dupa un an sau doi de utilizare.",price is positive; product is positive; service is positive; shop diversity is negative; shop organization is negative,quad2text_trained
"M-am dus in Decathlon Cluj cu o intenție de cumparare și am întâlnit un personal complet neocupat la raioanele respective! Erau doar doi angajați pe casă!! A fost foarte greșit! Ar fi trebuit să existe cel putin doua persoane per raion si una pe casă!!! Nu pot spune ce e mai rău, că m-a deranjat sa stau ore în rând pentru ca nu era nimeni acolo sau faptul că eu a trebuit sa caut produsele pe care le vroiam singur!!!! Sper ca în viitor va exista un personal suficient la fiecare magazin!!!",staff availability is negative,quad2text_trained
Ar trebui sa aveti o logistica mai buna si angajati la casa care sa te ajute in cazul incercarii unor produse sau marfuri pe masura ce le cumperi.,shop organization is negative; staff availability is negative,quad2text_trained
"Personalul de la rafturi nu era disponibil sa ne ajute in găsirea produselor pe care le căutam si din acest motiv am pierdut ceva timp. A fost un magazin aglomerat, dar bine organizat și curatat. Am primit o pungă foarte utilă pentru bicicletele noastre, multumim!",staff competency is positive; staff availability is negative; environment is negative,quad2text_trained
Lipsa rafturilor cu produse pe care le cautam si ca nu se gasesc unde sa le vad e neplacut. La fel e si in ceea ce priveste preturile de la casele de marcat - multe dintre ele au fost mai mari decat cele afisate lângă fiecare produs. Si cand mi s-a dat un bilet din partea unei colegii (pentru ca am vrut să-l returnez) pentru ca erau pachetul desi eu am platit separat....,shop organization is negative; environment is negative,quad2text_trained
"O experienta buna si utila la schimbarea unei perechi de role din cauza defectului produsului (una dintre roli s-a spart). Personalul amabil i-a făcut o multime in loc sa ma pun pe telefon cu tehnica și m-au ajutat imediat să rezolv problema. Deși nu aveam banii pentru acest serviciu, mi-i datorez respect. Recomand magazinul Decathlon București pentru orice nevoie legată de biciclete.",service is positive; tech support is negative,quad2text_trained
"Pachetul livrat cu multa tinta si un pic deteriorat in zona cusatura...pantalonii erau la pret bun, foarte bine facuti, dar deoarece sunt destinati sportului iarna trebuie sa fie mai calduroase ca acum cand mergi afară se simt reci..in plus cei care am primit o pereche din acest model au mentionat ca nu pot fi montati pe schiete deoarece suporturile pentru cabluri lipseau (ne-am adresat inca). Serviciile neobișnuit de lente ale personalului echipelor de expediere....mai multe produse cumparate au fost livrate dupa doua saptamani și doar atunci mi-a apărut factura. Am incercat să-mi contactez managerul de cont care m-a anuntat că va trebui sa mă interesez prin telefon...și asteptăm să vadem daca se poate face sau nu reparația. O zi frumoasa!",delivery is negative; price is positive; quality is positive; service is negative; staff competency is negative,quad2text_trained
"O gama larga de produse la preturi mai mici ar fi ok, daca in plus am putea avea promotii pentru ei. Am descoperit pe site-ul dumneavoastra ca nu aveti o locatie fizica si este foarte incomod sa faci comanda fara sa mergi personal in magazin sau sa apari dupa un e-mail din partea firmei cu privire la confirmarea comenzii (comandat marți și răspunsul prin e-mail de azi vineri). Nu va recomandam astfel altor persoane care sunt atentati la aceste probleme.",promotions is negative; shop diversity is negative,quad2text_trained
Pretul de la raft nu este același cu cel din casa (2-5 lei),staff availability is negative,quad2text_trained
Nu am putut face o achizitie pentru ca nu mi s-a actualizat cardul de client si pe site se parea ca este un cont nou in loc sa imi arate cele 0 puncte pe care le-am acumulat mai devreme prin intermediul programului sportiv al studentilor cu sediul la Timisoara (peste o luna). Am fost foarte dezamagit si atunci cand m-am dus personal la magazin am vazut in sfarsit ce greseala au făcut (nu mi-au actualizat info despre cumpăraturile anterioare) dar apoi era prea târziu. O recomandatie buna ar fi sa ma contactati dupa tranzactia e-fectuată și să-mi spuneți înainte dacă totul e bine sau daca exista problema. Mi-ar fi salvat mult timp.,tech support is negative,quad2text_trained
"Am ajuns sa plateasci ca produsul de care eram interesat nu mai este in stoc...si nici la casa magazinului..cautandu-l pe site-ul Decathlon si am gasit-o..ce s-a intamplat?In plus se pare ca toata zona din spatele casei era o groapa cu apa....nu prea buna ideea pentru copii (copiii mei au fost intristati)Speranță să fie îmbunatatite lucrurile în viitor!Deci după ce mi-am aruncat pachetul la casierie și am stat la coada aproximativ 10 minute ca casiera să vină acolo, m-au întrebat dacă vreau plata prin card sau numerar.Cum sunt un om de multe ori prins pe drumuri lungi si plecând repede de faptia mașina doar cu banii aiureli - adica niște monede, bani bancari etc., iată că eu mi-am dat jos pantofii(era rece!)și foarte nervos am luat banii dintre haine, asigurându",environment is negative; service is negative,quad2text_trained
"Nu am găsit marfa la care cautam, iar magazinul era foarte aglomerat de produse expuse greșit sau lipsa produselor cotate in catalog. M-am uitat și în alte magazine si nu mi s-a părut bine ca din toate rafturile lipseau ceva elemente... In plus, e o situație periculoasă pentru copii sa se joace cu scaunele și rolele de bicicleta pe jos, dar cel mai mult mă îngrijorează că sunt scoase mașini mici de ziar (mica scule) si arme mari! Aproape au fost luate unor fete tineri!",shop diversity is negative; security is negative,quad2text_trained
"Am vrut sa cumpar o pereche de pantaloni pentru copil si erau la reducere dar nu aveam niciun bilet cu reducerea. Am cerut unul si m-au trimis pe alt colt al magazinului unde stiau ca nu mai sunt bilete. I-am tot întrebat dacă exista ceva ce ar putea face (e ca o reducere implicita) si au răspuns că e imposibil. Asadar am plecat fara achiziție, chiar daca produsul îl vroiam foarte mult.Mai jos se aflau cutiile cu incaltari sportive și toate trebuiau sortate după culoare. A fost greu să găsești potrivirea corecta. Mai putine probleme in rest.",shop organization is negative; promotions is negative,quad2text_trained
Nu mi-a placut faptul ca la raion au fost marfa cu preturi pe care nu am avut posibilitatea sa le cumpar deoarece erau promovari si in magazin lipsea toata stocurile din magazinele partenere.Nici un singur raft nu avea stoc.,promotions is negative; environment is negative,quad2text_trained
"Am cumparat o bicicleta pe care mi s-a spus ca este reglati la comandare. Am revenit pentru verificarea si am observat ca nu era bine ajustata. Au fost trebuit sa returnez de doua ori maica si farul fiindca au trimis unul defect.Persoana de serviciu avea nevoie de ajutor in relatia cu clientii, chiar daca acest lucru necesita sa fie mai multe persoane la locul de munca.Mai e si problema accesibilitatii magazinului (la intrarea) dar as vrea sa vorbesc despre asta personal, cand va sun eu din nou...",staff availability is negative; service is negative; staff competency is negative,quad2text_trained
Prețul este destul de mare pentru produsele din magazin dar calitatea lor e buna și rezistenta la uzura zilnică.,price is negative; quality is positive,quad2text_trained
"am comandat de pe site si am primit produse diferite in doua ori...o data lipsesc cu totul produsele cumparate iar odata au fost expediate produsele greseste (ex. un pantof dintr-o culoare la care nu ma gandeam) e evident ca nu se fac verificari dupa ce sunt ambalate produsele..si cand ai sa returnezi marfa trebuie s-ai mai schimba niste haine ca noi pt ca noaptea este rece in magazin...la urma afacerea as vrea sa vad produsul daca l-am achizitionat sau chiar daca voi merge pana acolo pentru a verifica inainte de plata si m-ar interesa sa stiu cum ii sorteaza dupa culori...ceva sa arati ca si ati observat ca i-am luat cu alte culori decat cele alese.nu mi-a placut experienta si nu cred ca va recomand altor persoane, desi eu folositi des acest magazin",delivery is negative; service is negative; staff competency is negative,quad2text_trained
Recomand cu incredere Decathlon si produsele lor dar as dori sa inteleg de ce in ultima vreme tot am returnat lucruri. Nu pentru ca sunt defecte la prima vedere ci mai mult din momentul achizitiei nu se poate intelege cum arata un anumit produs sau cat este dimensiunea lui exact. Adica eu fiind o persoana foarte atenta observam aceste nereguli dupa ce le-am cumparat si ma duceam pe site-ul tău sa facem schimbarea și mă plimbeam prin interogarii unde spui ca nu putem face schimburi pentru că suntem depasiti de termen... De fapt noi chiar ne-am dus la magazin să întrebăm despre posibilitatea schimbului... Oamenii de acolo mi-au spus ca nu e nimic de facut si am plecat cu lucrurile... Speranța mea este ca va ajutați în viitor astfel încât clienții voștri să nu fie nemultumiti și nu trebuie sa revenesc pentru a primi banii care erau,return warranty is negative; staff competency is negative,quad2text_trained
aș dori să fi primit și produsul pe care l-am comandat si nu doar e-mailul de confirmare. A fost multă îngrijorare pentru ca am crezut că se întâmplă ceva greșit cu pachetul meu...,delivery is negative,quad2text_trained
A trebuit sa returnez un produs si din pacate nu am gasit pe nimeni care sa-mi explice de ce era in magazinul dumneavoastra o marime diferita decat ceea ce exista in stoc la depozit. In totalitate s-a terminat ca clientul este nefericit...,service is positive; staff competency is negative,quad2text_trained
Personalul nu este dispus sa ajute cu o sarcina ce poate fi realizata in max 5 min si trebuie neaparat facuta pe zi ca altele mai importante se descurca singure. De exemplu repararea unui anumit produs care trebuia verificat la sosirea clientului deoarece fusese rupt (la proba) după cum pot spune multe alte cazuri din magazinul dumneavoastra. Aceasta e problema mea pentru că am venit să mă ocup eu însumi dar nici astfel nu s-a rezolvat situatiile și tot mai greu a fost accesibilă personalul din cadrul acestor magazine...,staff availability is negative; service is negative,quad2text_trained
"Pentru prețul plătit nu este deloc un produs de calitate. Nu e sigur ca va rezista pana la sfarsitul sezonului sau mai multe. Am luat-o pe iarna pentru ca am avut o promovare dar dupa ce s-a facut si nici eu sunt nemultumita. Se intampla sa fie scos inapoi cand ii dai drumul, iar daca ai ceva greu în interior se poate deschide fărta și poți pierde lucrurile din el. În general nimic special. O recomand doar dacă vrei să te schimbi rapid cu ea acasă și ieși afară fără griji.",price is negative,quad2text_trained
E greu sa dai o nota perfecta atunci cand nu ai primit produsul solicitat din cauza unei erori in data livrarii... am comandat marita si mi s-a dat ceva de genul unui tricou cu mânecă lunga...,delivery is negative,quad2text_trained
"Acest magazin se afla in apropierea unui drum important si nu este bine protejat de poluarea aerului (praf) din traficul auto. Preturile sunt prea mari iar personalul lipseste atunci cand trebuie sa cumperi ceva. De exemplu am cerut o pereche de cizme ca sa le incercam dar pe langa ele erau expuse la raft doar cateva ciorapi cu care puteai sa te asiguri ca acele cizme vor fi calde intr-o zi rece. Am plecat fara sa ma intorc acasa dupa ora 19:30 pentru a ne uita din nou mai multe produse pentru cei mici...nu au existat nimeni la raionul pentru copii. As dori sa merg in magazin unde pot vedea ce vreau si preturile pe fiecare produs, unde e cineva sa ajuta dacand iti da putina parere sau sugestie si unde pot merge in siguranta prin cladire fara a ingheata praful...mai mult decit gura deschisa!",shop organization is negative; environment is negative; staff competency is negative,quad2text_trained
