text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,translated_Romanian_English,language,translated_English_Chinese,translated_Chinese_Romanian
"In descrierea acesteia, ca justificare pentru pretul ridicat sunt trecute un nr de gauri pentru aerisire ce te va ajuta sa nu transpiri abundent. In realitate si cu aceasta si cea standard ce este la jumatate din  Pret transpiri la fel !",431573,"{'choices': ['product - negative', 'price - negative']}",22,manual,"In descrierea acesteia, ca justificare pentru pretul ridicat sunt trecute un nr de gauri pentru aerisire ce te va ajuta sa nu transpiri abundent. In realitate si cu aceasta si cea standard ce este la jumatate din Pret transpiri la fel !","In descrierea acesteia, ca justificare pentru pretul ridicat sunt trecute un nr de gauri pentru aerisire ce te va ajuta sa nu transpiri abundent. In realitate si cu aceasta si cea standard ce este la jumatate din Pret transpiri la fel ! </s>",product is negative; price is negative,"In its description, as a justification for the high price, a number of ventilation holes are listed that will help you not to sweat excessively. In reality, with this one and the standard one which is half the price, you sweat just the same!",Romanian,在其描述中，作为高价的理由，列出了多个通风孔，可以帮助您不过度出汗。实际上，这一个和标准的一个价格是半价，你会一样出汗！,"În descrierea sa, ca motiv pentru prețul ridicat, sunt enumerate mai multe găuri de ventilare care v-ar putea ajuta să nu transpirați excesiv. În realitate, acesta și standardul au același preț, la jumătate de preț, veți transpira la fel!"
Găsiți o soluție pentru încasările din weekend. Oferiți ceva clienților cât timp așteaptă sa plătească.,431574,misc - neutral,22,manual,Găsiți o soluție pentru încasările din weekend. Oferiți ceva clienților cât timp așteaptă sa plătească.,Găsiți o soluție pentru încasările din weekend. Oferiți ceva clienților cât timp așteaptă sa plătească. </s>,misc is neutral,Find a solution for weekend collections. Offer something to customers while they wait to pay.,Romanian,为周末收集找到解决方案。向顾客提供付款等待期间的服务,Strângeți soluții pentru sfârșitul de săptămână. Oferiți servicii clienților în timp ce așteaptă plata
"Probabil am fost dezamagit si ca nu am gasit nici un numar potrivit la produsele pe care le-am probat, si ca era destul de mare galagie facuta de copiii care alergau si se jucau prin magazin fara sa fi fost atentionati",431575,"{'choices': ['environment - negative', 'shop diversity - negative']}",22,manual,"Probabil am fost dezamagit si ca nu am gasit nici un numar potrivit la produsele pe care le-am probat, si ca era destul de mare galagie facuta de copiii care alergau si se jucau prin magazin fara sa fi fost atentionati","Probabil am fost dezamagit si ca nu am gasit nici un numar potrivit la produsele pe care le-am probat, si ca era destul de mare galagie facuta de copiii care alergau si se jucau prin magazin fara sa fi fost atentionati </s>",environment is negative; shop diversity is negative,"I was probably disappointed because I didn't find any suitable sizes for the products I tried, and also because there was quite a commotion made by children running and playing in the store without being supervised",Romanian,我可能是因为没有找到适合我试穿的产品的尺寸而感到失望，也因为商店里孩子们在未被监管的情况下乱跑和玩耍，造成了很大的骚动,"S-ar putea să fi fost dezamăgit pentru că nu am găsit dimensiunea potrivită a produsului pe care trebuia să-l încerc, dar și pentru că în magazin copiii alergau și se jucau fără supraveghere, făcând mult zgomot"
Buna ziua. Am ajuns ieri 31.08.17 in magazinul din Brasov pentru a achizitiona o cutie de izotonic praf marca Isostar brusc costa 50 de lei cel putin acesta era pretul afisat la raft. Sunt destul de nemultumit de aceasat scump[ire avand in vedere ca acum cateva luni costa 35 de lei fara reduceri. Evident ca pe situl dvs. apar ambele produse dar in magazin nu... ca de obicei.,431576,"{'choices': ['price - negative', 'shop organization - negative']}",22,manual,Buna ziua. Am ajuns ieri 31.08.17 in magazinul din Brasov pentru a achizitiona o cutie de izotonic praf marca Isostar brusc costa 50 de lei cel putin acesta era pretul afisat la raft. Sunt destul de nemultumit de aceasat scump[ire avand in vedere ca acum cateva luni costa 35 de lei fara reduceri. Evident ca pe situl dvs. apar ambele produse dar in magazin nu... ca de obicei.,Buna ziua. Am ajuns ieri 31.08.17 in magazinul din Brasov pentru a achizitiona o cutie de izotonic praf marca Isostar brusc costa 50 de lei cel putin acesta era pretul afisat la raft. Sunt destul de nemultumit de aceasat scump[ire avand in vedere ca acum cateva luni costa 35 de lei fara reduceri. Evident ca pe situl dvs. apar ambele produse dar in magazin nu... ca de obicei. </s>,price is negative; shop organization is negative,"Hello. I arrived yesterday, 31.08.17, at the store in Brasov to buy a box of Isostar isotonic powder and suddenly it costs 50 lei, at least that was the price displayed on the shelf. I am quite unhappy with this price increase considering that a few months ago it cost 35 lei without any discounts. Obviously, on your website, both products appear but in the store they don't... as usual.",Romanian,你好，我昨天（31.08.17）到布拉索夫的商店买一盒伊索星等张粉，结果发现价格突然变成50雷耶尔，这是货架上显示的价格。我对这种价格上涨感到非常不满，因为几个月前没有任何折扣的情况下，它的价格是35雷耶尔。很明显，你们网站上有这两种产品，但在商店里却没有……跟往常一样。,"Salut, ieri (31.08.17) am fost la magazinul din Brașov să cumpăr o cutie de Izospray și alte pulberi, și am descoperit că prețul a crescut brusc la 50 de lei, acesta fiind prețul afișat pe raft. Sunt foarte nemulțumit de această majorare a prețului, deoarece cu câteva luni în urmă, fără nicio reducere, prețul era de 35 de lei. Este evident că pe site-ul dvs. există ambele produse, dar în magazin nu... la fel ca de obicei."
"As dori sa stiu daca exista un system buy-back la bicicletele micute de copii pentru ca fetita mea cea mica ar fi vrut o bicicleta noua in locul celei pe care a """"mostenit-o"""" de la sora ei mai mare.",431579,misc - neutral,22,manual,"As dori sa stiu daca exista un system buy-back la bicicletele micute de copii pentru ca fetita mea cea mica ar fi vrut o bicicleta noua in locul celei pe care a """"mostenit-o"""" de la sora ei mai mare.","As dori sa stiu daca exista un system buy-back la bicicletele micute de copii pentru ca fetita mea cea mica ar fi vrut o bicicleta noua in locul celei pe care a """"mostenit-o"""" de la sora ei mai mare. </s>",misc is neutral,"I would like to know if there is a buy-back system for small children's bicycles because my little girl would have wanted a new bike instead of the one she ""inherited"" from her older sister.",Romanian,"我想知道是否有儿童自行车的回收系统，因为我的小女孩想要一辆新自行车，而不是从她的大姐姐那里""继承""来的那辆。","Vreau să știu dacă există un sistem de reciclare a bicicletelor pentru copii, deoarece fiica mea mică vrea o bicicletă nouă și nu cea „moștenită” de la sora ei mai mare."
"Bicicleta comandata a venit câteva zile mai tarziu, nu m-a deranjat întârzierea, dar cand au montat-o au prins ceva gresit la ghidon, pentru ca acasa s-a desfăcut imediat, si am căutat mult timp un imbus potrivit.De atunci s-a mai desfăcut de 2 ori.Sarisfactia băiatului meu a fost zero cand a rămas cu ghidonul in mâna.Știți cât de greu se manevrează o bicicleta cu ghidonul nestrans?...",431580,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",22,manual,"Bicicleta comandata a venit câteva zile mai tarziu, nu m-a deranjat întârzierea, dar cand au montat-o au prins ceva gresit la ghidon, pentru ca acasa s-a desfăcut imediat, si am căutat mult timp un imbus potrivit.De atunci s-a mai desfăcut de 2 ori.Sarisfactia băiatului meu a fost zero cand a rămas cu ghidonul in mâna.Știți cât de greu se manevrează o bicicleta cu ghidonul nestrans?...","Bicicleta comandata a venit câteva zile mai tarziu, nu m-a deranjat întârzierea, dar cand au montat-o au prins ceva gresit la ghidon, pentru ca acasa s-a desfăcut imediat, si am căutat mult timp un imbus potrivit.De atunci s-a mai desfăcut de 2 ori.Sarisfactia băiatului meu a fost zero cand a rămas cu ghidonul in mâna.Știți cât de greu se manevrează o bicicleta cu ghidonul nestrans?... </s>",delivery is negative; service is negative; staff competency is negative,"The ordered bike arrived a few days later, I wasn't bothered by the delay, but when they assembled it, they did something wrong with the handlebar, because at home it came loose immediately, and I spent a lot of time looking for a suitable hex key. Since then, it has come loose two more times. My boy's satisfaction was zero when he was left holding the handlebar in his hand. You know how hard it is to maneuver a bike with a loose handlebar...",Romanian,我订购的自行车几天后就到了，我并没有因为延迟而感到烦恼，但是当他们组装它的时候，他们把握把搞错了，因为在家里它马上就松动了，我花了很多时间寻找合适的六角扳手。从那时起，它又松动了两次。当我的孩子被留下只拿着握把时，他的满意度是零。你知道带着松动的握把怎么样骑自行车……,"Bicicleta pe care am comandat-o a sosit după câteva zile, nu m-am simțit deranjat din cauza întârzierii, dar atunci când au asamblat-o, au făcut o greșeală cu ghidonul, deoarece acasă s-a desfăcut imediat, am pierdut mult timp căutând un cheie hexagonală potrivit. De atunci, s-a desfăcut de două ori. Când copilul meu a rămas cu ghidonul în mână, satisfacția lui a fost zero. Știți cum e să conduceți o bicicletă cu ghidonul desfăcut..."
Timp de livrare destul de lung (mai lung decât la alte magazine on-line).Apreciez solicitudinea personalului din magazin.,431582,"{'choices': ['staff competency - positive', 'delivery - negative']}",22,manual,Timp de livrare destul de lung (mai lung decât la alte magazine on-line).Apreciez solicitudinea personalului din magazin.,Timp de livrare destul de lung (mai lung decât la alte magazine on-line).Apreciez solicitudinea personalului din magazin. </s>,staff competency is positive; delivery is negative,Delivery time is quite long (longer than in other online stores). I appreciate the solicitude of the store staff.,Romanian,递送时间相当长（比其他在线商店要长）。我很欣赏商店员工的关心。,Timpul de livrare a fost foarte lung (mai lung decât alte magazine online). Am apreciat grija angajaților magazinului.
"1. Mai multe produse pentru copii.La un moment dat erau f. multe produse pt. copii si era ok.2. Agentii de securitate sa nu mai intre peste clienti in cabinele de proba, in timp ce acestia probeaza diferite produse.Mentionez ca au intrat  in toate cabinele care erau ocupate la acel moment, fara a tine cont de sexul care ocupa cabina in acel moment. Daca asta este o procedura a magazinului, ar trebui informat clientul la intrarea in magazin.",431590,"{'choices': ['shop diversity - negative', 'security - negative']}",22,manual,"1. Mai multe produse pentru copii.La un moment dat erau f. multe produse pt. copii si era ok.2. Agentii de securitate sa nu mai intre peste clienti in cabinele de proba, in timp ce acestia probeaza diferite produse.Mentionez ca au intrat in toate cabinele care erau ocupate la acel moment, fara a tine cont de sexul care ocupa cabina in acel moment. Daca asta este o procedura a magazinului, ar trebui informat clientul la intrarea in magazin.","1. Mai multe produse pentru copii.La un moment dat erau f. multe produse pt. copii si era ok.2. Agentii de securitate sa nu mai intre peste clienti in cabinele de proba, in timp ce acestia probeaza diferite produse.Mentionez ca au intrat in toate cabinele care erau ocupate la acel moment, fara a tine cont de sexul care ocupa cabina in acel moment. Daca asta este o procedura a magazinului, ar trebui informat clientul la intrarea in magazin. </s>",shop diversity is negative; security is negative,"1. More products for children. At one point there were many products for children and it was okay. 2. Security agents should no longer enter over customers in the fitting rooms while they are trying out different products. I mention that they entered all the occupied cabins at that time, without considering the sex of the person occupying the cabin at that time. If this is a store procedure, the customer should be informed when entering the store.",Romanian,1. 更多适合儿童的产品。在某个时候，有很多适合儿童的产品，这是可以接受的。2. 安全人员不应再在顾客试穿不同产品时进入试衣间。我提到他们当时进入了所有已被占用的房间，不论房间里的人的性别如何。如果这是商店的程序，顾客应该在进入商店时被告知。,"1. Mai multe produse potrivite pentru copii. La un moment dat, au existat multe produse potrivite pentru copii, ceea ce era acceptabil. 2. Personalul de securitate nu ar trebui să intre în cabinele de încercare atunci când clienții încearcă diferite produse. Am menționat că au intrat în toate camerele ocupate, indiferent de sexul persoanelor din cameră. Dacă acesta este procedura magazinului, clienții ar trebui să fie informați la intrarea în magazin."
"Per total comanda a fost ok.Papucii comandati 41-42 mi-au fost livrati 40-41, fara sa fiu anuntata inainte de acest lucru :(",431592,"{'choices': ['delivery - positive', 'staff competency - negative']}",22,manual,"Per total comanda a fost ok.Papucii comandati 41-42 mi-au fost livrati 40-41, fara sa fiu anuntata inainte de acest lucru :(","Per total comanda a fost ok.Papucii comandati 41-42 mi-au fost livrati 40-41, fara sa fiu anuntata inainte de acest lucru :( </s>",delivery is positive; staff competency is negative,"Overall the order was ok. The slippers I ordered, size 41-42, were delivered in size 40-41, without me being notified about this beforehand :( ",Romanian,总体来说订单还行。我订购的拖鞋，尺寸41-42，但却收到的是40-41码，没有事先通知我：（,"În general, comanda a fost ok. Am comandat papuci cu mărimea 41-42, dar am primit 40-41, fără să fiu anunțat mai întâi :("
"Marfa imprastiata peste tot. Aspect general neingrijit si multa mizerie, atat pe culoarele dintre raioane, cat mai ales in cabinele de proba.",431595,"{'choices': ['environment - negative', 'shop organization - negative']}",22,manual,"Marfa imprastiata peste tot. Aspect general neingrijit si multa mizerie, atat pe culoarele dintre raioane, cat mai ales in cabinele de proba.","Marfa imprastiata peste tot. Aspect general neingrijit si multa mizerie, atat pe culoarele dintre raioane, cat mai ales in cabinele de proba. </s>",environment is negative; shop organization is negative,"Merchandise scattered all over the place. General neglected appearance and a lot of dirt, both in the corridors between departments, but especially in the fitting rooms.",Romanian,商品散落在各处，一般来说显得被忽视，满是灰尘，不仅是在各部门之间的走廊上，更是在试衣间里。,"Produsele sunt împrăștiate peste tot, în general par a fi neglijate, pline de praf, nu numai pe coridoarele dintre departamente, ci și în cabinele de probă."
"Treninguri de o varietate redusa, cele de firma foarte scumpe. Nu gasesc manusi de portar cu protectie degete antirasucire.",431614,"{'choices': ['shop diversity - negative', 'price - negative']}",22,manual,"Treninguri de o varietate redusa, cele de firma foarte scumpe. Nu gasesc manusi de portar cu protectie degete antirasucire.","Treninguri de o varietate redusa, cele de firma foarte scumpe. Nu gasesc manusi de portar cu protectie degete antirasucire. </s>",shop diversity is negative; price is negative,"Training gloves of limited variety, those from the company are very expensive. I don't find goalkeeper gloves with anti-scald finger protection.",Romanian,種類有限的訓練手套，來自該公司的產品非常昂貴。我找不到具有防燙指保護的守門員手套。,"Există o varietate limitată de mănuși de antrenament, iar produsele provenite de la această companie sunt foarte scumpe. Nu am găsit mănuși de portar cu protecție pentru degete termice."
"Rafturi goale, nu erau reduceri nici la produsele de extrasezon la care mai erau cateva produse, de obicei numere mici.",431616,"{'choices': ['promotions - negative', 'shop diversity - negative']}",22,manual,"Rafturi goale, nu erau reduceri nici la produsele de extrasezon la care mai erau cateva produse, de obicei numere mici.","Rafturi goale, nu erau reduceri nici la produsele de extrasezon la care mai erau cateva produse, de obicei numere mici. </s>",promotions is negative; shop diversity is negative,"Empty shelves, there were no discounts even on out-of-season products for which there were only a few products left, usually small quantities.",Romanian,空荡荡的货架，即使是季节性产品也没有折扣，而且这些产品只剩下了少量，通常数量很小。,"Rafturile goale, nici măcar produsele de sezon nu au reduceri, iar aceste produse au rămas în cantități mici, de obicei foarte puține."
"Magazinul este mare, dar este si foarte aglomerat,fiind foarte mare durata de așteptare  la case",431619,"{'choices': ['environment - negative', 'service - negative', 'shop organization - positive']}",22,manual,"Magazinul este mare, dar este si foarte aglomerat,fiind foarte mare durata de așteptare la case","Magazinul este mare, dar este si foarte aglomerat,fiind foarte mare durata de așteptare la case </s>",environment is negative; service is negative; shop organization is positive,"The store is big, but it's also very crowded, with a very long waiting time at the checkout counters",Romanian,商店很大，但也非常拥挤，结账台的等待时间也非常长,"Magazinul este foarte mare, dar și extrem de aglomerat, timpul de așteptare la casa de marcat este foarte lung"
