id,text_cleaned,absa_input,absa_target,text_bt_RoEnRo,text_bt_RoEnChRo
436491,Oferte foarte bune de pret la suplimente sportive. In gama Optimum Nutrition nu am gasit si aroma de ciocolata. Poate o veti introduce in sortimentatie pe viitor.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Oferte foarte bune de pret la suplimente sportive. In gama Optimum Nutrition nu am gasit si aroma de ciocolata. Poate o veti introduce in sortimentatie pe viitor. </s>,promotions is positive; shop diversity is negative,"Foarte bune oferte pentru suplimentele sportive, iar în gama Optimum Nutrition, nu am găsit nici un aromă de ciocolată, așa că poate o să-l adauge la gama ta în viitor.","În cadrul seriei Best Nutrition, nu am găsit nici un condiment de ciocolată, nici un ingredient care să fie folosit în dieta de fitness, nici un ingredient care să fie folosit în dieta de fitness, nici un ingredient care să fie folosit în dieta de fitness, nici un ingredient care să fie folosit în dieta de fitness, nici un ingredient care să fie folosit în dieta de fitness, nici un ingredient care să fie folosit în dieta de fitness, nici un ingredient care să fie folosit în dieta de fitness."
436495,Aproximativ multumit .preturi bune personalul disponibil si politicos.domnii de la paza foarte de treaba!,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Aproximativ multumit .preturi bune personalul disponibil si politicos.domnii de la paza foarte de treaba! </s>,price is positive; security is positive; staff availability is positive; staff competency is positive,"Preţuri bune, personal amabil, cei de la securitate sunt foarte drăguţi.","""A fost un lucru foarte bun, prețul era bun, personalul era bun, securitatea era bună."
436497,Produsul a fost livrat în mai puțin de 24 de ore. Calitate conform așteptărilor. Mulțumesc!,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produsul a fost livrat în mai puțin de 24 de ore. Calitate conform așteptărilor. Mulțumesc! </s>,delivery is positive; quality is positive,"Produsul a fost livrat în mai puţin de 24 de ore, calitatea este exactă.",Produsul a fost livrat în 24 de ore. Calitatea este exact cum era de aşteptat.
436498,"Fetita mea a uitat o gentuta in cabina de proba,nu stiu daca o mai putem recupera.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Fetita mea a uitat o gentuta in cabina de proba,nu stiu daca o mai putem recupera. </s>",security is negative,"Fetiţa mea a lăsat o bucată de sfoară în cabina de probe, nu ştiu dacă o putem recupera.","Fiica mea a lăsat o frânghie în cutia de marturie, şi nu ştiu dacă o vom putea recupera."
436502,"In general sunt multumita de personalul amabil, de varietatea produselor, insa am o problema cu o bicicleta cumparata de la dvs si tot timpul se strica cate ceva la ea. Nu a fost nici chiar ieftina! Exsista posibilitatea sa o schimb?Mentionez ca am achizitionat-o in luna aprilie 2016.As dori un raspuns de la dvs. Multumesc,","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: In general sunt multumita de personalul amabil, de varietatea produselor, insa am o problema cu o bicicleta cumparata de la dvs si tot timpul se strica cate ceva la ea. Nu a fost nici chiar ieftina! Exsista posibilitatea sa o schimb?Mentionez ca am achizitionat-o in luna aprilie 2016.As dori un raspuns de la dvs. Multumesc, </s>",price is negative; product is negative; quality is negative; shop diversity is positive; staff competency is positive,"Sunt în general mulțumit de personalul bun, de varietatea de produse, dar am o problemă cu o bicicletă pe care am cumpărat-o de la tine și se strică mereu. Nici măcar nu a fost ieftină! Există vreo posibilitate de a o schimba? Am menționat că am cumpărat-o în aprilie 2016. Aș dori un răspuns de la tine. Mulțumesc.","În general, sunt mulțumit de personalul bun, de tot felul de produse, dar am o problemă, bicicleta pe care am cumpărat-o de la tine este întotdeauna stricată. Nici măcar nu este ieftină!"
436503,sunt prea putine persoane care pot sa te ajute in cazul cumparaturilor,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: sunt prea putine persoane care pot sa te ajute in cazul cumparaturilor </s>,staff availability is negative; staff competency is negative,Sunt foarte puţini oameni care te pot ajuta cu cumpărăturile.,Nu sunt multe persoane care să te ajute să faci cumpărături.
436509,O atenție sporita la cei care au voie sa se plimbe cu bicicletele prin magazin; niște reguli mai exacte pentru acestia,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: O atenție sporita la cei care au voie sa se plimbe cu bicicletele prin magazin; niște reguli mai exacte pentru acestia </s>,environment is negative,O atenție sporită acordată celor cărora li se permite să meargă cu bicicleta în magazin; reguli mai precise pentru aceștia,Mai multă atenție la cei care sunt autorizați să meargă pe bicicletă în magazine; reguli mai precise pentru ei
436512,Mai multi casieri pt a nu mai sta mult la casa,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mai multi casieri pt a nu mai sta mult la casa </s>,staff availability is negative,Mai mulţi casieri să te ţină departe de casă.,Mai multe casetoferii te lasă să pleci din casă.
436515,"Am prins si cateva reduceri care m-au facut sa cumpar cateva produse (incaltaminte sport, tricouri si pantalon sport) de foarte buna calitate.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am prins si cateva reduceri care m-au facut sa cumpar cateva produse (incaltaminte sport, tricouri si pantalon sport) de foarte buna calitate. </s>",promotions is positive; quality is positive,"De asemenea, am obţinut reduceri care m-au făcut să cumpăr produse de o calitate foarte bună (cămăşi, pantaloni şi pantofi de sport).","Am primit și reduceri, ceea ce m-a făcut să cumpăr produse de calitate (șevete, haine și sport)."
436517,"Super fain,odata intrat te face sa vrei sa iesi cu cortul,sa iesi la un picnic sau sa te apuci de sport","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Super fain,odata intrat te face sa vrei sa iesi cu cortul,sa iesi la un picnic sau sa te apuci de sport </s>",misc is neutral,"Super cool, odată ce eşti în ea te face să vrei să mergi la camping, să mergi la un picnic sau să faci sport.","Este super cool, iar când te simţi în ea, îţi vine să mergi la camping, la picnic sau la sport."
436518,"De multe ori cand am fost intr-un magazin si am cerut informatii in ceea ce priveste un produs, vanzatorul a luat acel produs si a inceput sa-mi citeasca caracteristicile scrise pe ambalaj,este o senzatie foarte neplacuta, si eu pot citi, asta da dovada de faptul ca habar nu are despre acel produs. La Decathlon nu am intalnit aceasta situatie, obtii toate informatiile dorite fara a fi tratat """"de sus"""", profesionalism si in plus este o atmosfera prieteneasca, deci, FELICITARI ECHIPEI DECATHLON!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: De multe ori cand am fost intr-un magazin si am cerut informatii in ceea ce priveste un produs, vanzatorul a luat acel produs si a inceput sa-mi citeasca caracteristicile scrise pe ambalaj,este o senzatie foarte neplacuta, si eu pot citi, asta da dovada de faptul ca habar nu are despre acel produs. La Decathlon nu am intalnit aceasta situatie, obtii toate informatiile dorite fara a fi tratat """"de sus"""", profesionalism si in plus este o atmosfera prieteneasca, deci, FELICITARI ECHIPEI DECATHLON! </s>",environment is positive; staff competency is positive,"De multe ori când am fost la un magazin și am cerut informații despre un produs, vânzătorul a luat acel produs și a început să-mi citească caracteristicile scrise pe ambalaj, este un sentiment foarte neplăcut, și pot citi, acest lucru dovedește că nu știe despre acel produs. La Decathlon nu am întâlnit această situație, obțineți toate informațiile pe care le doriți fără a fi tratat ""de sus"", profesionalism și în plus este o atmosferă prietenoasă, așa că, HAPPY DECATHLON TEAM!","De multe ori când mă duc la magazin să cer informații despre un anumit produs, vânzătorul ia acel produs și începe să-mi citească caracteristicile scrise pe ambalaj, ceea ce este o senzație foarte neplăcută, pe care o pot citi, ceea ce dovedește că el nu știe despre acel produs."
436519,Este locul de unde cumpar tot ce tine de sport.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este locul de unde cumpar tot ce tine de sport. </s>,misc is neutral,De acolo îmi cumpăr toate echipamentele sportive.,Am cumpărat toate echipamentele sportive.
436520,"Nu cred ca sunt in masura sa fac recomandari speciale,ceea ce ma intereseaza pe mine e ok,cumpar cu placere si imi place atmosfera din magazin,produsele sunt de calitate,deci tineti-o tot asa !","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu cred ca sunt in masura sa fac recomandari speciale,ceea ce ma intereseaza pe mine e ok,cumpar cu placere si imi place atmosfera din magazin,produsele sunt de calitate,deci tineti-o tot asa ! </s>",environment is positive; quality is positive,"Nu cred că sunt în poziţia de a face recomandări speciale, ceea ce mă interesează este în regulă, cumpăr cu plăcere şi îmi place atmosfera din magazin, produsele sunt de calitate, aşa că ţineţi-o tot aşa!","Nu cred că am vreo recomandare specială, ceea ce mă interesează este bine, îmi place cumpărarea, îmi place atmosfera magazinului, produsul este de calitate, așa că păstrați-l!"
436521,"Un magazin excelent, calitate maxima, preturi minime, existenta unei garanții este ceva nemaipomenit de bine. Angajatii foarte amabili. Ma bucur ca sunt tineri, ca le oferiti locuri de munca.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un magazin excelent, calitate maxima, preturi minime, existenta unei garanții este ceva nemaipomenit de bine. Angajatii foarte amabili. Ma bucur ca sunt tineri, ca le oferiti locuri de munca. </s>",price is positive; quality is positive; return warranty is positive; staff competency is positive,"Un magazin grozav, calitate superioară, preţuri minime, existenţa unei garanţii este ceva incredibil de bun.","În acest moment, am ajuns la o situație în care nu am avut timp să mă gândesc la ce am făcut."
436522,"E aproape de mine, are preturi ok, calitate. Online nu am putut cumpara. Mi s-a comunicat ca din cauza timpului de afara....","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: E aproape de mine, are preturi ok, calitate. Online nu am putut cumpara. Mi s-a comunicat ca din cauza timpului de afara.... </s>",price is positive; quality is positive; tech support is negative,"E aproape de mine, are preţuri bune, calitate.","""Acum, am o nouă soluție pentru a face acest lucru."
436523,Puteti introduce o intrebare privind accesibilitatea locului de amplasare a magazinului,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Puteti introduce o intrebare privind accesibilitatea locului de amplasare a magazinului </s>,misc is neutral,Puteţi introduce o întrebare despre accesibilitatea locaţiei magazinului,Puteți introduce întrebări despre accesibilitatea locurilor de vânzare
436524,Comanda a venit foarte repede ...sunt foarte multumita de produse si este o alternativa foarte buna dat fiind faptul ca nu am un decathlon in orasul meu si practic multe sporturi!,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Comanda a venit foarte repede ...sunt foarte multumita de produse si este o alternativa foarte buna dat fiind faptul ca nu am un decathlon in orasul meu si practic multe sporturi! </s>,delivery is positive; product is positive; tech support is positive,"Comanda a venit foarte repede...Sunt foarte fericit cu produsul și este o alternativă foarte bună, având în vedere că nu am un decatlon în orașul meu și practic multe sporturi!","Comanda a sosit rapid... Sunt foarte multumit de produs, avand in vedere ca nu am zece meciuri in orasul meu, si ca fac si mult sport, este un substitut foarte bun!"
436527,"Varietate mare de produse, preturi atractive. Unele produse de iarna (geci, pantaloni, cizme) lipsa marimi.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Varietate mare de produse, preturi atractive. Unele produse de iarna (geci, pantaloni, cizme) lipsa marimi. </s>",shop diversity is positive; price is positive,"O mare varietate de produse, prețuri atractive, unele produse de iarnă (paltoni, pantaloni, cizme) nu au dimensiuni.","Există o mare varietate de produse, prețurile sunt bune, iar unele produse de iarnă (capițe, șosete, cizme) nu au dimensiuni."
436537,"Un magazin pentru fiecare buzunar, produse de calitate la preturi rezonabile, reduceri pe sfarsit de colectie, ultimele articole din stoc, gama de produse proprii la preturi absolut rezonabile in conditii de calitate buna si foarte buna.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un magazin pentru fiecare buzunar, produse de calitate la preturi rezonabile, reduceri pe sfarsit de colectie, ultimele articole din stoc, gama de produse proprii la preturi absolut rezonabile in conditii de calitate buna si foarte buna. </s>",price is positive; promotions is positive; quality is positive,"Un magazin pentru fiecare buzunar, produse de calitate la preţuri rezonabile, reduceri la sfârşitul colecţiei, cele mai recente articole din stoc, o gamă de produse proprii la preţuri absolut rezonabile în condiţii de bună şi foarte bună calitate.","Oferind produse de calitate, la prețuri rezonabile, cu reduceri de colectare, stoc la zi, oferind o gamă largă de produse la prețuri foarte rezonabile, de calitate bună și în condiții bune."
436539,Produse calitative. Putin personal in zilele de week-end.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produse calitative. Putin personal in zilele de week-end. </s>,quality is positive; staff availability is negative,"Produse de calitate, un pic personale în weekenduri.","Produsele de calitate, weekend-urile mai private."
436540,"Am greșit eu mărimea, sunt sigură că voi fi ajutată să schimb cu mărimea potrivită. Vă mulțumesc!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am greșit eu mărimea, sunt sigură că voi fi ajutată să schimb cu mărimea potrivită. Vă mulțumesc! </s>",misc is neutral,Sunt sigur că voi fi ajutat să-l schimbe la mărimea potrivită.,Sunt sigur că voi fi ajutat.
436541,Cel mai ok magazin cu articole sportive si de agrement.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cel mai ok magazin cu articole sportive si de agrement. </s>,misc is neutral,Cel mai bun magazin de articole sportive şi de agrement.,Acum avem cele mai bune magazine sportive şi de lux.
436548,"Sunt adepta cumpărăturilor online, este in sprijinul clienților.... timp castigat, satisfactie absolută dacă primești produsul dorit si este conform așteptărilor....","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sunt adepta cumpărăturilor online, este in sprijinul clienților.... timp castigat, satisfactie absolută dacă primești produsul dorit si este conform așteptărilor.... </s>",tech support is positive,"Sunt un mare fan al cumpărăturilor online, este în sprijinul clienților.... timp salvat, satisfacție absolută dacă obțineți produsul pe care doriți și este până la așteptări....","Economisim timp, suntem absolut satisfăcuți, dacă obținem produsul pe care îl vrem, suntem foarte mulțumiți."
436549,I have used these shoes for several weeks and they are very comfortable during the run. I am pleased with this buy.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: I have used these shoes for several weeks and they are very comfortable during the run. I am pleased with this buy. </s>,misc is neutral,Am folosit pantofii ăştia de câteva săptămâni şi sunt foarte confortabili în timpul alergării.,"Am folosit pantofii de câteva săptămâni, dar nu am fost în stare să-i iau."
436550,Este un magazin cu foarte multe articole pentru toate varstele. Calitatea produselor este foarte buna.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este un magazin cu foarte multe articole pentru toate varstele. Calitatea produselor este foarte buna. </s>,shop diversity is positive; quality is positive,E un magazin cu o mulţime de articole pentru toate vârstele. Calitatea produselor este foarte bună.,Este un magazin pentru toate vârstele.
436551,Si eu si fiica mea suntem foarte multumite de acest magazin!,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Si eu si fiica mea suntem foarte multumite de acest magazin! </s>,misc is neutral,Eu şi fiica mea suntem foarte fericiţi cu magazinul ăsta!,Eu și fiica mea suntem foarte mulțumiți de acest magazin!
436555,"La Decathlon e o atmosfera super, iti place sa faci cumparaturi, chiar daca vii de la Arad. Personalul iți oferă informațiile necesare, unele chiar de specialitate, deosebit de utile pentru achiziționarea unui produs. Copilul e încântat de tricicleta de testare, cu care se poate plimba in magazin. Felicitări. Sunteți cei mai buni.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: La Decathlon e o atmosfera super, iti place sa faci cumparaturi, chiar daca vii de la Arad. Personalul iți oferă informațiile necesare, unele chiar de specialitate, deosebit de utile pentru achiziționarea unui produs. Copilul e încântat de tricicleta de testare, cu care se poate plimba in magazin. Felicitări. Sunteți cei mai buni. </s>",environment is positive; staff competency is positive,"Decathlon este o atmosferă minunată, îţi place să faci cumpărături, chiar dacă vii din Arad. Personalul îţi dă informaţiile necesare, unele foarte specializate, deosebit de utile pentru achiziţionarea unui produs. Copilul este încântat de triciclul de testare, cu care poate merge prin magazin. Felicitări. Sunteţi cei mai buni.","Zece Jocuri este o atmosferă minunată, îţi place să faci cumpărături, chiar dacă eşti din Arad. Staff-ul îţi dă informaţiile necesare, ceva foarte profesionist, în special folositor pentru achiziţionarea produselor."
436568,"Pro: produse la preturi accesibile(raport pret-calitate bun)Contra: putin personal disponibil - joi ora 20:00, marimi lipsa la produse cheie(eg. doar 3 variante la pantaloni ciclism din care 2 nu aveau marimea L)","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Pro: produse la preturi accesibile(raport pret-calitate bun)Contra: putin personal disponibil - joi ora 20:00, marimi lipsa la produse cheie(eg. doar 3 variante la pantaloni ciclism din care 2 nu aveau marimea L) </s>",price is positive; staff availability is negative; quality is positive; shop diversity is negative,"Pro: produse la prețuri accesibile (bun raport preț-calitate) Cons: personal redus disponibil - joi la ora 20:00, dimensiuni lipsă la produsele cheie (de exemplu, numai 3 variante de pantaloni de ciclism, dintre care 2 nu erau de dimensiunea L)","Avantaje: produse la prețuri rezonabile (preț și calitate bună) dezavantaje: personal redus - joi seara la ora 8 și produse cheie lipsă de dimensiuni (de exemplu, doar 3 biciclete, dintre care 2 nu sunt de dimensiunea L)"
436572,"cum sa ma simt ? m-am simtit intens, mai ales ca am avut onoarea sa fotografiez deschiderea evenimentului. aveti o echipa f misto, tanara si entuziasta, plina de energie.bafta si inspiratie !","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: cum sa ma simt ? m-am simtit intens, mai ales ca am avut onoarea sa fotografiez deschiderea evenimentului. aveti o echipa f misto, tanara si entuziasta, plina de energie.bafta si inspiratie ! </s>",environment is positive; staff competency is positive,"Cum ar trebui să mă simt? M-am simțit intens, mai ales că am avut onoarea de a fotografia deschiderea evenimentului. Aveți o echipă de oameni răcorosi, tineri și entuziaști, plini de energie.","În acest moment, am fost foarte emoționată, mai ales că am avut ocazia să filmez ceremonia de deschidere."
436573,"produsele cunoscute, livrarea conform specificațiilor. Singura nemultumire este costul ridicat al curierului. In timp de alte magazine online livrează cu un cost de 4,5 lei, costul de aproape 20 lei este cam ridicat.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: produsele cunoscute, livrarea conform specificațiilor. Singura nemultumire este costul ridicat al curierului. In timp de alte magazine online livrează cu un cost de 4,5 lei, costul de aproape 20 lei este cam ridicat. </s>",delivery is positive,"Singura plângere este costul ridicat al curierului, în timp ce alte magazine online livrează la un cost de 4,5 lei, costul de aproape 20 lei este destul de mare.","În cazul altor magazine online, costul de livrare este de 4,5 lei, iar în cazul celorlalte magazine online, costul de livrare este de 4,6 lei."
436574,Recomand acest magazin tuturor. Este magazinul în care poți face fericita o persoana indiferent de vârstă .,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Recomand acest magazin tuturor. Este magazinul în care poți face fericita o persoana indiferent de vârstă . </s>,misc is neutral,Recomand acest magazin tuturor. Este magazinul unde poti face o persoana fericita indiferent de varsta.,"Recomand acest magazin tuturor, pentru că este un loc care poate face fericit pe oricine, indiferent de vârstă."
436581,Personal foarte bine instruit si foarte saritor.Gama larga de produse.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Personal foarte bine instruit si foarte saritor.Gama larga de produse. </s>,staff competency is positive; shop diversity is positive,Personal foarte bine instruit şi foarte agitat.,"Personalul este bine instruit, iar munca este foarte stresantă."
436583,Totul a fost foarte bine. Am găsit repede ce cautam la un pret foarte bun.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Totul a fost foarte bine. Am găsit repede ce cautam la un pret foarte bun. </s>,price is positive; shop diversity is positive; shop organization is positive,Totul era foarte bun. Am găsit ceea ce căutam la un preţ foarte bun.,"Totul a fost foarte bun. Am găsit ceea ce ne-am dorit, la un preț foarte bun."
436584,"Bicicletele care sunt un stand de atracție sunt duse in spate. Mulți copii care se plimba cu tot felul de trotinete , pot fi periculoși PTR ca nu i supraveghează nimeni.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Bicicletele care sunt un stand de atracție sunt duse in spate. Mulți copii care se plimba cu tot felul de trotinete , pot fi periculoși PTR ca nu i supraveghează nimeni. </s>",environment is negative,"Mulţi copii care merg cu tot felul de scutere, pot fi periculoşi pentru PTR, deoarece nimeni nu-i urmăreşte.","Mulți copii se plimbă pe diverse tipuri de scutere, iar PTR-ul este foarte periculos, deoarece nu e nimeni care să-i vadă."
436587,"Recomand service-urile Decathlon pentru biciclete. Nu am de reprosat decat timpul petrecut in asteptarea angajatilor, acestia fiind angrenati in alte activitati in magazin.Multumesc.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Recomand service-urile Decathlon pentru biciclete. Nu am de reprosat decat timpul petrecut in asteptarea angajatilor, acestia fiind angrenati in alte activitati in magazin.Multumesc. </s>",service is positive; staff availability is negative,"Vă recomand serviciul de biciclete Decathlon. Nu am nimic de care să mă plâng, în afară de timpul petrecut aşteptând angajaţii, care sunt ocupaţi cu alte activităţi în magazin.","Am fost la serviciul de biciclete Decathlon, dar nu am avut nimic de care să mă plâng, în afară de timpul de așteptare al angajaților."
436588,Un magazin in care vin cu placere. Pacat ca nu exista unul si in Arad. Bicicletele mi le-am cumparat din Timisoara iar acesteia pentru ele din Oradea.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un magazin in care vin cu placere. Pacat ca nu exista unul si in Arad. Bicicletele mi le-am cumparat din Timisoara iar acesteia pentru ele din Oradea. </s>,misc is neutral,Mi-am cumpărat bicicletele în Timisoara şi astea pentru ei în Oradea.,Am cumpărat o bicicletă în Timisoara.
436590,"Probarea excesiva a echipamentului sportiv deranjeaza. Plecat la cumparaturi, trebuie sa ai in permanenta grija sa nu dea vreo bicicleta, trotineta etc peste tine. Poate ar fi mai potrivita crearea unui spatiu special pt incercarea echipamentului? Practic unii oameni transforma spatiul magazinului in parc de distractii pentru copiii lor.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Probarea excesiva a echipamentului sportiv deranjeaza. Plecat la cumparaturi, trebuie sa ai in permanenta grija sa nu dea vreo bicicleta, trotineta etc peste tine. Poate ar fi mai potrivita crearea unui spatiu special pt incercarea echipamentului? Practic unii oameni transforma spatiul magazinului in parc de distractii pentru copiii lor. </s>",environment is negative,"Testarea excesivă a echipamentelor sportive este enervantă. Când mergi la cumpărături, trebuie să fii mereu atent să nu te lovească o bicicletă, un scuter etc. Poate că ar fi mai potrivit să creezi un spațiu special pentru testarea echipamentelor? Unii oameni transformă spațiul magazinului într-un parc de distracții pentru copiii lor.",Poate ar fi mai potrivit să creăm un spațiu special pentru echipamentele de testare? Unii oameni au transformat spațiul magazinului într-un loc de joacă pentru copii.
436594,am apreciat foarte mult faptul ca nu a mai fost nevoie sa vin cu voucherul printat,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: am apreciat foarte mult faptul ca nu a mai fost nevoie sa vin cu voucherul printat </s>,service is positive,Am apreciat foarte mult faptul că nu mai trebuia să vin cu un voucher tipărit.,Sunt foarte fericit că nu mai trebuie să aduc o legitimație tipărită.
436597,"Personalul este disponibil dar nu cunoaste prea bine produsele sau oferta magazinului. Atmosfera este foarte placuta. Apreciez marcile proprii, au o calitate foarte buna pentru pretul oferit. Keep it up!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Personalul este disponibil dar nu cunoaste prea bine produsele sau oferta magazinului. Atmosfera este foarte placuta. Apreciez marcile proprii, au o calitate foarte buna pentru pretul oferit. Keep it up! </s>",staff availability is positive; staff competency is negative; environment is positive; quality is positive; price is positive,"Personalul este disponibil, dar ei nu cunosc produsele sau oferte magazinului foarte bine atmosfera este foarte frumos Apreciez propriile branduri, au o calitate foarte bună pentru prețul oferit ține-l sus","Personalul este disponibil, dar ei nu știu produsul sau magazinul produsul este foarte bun, atmosfera este foarte bună, am apreciat foarte mult de propria lor marcă, au o calitate bună, prețul oferă păstrați-l"
436598,In perioada sarbatorilor un pic mai mult personal daca ar fi posibil,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: In perioada sarbatorilor un pic mai mult personal daca ar fi posibil </s>,staff availability is negative,"Un pic mai personal în timpul sărbătorilor, dacă e posibil.","În timpul vacanței, dacă este posibil,"
436599,"Mi-am gasit produsul dorit extrem de repede,raport calitate- pret foarte bun.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mi-am gasit produsul dorit extrem de repede,raport calitate- pret foarte bun. </s>",shop organization is positive; product is positive; quality is positive,"Mi-am găsit produsul dorit foarte repede, raportul calitate-preț foarte bun.","Am găsit rapid produsele pe care le doream, cu o calitate foarte bună pentru preț."
436600,imi place sa fac cumparaturi pt activitatile de sezon de la voi,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: imi place sa fac cumparaturi pt activitatile de sezon de la voi </s>,misc is neutral,Îmi place să cumpăr activităţi sezoniere de la voi.,Mi-ar plăcea să cumpăr de la voi produse sezoniere.
436602,"Cand vizitez magazinul urăsc faptul ca trebuie sa ma feresc din fata celor care probeaza bicicletele si trotinetele in magazin (nu li se poate amenaja o pista afara?), ca sa nu mai spun ca duminica numai reflexele m-au facut sa evit o minge servita de un tenismen de clasa primară nesupravegheat de părinți. V-ați gândit vreodată la accidente și la urmarile lor gen McDonalds?","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cand vizitez magazinul urăsc faptul ca trebuie sa ma feresc din fata celor care probeaza bicicletele si trotinetele in magazin (nu li se poate amenaja o pista afara?), ca sa nu mai spun ca duminica numai reflexele m-au facut sa evit o minge servita de un tenismen de clasa primară nesupravegheat de părinți. V-ați gândit vreodată la accidente și la urmarile lor gen McDonalds? </s>",environment is negative,"Când vizitez magazinul, urăsc faptul că trebuie să evit oamenii care testează bicicletele și scuterele din magazin (nu pot avea o pistă afară?), ca să nu mai spun că duminica, doar reflexele mele m-au făcut să evit o minge servită de un jucător de tenis junior fără supravegherea părinților.","În fiecare zi, oamenii din magazin încearcă să meargă pe biciclete și skateboard-uri (au o pistă de alergare în afara magazinului?), dar mai ales în zilele de duminică, când oamenii sunt foarte atenți la ceea ce fac."
436603,"Desi mentiunea """"aspecte poz."""", nu concorda cu prezentarea electronica;In compl. la """"Asp. neg."""": se consuma prea mult timp pt. ca de la personal nu primesti detalii suficiente pentru selectia produsului.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Desi mentiunea """"aspecte poz."""", nu concorda cu prezentarea electronica;In compl. la """"Asp. neg."""": se consuma prea mult timp pt. ca de la personal nu primesti detalii suficiente pentru selectia produsului. </s>",staff competency is negative; tech support is negative,"Deși mențiunea ""aspekte posibile"" nu corespundea prezentării electronice, adăugarea ""aspectelor negative"" a fost prea demnă, deoarece personalul nu a furnizat suficiente detalii pentru selecția produsului.","Deși ""aspectul posibil"" nu corespunde performanței electronice, adăugarea ""aspectului negativ"" a fost prea demnă, deoarece personalul nu a oferit suficiente detalii pentru alegerea produsului."
436604,Foarte multumita. Varietate mare de produse. Angajati serviabili.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Foarte multumita. Varietate mare de produse. Angajati serviabili. </s>,shop diversity is positive; staff competency is positive,"Foarte mulţumit, mare varietate de produse, personal de ajutor.","Am fost foarte mulțumită, am avut o diversitate bună de produse, personalul a fost foarte bun."
436607,Acordarea de puncte bonus sau macar o reducere pentru ziua de nastere a clienților,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Acordarea de puncte bonus sau macar o reducere pentru ziua de nastere a clienților </s>,promotions is neutral,Acordarea de puncte bonus sau chiar o reducere pentru zilele de naștere ale clienților,Puncte de aniversare sau reduceri pentru clienți
436608,"Am gasit rapid ce cautam, chiar si cateva oferte speciale de care am profitat !","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am gasit rapid ce cautam, chiar si cateva oferte speciale de care am profitat ! </s>",promotions is positive; shop diversity is positive; shop organization is positive,"Am găsit repede ceea ce căutam, chiar şi câteva oferte speciale de care am profitat!","Am găsit repede ceea ce ne-am dorit, am avut chiar şi câteva oferte speciale, şi am profitat de ele!"
436609,Cea mai buna si practica metoda: garantia pe card. Felicitari,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cea mai buna si practica metoda: garantia pe card. Felicitari </s>,service is positive,Cea mai bună şi mai practică metodă: garanţia cardului de credit.,Nu există nici o altă soluție decât să fii garantat de o carte de credit.
