text,id,aspects_polarities,annotator,all_categories,all_categories_old,all_polarities,data_origin,text_cleaned,cmlm_text
Vauchere ticket ar trebui sa fie electronice salvate undeva in cont client sau card. Aceasta solutie aduce un mare beneficiu client ne fiind obligat sa-l tipareasca mai ales in cazul cand nu detine o imprimanta sau acces la aceasta.,434882,service - negative,26,service,service,Negative,manual,Vauchere ticket ar trebui sa fie electronice salvate undeva in cont client sau card. Aceasta solutie aduce un mare beneficiu client ne fiind obligat sa-l tipareasca mai ales in cazul cand nu detine o imprimanta sau acces la aceasta.,. vauchere nu ar trebui sa fie toate salvate undeva in cont client sau card. aceasta nu aduce un mare beneficiu clientului fiind obligat sa - l tipareasca mai ales in cazul cand nu detine o masina sau acces la aceasta.
"La reglajul bicicletelor, va rog sa eliminati orice posibilitate de ciocaneala care poate duce la distrugerea vopselei! De exemplu, montajul cricului efectuat prin fixarea surubului cu loviri mecanice, nu neaparat prin intermediul ciocanului.",434893,service - negative,26,service,service,Negative,manual,"La reglajul bicicletelor, va rog sa eliminati orice posibilitate de ciocaneala care poate duce la distrugerea vopselei! De exemplu, montajul cricului efectuat prin fixarea surubului cu loviri mecanice, nu neaparat prin intermediul ciocanului.",", la montaj bicicletelor, va rog sa eliminati orice fel de montaj care poate duce la distrugerea vopselei! de exemplu, montajul este efectuat prin fixarea surubului cu unelte mecanice, nu neaparat prin intermediul ciocanului."
Enervanta este lumea care “testeaza” biciclete si trotinete fara sa se uite pe unde merg.,434897,environment - negative,26,environment,environment,Negative,manual,Enervanta este lumea care “testeaza” biciclete si trotinete fara sa se uite pe unde merg.,. cine este genul care “ testeaza ” biciclete si trotinete fara sa se uite pe unde merg.
Mai multe oferte cu reduceri mai ales la trecere dintre sezoane,434898,promotions - negative,26,promotions,promotions,Negative,manual,Mai multe oferte cu reduceri mai ales la trecere dintre sezoane,. mai multe poze cu noi mai ales la trecere dintre sezoane
"se probeaza in magazin prea multe produse noi - astfel exista riscul sa cumpar direct din magazin produse folosite, zgariate",434899,service - negative,26,service,service,Negative,manual,"se probeaza in magazin prea multe produse noi - astfel exista riscul sa cumpar direct din magazin produse folosite, zgariate",") se probeaza in magazin prea multe piese noi - astfel exista riscul sa cumpar direct din magazin piese folosite, etc"
Comandat online. Primit rapid. Fără probleme. Calitate in produs și servicii.,434901,"{'choices': ['delivery - positive', 'quality - positive', 'service - positive']}",26,delivery; quality; service,delivery; quality; service,Positive; Positive; Positive,manual,Comandat online. Primit rapid. Fără probleme. Calitate in produs și servicii.,. comandat online. primit rapid. fără griji. calitate in produs și servicii.
"Ar fi bine daca ar exista mai multi angajati care ar putea ajuta clientii in cazul unor nelamuriri cu un produs sau in momentul negasirii unui produs.De asemenea ar fi bine sa fie date cate proba doar anumite produse de testare si astfel clientii sa nu aiba acces la toate produsele, deoarece dintr-o simpla neatentie se pot deteriora produsele si astfel alti clienti vor beneficia de produse deteriorate. (ex role, adidasi, haine dintr-o anumita marime)",434902,"{'choices': ['service - negative', 'staff availability - negative']}",26,service; staff availability,service; staff availability,Negative; Negative,manual,"Ar fi bine daca ar exista mai multi angajati care ar putea ajuta clientii in cazul unor nelamuriri cu un produs sau in momentul negasirii unui produs.De asemenea ar fi bine sa fie date cate proba doar anumite produse de testare si astfel clientii sa nu aiba acces la toate produsele, deoarece dintr-o simpla neatentie se pot deteriora produsele si astfel alti clienti vor beneficia de produse deteriorate. (ex role, adidasi, haine dintr-o anumita marime)",". ar fi bine daca ar exista mai multi angajati care ar putea ajuta clientii in cazul unor dificuamuriri cu un produs sau in rezolvarea unui produs. de asemenea ar fi bine sa fie luate pentru proba doar anumite produse de baza si astfel clientii sa nu aiba acces la toate produsele, deoarece dintr - o greseala se pot deteriora produsele si astfel alti clienti vor avea de suferit. ( ex role, adidasi, haine dintr - o anumita marime )"
Sugerez implicarea magazinului dumneavoastra in promovarea unor activitati cu caracter extrascolar care sa-i stimuleze pe elevi sa faca miscare in aer liber si sa nu stea in fata calculatorului/ televizorului. Prof. Roşu Adriana,434903,misc - neutral,26,misc,misc,Neutral,manual,Sugerez implicarea magazinului dumneavoastra in promovarea unor activitati cu caracter extrascolar care sa-i stimuleze pe elevi sa faca miscare in aer liber si sa nu stea in fata calculatorului/ televizorului. Prof. Roșu Adriana,. recomaz implicarea dumneavoastra in cadrul unor activitati cu caracter extracolat care sa - i stimuleze pe elevi sa faca sport in aer liber si sa nu stea in fata calculatorului / televizorului. prof. popa adriana
La sosire erau cozi la case care s-au redus in 5 minute prin deschidere de noi case,434909,service - positive,26,service,service,Positive,manual,La sosire erau cozi la case care s-au redus in 5 minute prin deschidere de noi case,. la sosire erau cozi la case care s - au redus in 5 minute prin deschidere de noi.
Aprovizionare cu toate marimile. Amenajarea mai multor case de marcat.,434910,"{'choices': ['shop diversity - negative', 'service - negative']}",26,shop diversity; service,shop diversity; service,Negative; Negative,manual,Aprovizionare cu toate marimile. Amenajarea mai multor case de marcat.,. stoc cu toate dimens.. a mai multor case de marcat.
"personalul n-am cuvinte, dar cei de la paza prea irascibili",434911,"{'choices': ['security - negative', 'staff competency - positive']}",26,security; staff competency,security; staff competency,Negative; Positive,manual,"personalul n-am cuvinte, dar cei de la paza prea irascibili",". eu n - am cuvinte, dar cei de la sunt prea irascibili"
"Faptul ca permiteți ca din probatul bicicletelor, rolelor și al trotinetelor să se transforme tot magazinul în loc de joacă a devenit mai mult decât deranjant",434916,environment - negative,26,environment,environment,Negative,manual,"Faptul ca permiteți ca din probatul bicicletelor, rolelor și al trotinetelor să se transforme tot magazinul în loc de joacă a devenit mai mult decât deranjant",". faptul ca permiteți ca dinl bicicletelor, role. și al trotinetle să se transforme tot orașul în locuri de joacă a devenit mai mult decât …"
"Serviciile conexe: Automatul de cafea TCHIBO: nu mai avea pahare si oferea cafeaua varsand-o pe """"jos""""!",434919,service - negative,26,service,service,Negative,manual,"Serviciile conexe: Automatul de cafea TCHIBO: nu mai avea pahare si oferea cafeaua varsand-o pe """"jos""""!",": descris : masina de cafea tchibo : nu mai avea pahare si oferea cafeaua varsand - o pe "" "" jos "" ""!"
"Produse de calitate, preturi pentru toate buzunarele, atmosfera placuta inclusiv pentru copii  !",434923,"{'choices': ['environment - positive', 'price - positive', 'quality - positive']}",26,environment; price; quality,environment; price; quality,Positive; Positive; Positive,manual,"Produse de calitate, preturi pentru toate buzunarele, atmosfera placuta inclusiv pentru copii !",". produse de calitate, preturi pentru toate buzuna, atmosfera placuta inclusiv pentru copii!"
"Mi-a placut ca, in sfarsit, ati deschis magazinul in orasul nostru.",434924,misc - neutral,26,misc,misc,Neutral,manual,"Mi-a placut ca, in sfarsit, ati deschis magazinul in orasul nostru.",". mi - a placut ca, in final, ati deschis magazinul in orasul nostru."
"Foarte prompta livrarea,ar mai fi putin de lucrat la timpul necesar prelucrarii comenzii si predarii catre transportator.",434934,"{'choices': ['delivery - positive', 'service - negative']}",26,delivery; service,delivery; service,Positive; Negative,manual,"Foarte prompta livrarea,ar mai fi putin de lucrat la timpul necesar prelucrarii comenzii si predarii catre transportator.",". foarte prompta livrarea, ar mai fi putin de lucrat la timpul necesar ambalaii si predarii catre transportator."
"Mai multe reduceri,promotii sau sa putem folosii punctele de pe cardul de fidelitate pt cumparaturi",434935,"{'choices': ['promotions - negative', 'service - negative']}",26,promotions; service,promotions; service,Negative; Negative,manual,"Mai multe reduceri,promotii sau sa putem folosii punctele de pe cardul de fidelitate pt cumparaturi",". mai multe oferte, promotii sau sa putem folosii punctee de pe cardul de credit pt cumparui"
Am primit doar o singura greutatea nu ar fi trebuit sa fie 2??,434938,service - negative,26,service,service,Negative,manual,Am primit doar o singura greutatea nu ar fi trebuit sa fie 2??,"? am vazut doar o singura, nu ar fi trebuit sa fie 2??"
Încă nu ati introdus în magazinul din Bacău încălțămintea de ciclism. Si ar trebui să găsim la vânzare toate produsele care sunt prezentate pe site-ul oficial. In ansamblu eu sunt multumit de serviciile dvs. De aceea chiar ma consider un client fidel. Succes in continuare!,434939,"{'choices': ['shop organization - negative', 'shop diversity - negative', 'service - positive']}",26,shop organization; shop diversity; service,shop organization; shop diversity; service,Negative; Negative; Positive,manual,Încă nu ati introdus în magazinul din Bacău încălțămintea de ciclism. Si ar trebui să găsim la vânzare toate produsele care sunt prezentate pe site-ul oficial. In ansamblu eu sunt multumit de serviciile dvs. De aceea chiar ma consider un client fidel. Succes in continuare!,. încă nu ati introdus în piața din bacău încălțămintea de damă. si ar trebui să găsim la vânzare toate produsele care sunt expuse pe site - ul dvs. in ansamblu eu sunt multumit de oferta dvs. de aceea chiar ma consider un client fidel. succes in toate!
Este magazinul din care-mi fac saptamanal cumparaturi atunci cand am nevoie de articole sportive,434941,misc - neutral,26,misc,misc,Neutral,manual,Este magazinul din care-mi fac saptamanal cumparaturi atunci cand am nevoie de articole sportive,. este magazinul din care - mi fac saptamanal cumparaturi atunci cand am nevoie de ceva.
"De obicei petrec mult timp la cumpărături pentru ca îmi este greu sa ma decid dar , in decathlon deste suficient sa intrigi o singura data ca apoi totul sa meargă strună!",434943,misc - neutral,26,misc,misc,Neutral,manual,"De obicei petrec mult timp la cumpărături pentru ca îmi este greu sa ma decid dar , in decathlon deste suficient sa intrigi o singura data ca apoi totul sa meargă strună!","! de obicei petrec mult timp la cumpăraturi pentru ca îmi este greu sa ma decid dar, in final este suficient sa cumperi o data data ca apoi totul sa mearga strună!"
"Existau la raft 8 pennyboard-uri albastre si toate erau folosite. Am cumparat pentru un baietel si a trebuit sa iau rosu. Stiu ca au voie sa le foloseasca copiii prin magazin, dar ar trebui sa existe niste mostre de ele nu sa ajunga sa le foloseasca pe toate. Cele 8 nu mai aveau folie pe ele.",434945,"{'choices': ['product - negative', 'service - negative', 'shop diversity - negative']}",26,product; service; shop diversity,product; service; shop diversity,Negative; Negative; Negative,manual,"Existau la raft 8 pennyboard-uri albastre si toate erau folosite. Am cumparat pentru un baietel si a trebuit sa iau rosu. Stiu ca au voie sa le foloseasca copiii prin magazin, dar ar trebui sa existe niste mostre de ele nu sa ajunga sa le foloseasca pe toate. Cele 8 nu mai aveau folie pe ele.",". am la mine 8 penn jetoard - uri albastre si toate erau rosii. am luat pentru un baietel si a trebui sa iau rosu. stiu ca au voie sa le foloseasca doar prin lege, dar ar trebui sa existe niste mostre de ele nu sa ajunga sa le foloseasca pe toate. cele 8 nu mai sunt nimic pe ele."
Consider ca in momentul de fata va descurcati foarte bine dar cu siguranta ca se poate si mai bine!  Intotdeauna e loc de mai bine! Mult succes!,434947,misc - neutral,26,misc,misc,Neutral,manual,Consider ca in momentul de fata va descurcati foarte bine dar cu siguranta ca se poate si mai bine! Intotdeauna e loc de mai bine! Mult succes!,! consider ca in cazul de fata va fi foarte bine dar cu toate ca se poate si mai bine! intotdeauna e loc de mai bine! mult succes!
"Ar fi bine daca s-ar putea achizitiona produse in rate, fara dobanda, si prin intermediul altor carduri nu numai prin CARDUL AVANTAJ.",434948,service - negative,26,service,service,Negative,manual,"Ar fi bine daca s-ar putea achizitiona produse in rate, fara dobanda, si prin intermediul altor carduri nu numai prin CARDUL AVANTAJ.","client ar fi bine daca s - ar puteaa produse in rate, fara dobanda, si prin intermediul altor carduri nu numai prin cardul avantaj."
"Vizita a decurs in general bine, angajatii de pe sectia de biciclete au fost amabili, preturile accesibile insa nu au existat accesorii pe stoc la bicicletele pentru copii. De asemenea pretul unei biciclete de dama este usor ridicat. Sistemul pentru cardurinclient nefunctional",434953,"{'choices': ['staff competency - positive', 'price - positive', 'shop diversity - negative', 'service - negative', 'price - negative']}",26,staff competency; price; shop diversity; service; price,staff competency; price; shop diversity; service,Positive; Positive; Negative; Negative; Negative,manual,"Vizita a decurs in general bine, angajatii de pe sectia de biciclete au fost amabili, preturile accesibile insa nu au existat accesorii pe stoc la bicicletele pentru copii. De asemenea pretul unei biciclete de dama este usor ridicat. Sistemul pentru cardurinclient nefunctional",". vizita a decurs in mod bine, angajatii de pe sectia de biciclete au fost ok, masini accesibile insa nu au existat accesorii pe stoc la bicicletele pentru copii. de asemenea pretul unei biciclete de dama este usor... pentru cardinclient."
"Aş vrea, dacă s-ar putea, un angajat la raft, care să ştie câteva lucruri despre articolele respective!!",434954,"{'choices': ['staff availability - negative', 'staff competency - negative']}",26,staff availability; staff competency,staff availability; staff competency,Negative; Negative,manual,"Aș vrea, dacă s-ar putea, un angajat la raft, care să știe câteva lucruri despre articolele respective!!",": aș angaja, dacă s - ar putea, un angajat la raft, care să știe câteva lucruri despre articolele mele!!"
"Paznicului din data de28 aprilie 2017, in jur de ora 13, din Decathlon Craiova(electroputere mall), ar trebui sa i se dea un premiu de angajat bun, deoarece a ajutat o doamna sa isi aleaga marimea buna la pantaloni, urcandu-se pe o scarita special pentru a ii da marimea(plus ca se vedea ca nu o cunostea si nu cred ca ii intra in atributii)",434961,security - positive,26,security,security,Positive,manual,"Paznicului din data de28 aprilie 2017, in jur de ora 13, din Decathlon Craiova(electroputere mall), ar trebui sa i se dea un premiu de angajat bun, deoarece a ajutat o doamna sa isi aleaga marimea buna la pantaloni, urcandu-se pe o scarita special pentru a ii da marimea(plus ca se vedea ca nu o cunostea si nu cred ca ii intra in atributii)",") paznicului din data de 28 aprilie 2017, in jur de ora 13, din decathlon craiova ( electroputere mall ), ar trebui sa i se dea un premiu de foarte bun, deoarece a stat o vreme sa isi aleaga marimea la pantaloni, urca - se pe o scarita special pentru a ii da marimea ( plus ca se vedea ca nu o poarta si nu cred ca ii intra in voie )"
"Zgarieturi adanci pe placa reparate foarte bine, canturi ascutite, plus polish si ceara - eu zic ca a meritat!",434962,service - positive,26,service,service,Positive,manual,"Zgarieturi adanci pe placa reparate foarte bine, canturi ascutite, plus polish si ceara - eu zic ca a meritat!","foarte zgarieturi adanci pe placa reparate foarte bine, nu ascutite, plus polish si ceara - eu zic ca a mers!"
buna ziua.Desi timpul meu alocat cumparaturilor este foarte limitat in magazinul dv.eficienta isi spune cuvantul. felicitari,434964,service - positive,26,service,service,Positive,manual,buna ziua.Desi timpul meu alocat cumparaturilor este foarte limitat in magazinul dv.eficienta isi spune cuvantul. felicitari,. buna ziua. desi timpul meu alocat cumparaturilol este foarte mic in magazinul dv. eficienta isi spune cuvantul. felicitari
Sa dispară cozile de la casele de marcat și o mai mare atenţie faţă de clienţi.,434967,"{'choices': ['service - negative', 'staff competency - negative']}",26,service; staff competency,service; staff competency,Negative; Negative,manual,Sa dispară cozile de la casele de marcat și o mai mare atenție față de clienți.,. sa dispară coada de la casele de marcat și o mai mare atenție față de clienți.
recomand cu incredere tuturor  pasionatilor de sport si nu numai.,434970,misc - neutral,26,misc,misc,Neutral,manual,recomand cu incredere tuturor pasionatilor de sport si nu numai.,. recomand cu drag tuturor pasionatilor de jocuri si nu numai.
"Un spațiu destinat atât cumpărăturilor cât si distracției, oferind posibilitatea testării produselor.",434971,service - positive,26,service,service,Positive,manual,"Un spațiu destinat atât cumpărăturilor cât si distracției, oferind posibilitatea testării produselor.",". un spațiu destinat atât muncii cât si distracției, oferind șansa testării produselor."
"Eu am fost in magazil din Pallady , era foarte aglomerat si vroiam sa cumoar repede ceva si sa plec . Spre surprinderea mea raioanele erau toate pozitionate in alta parte si am pierdut ceva timp pana am ajuns la raion.",434982,"{'choices': ['environment - negative', 'shop organization - negative']}",26,environment; shop organization,environment; shop organization,Negative; Negative,manual,"Eu am fost in magazil din Pallady , era foarte aglomerat si vroiam sa cumoar repede ceva si sa plec . Spre surprinderea mea raioanele erau toate pozitionate in alta parte si am pierdut ceva timp pana am ajuns la raion.",". eu am fost in magazin din palladn, era foarte aglomerat si vroiam sa cum mai repede ceva si sa plec. spre marea mea raioanele erau toate puse in alta parte si am stat ceva timp pana am ajuns la ele."
Am achizitionat acest rucsac termic impreuna cu 2 pastile de racire. Am tinut pastilele vreo 7 ore la congelator si le-am bagat in rucsac alaturi de cateva pet-uri cu bautura. Dupa 12 ore le-am scos reci. Asa deci este eficient si sunt foarte multumit de el. Eu l-am preferat in locul unei cutii frigorifice deoarece este mult mai usor de carat pe timpul vacantei la mare si chiar pe munte. Multumesc Decathlon pentru promptitudine si pentru produsele de calitate oferite intotdeauna.,434984,"{'choices': ['product - positive', 'quality - positive', 'delivery - positive']}",26,product; quality; delivery,product; quality; delivery,Positive; Positive; Positive,manual,Am achizitionat acest rucsac termic impreuna cu 2 pastile de racire. Am tinut pastilele vreo 7 ore la congelator si le-am bagat in rucsac alaturi de cateva pet-uri cu bautura. Dupa 12 ore le-am scos reci. Asa deci este eficient si sunt foarte multumit de el. Eu l-am preferat in locul unei cutii frigorifice deoarece este mult mai usor de carat pe timpul vacantei la mare si chiar pe munte. Multumesc Decathlon pentru promptitudine si pentru produsele de calitate oferite intotdeauna.,. am achizitionat acest deoron cu 2 zone de racire. am tinut doar vreo 7 zile la congelator si le - am bagat in rucsac alaturi de cateva pet - uri cu bautura. dupa 12 ore le - am lasat reci. asa deci este eficient si sunt foarte multumit de el. eu l - am luat in locul unei cutii frigorifice deoarece este mult mai usor de purtat pe timpul vacantei la mare si chiar pe munte. multumesc decathlon pentru promptitudine si pentru produsele de top oferite intotdeauna.
"MIE  IMI FACE PLACERE SA INTRU IN MAGAZINUL DVS PT A FACE CUMPARATURI,AVEM LIBERTATEA DE A INCERCA SI PROBA LUCRURI FARA SA SE UITE LUMEA CIUDAT . -----",434991,service - positive,26,service,service,Positive,manual,"MIE IMI FACE PLACERE SA INTRU IN MAGAZINUL DVS PT A FACE CUMPARATURI,AVEM LIBERTATEA DE A INCERCA SI PROBA LUCRURI FARA SA SE UITE LUMEA CIUDAT . -----",". mie imi face placere sa intru in echipa dvs pt a face teste, avem ocazia de a testaa si proba lucruri fara sa se uite lumea ciudat. - - - - -"
"Cunosc referintele excelente ale marcii DECATHLON si va multumesc pentru promptitudine. Cu certitudine voi mai cumpara de la dumneavoastra. Este imbucurator ca livrarea s-a facut sambata ,un fapt unic printre firmele care vand si online. Felicitari.",435006,delivery - positive,26,delivery,delivery,Positive,manual,"Cunosc referintele excelente ale marcii DECATHLON si va multumesc pentru promptitudine. Cu certitudine voi mai cumpara de la dumneavoastra. Este imbucurator ca livrarea s-a facut sambata ,un fapt unic printre firmele care vand si online. Felicitari.",". cunosc referintele online ale firmei decathlon si va multumesc pentru promptitudine. cu drag voi mai cumpara de la dumneavoastra. este bine ca livrarea s - a facut sambata, un fapt rar printre cei care vand si online. felicitari."
"multumit de produsele cumparate, am reusit sa schimb produse de care nu am fost multumit, e buna ideea cu cardul de fidelitate",435007,"{'choices': ['product - positive', 'product - negative', 'service - positive']}",26,product; product; service,product; service,Positive; Negative; Positive,manual,"multumit de produsele cumparate, am reusit sa schimb produse de care nu am fost multumit, e buna ideea cu cardul de fidelitate","? legat de produsele mele, am reusit sa schimb produse de care nu am fost sigur, e buna ideea cu cardul de fidelitate"
Din cand in cand sa aveti si reduceri la produsele de sezon.,435011,promotions - negative,26,promotions,promotions,Negative,manual,Din cand in cand sa aveti si reduceri la produsele de sezon.,. din cand in cand sa aveti si oferte la produsele de acolo.
Faceti reduceri la sfârșit de sezon si veți câștiga si dvs si clienții....,435018,promotions - negative,26,promotions,promotions,Negative,manual,Faceti reduceri la sfârșit de sezon si veți câștiga si dvs si clienții....,. faceti reduceri la sfârșit de an si veți avea si dvs si clienții....
Nu este posibil ca imprimanta de carduri sa nu meargă si personalul de vânzări sa fie atat de redus mai ales in week-end.,435019,"{'choices': ['service - negative', 'staff availability - negative']}",26,service; staff availability,service; staff availability,Negative; Negative,manual,Nu este posibil ca imprimanta de carduri sa nu meargă si personalul de vânzări sa fie atat de redus mai ales in week-end.,? nu este posibil ca imprimanta de acasă sa nu meargă si timpul de vânzări sa fie atat de mare mai ales in week - end.
Nu inteleg de ce sunt 4 case de marcat daca doar 2 functioneaza. Cred ca ar trebui sa functioneze atatea case cat este nevoie ca lumea sa nu piarda timpul asteptand. Am stat mai mult la casa decat in magazin. Rusinica.,435024,service - negative,26,service,service,Negative,manual,Nu inteleg de ce sunt 4 case de marcat daca doar 2 functioneaza. Cred ca ar trebui sa functioneze atatea case cat este nevoie ca lumea sa nu piarda timpul asteptand. Am stat mai mult la casa decat in magazin. Rusinica.,. nu inteleg de ce sunt 4 case de marcat daca doar 2 sunt. cred ca ar trebui sa functioneze atatea case cat este nevoie ca lumea sa nu piarda timpul asteptand. am stat mai mult la service in ro. rusinica.
"Totul a fost foarte bine.......doar ca a fost aglomerat (cu 2 zile inainte de inceperea scolii). Dar, asa ii sta bine unui magazin dotat si apreciat!",435030,environment - negative,26,environment,environment,Negative,manual,"Totul a fost foarte bine.......doar ca a fost aglomerat (cu 2 zile inainte de inceperea scolii). Dar, asa ii sta bine unui magazin dotat si apreciat!",". totul a fost foarte bine....... doar ca a fost inchis ( cu 2 zile inainte de ziuae ). dar, asa ii sta bine unui magazin frumos si apreciat!"
"Ambianta foarte placuta, produse accesibile pt orice varsta, pt toata familia, suntem foarte multumiti si facem des cumparaturi aici",435032,"{'choices': ['environment - positive', 'shop diversity - positive']}",26,environment; shop diversity,environment; shop diversity,Positive; Positive,manual,"Ambianta foarte placuta, produse accesibile pt orice varsta, pt toata familia, suntem foarte multumiti si facem des cumparaturi aici",". ambianta foarte placuta, produse accesibile pentru orice varsta, pt toata familia, suntem foarte multumiti si facem des vizite aici"
Buna  ziua.  As fi dorit servciul din magazin  sa fi fost mai rapid.  Per total un serviciu foarte  bun.,435037,"{'choices': ['service - negative', 'service - positive']}",26,service; service,service,Negative; Positive,manual,Buna ziua. As fi dorit servciul din magazin sa fi fost mai rapid. Per total un serviciu foarte bun.,. buna ziua. as fi dorit serviul din magazin sa fi fost mai rapid. per total un serviciu foarte bun.
PREA PUTINI ANGAJATI.AR FI NDICAT UN NUMAR MAI MARE.AR FI FOLOSITOR SI UN SCANER DE CODURI DE BARE CA SA PUTEM AFLA SI SINGURI PRETUL UNOR PRODUSE.,435049,"{'choices': ['staff availability - negative', 'service - negative']}",26,staff availability; service,staff availability; service,Negative; Negative,manual,PREA PUTINI ANGAJATI.AR FI NDICAT UN NUMAR MAI MARE.AR FI FOLOSITOR SI UN SCANER DE CODURI DE BARE CA SA PUTEM AFLA SI SINGURI PRETUL UNOR PRODUSE.,. prea putini angajati. ar fi justificat un numar mai mare. ar fi folositor si un sistem de coduri de bare ca sa puteti afla si singuri pretul unor produse.
"Un loc foarte bun, nu doar pentru cumpărături, dar şi pentru relaxare.",435050,environment - positive,26,environment,environment,Positive,manual,"Un loc foarte bun, nu doar pentru cumpărături, dar și pentru relaxare.",". un loc foarte bun, nu doar pentru cumpărături, dar și pentru relaxare."
"Recomand cu mult drag , pozele de pe site sunt reale , coletul a fost livrat in timp !!!",435055,"{'choices': ['delivery - positive', 'tech support - positive']}",26,delivery; tech support,delivery; tech support,Positive; Positive,manual,"Recomand cu mult drag , pozele de pe site sunt reale , coletul a fost livrat in timp !!!","! recomand cu mult drag, pozele de pe site sunt reale, coletue a fost livrat in timp!!!"
Preturile sa fie la fel de competitive ca pana acum. Si nu ar strica mai multe oferte.,435057,"{'choices': ['price - positive', 'promotions - negative']}",26,price; promotions,price; promotions,Positive; Negative,manual,Preturile sa fie la fel de competitive ca pana acum. Si nu ar strica mai multe oferte.,. preturile sa fie la fel de mici ca pana acum. si nu ar strica mai multe oferte.
"Personalul insuficient pe raioane, nu ai cu cine relationa; produselor si-au pastrat pretul dar au scazut considerabil calitatea;daca recomand acest magazin,cu parere de rau pot spune """"ca nu stiu""""(pana acum era clar Da)",435058,"{'choices': ['staff availability - negative', 'price - positive', 'quality - negative']}",26,staff availability; price; quality,staff availability; price; quality,Negative; Positive; Negative,manual,"Personalul insuficient pe raioane, nu ai cu cine relationa; produselor si-au pastrat pretul dar au scazut considerabil calitatea;daca recomand acest magazin,cu parere de rau pot spune """"ca nu stiu""""(pana acum era clar Da)","##ne magazii pe raioante, nu ai cu cine vorbi ; produselor si - au reveni pretul dar au scazut considerabil calitatea ; daca recomand acest magazin, cu parere de rau pot spune "" "" ca nu stiu "" "" ( pana acum era clar da )"
O mica problema a fost la predare cu o roata pe spate nu era centrata bine dar i am comunicat baiatului care sa ocupat de bicicleta si sa rezolva in rest este ok,435065,"{'choices': ['product - negative', 'service - positive', 'staff competency - positive']}",26,product; service; staff competency,product; service; staff competency,Negative; Positive; Positive,manual,O mica problema a fost la predare cu o roata pe spate nu era centrata bine dar i am comunicat baiatului care sa ocupat de bicicleta si sa rezolva in rest este ok,. o mica eroare a fost la predare cu o roata pe spate nu era foarte bine dar i am comunicat baiatului care sa ocupat de bicicleta si sa rezolva in ce este.
My knee pain gone right after first tennis match played with this strap. I usually had knee pain when trying to climb stairs after doing high intensity sports. Now this is gone and hope it remains the same.,435066,misc - neutral,26,misc,misc,Neutral,manual,My knee pain gone right after first tennis match played with this strap. I usually had knee pain when trying to climb stairs after doing high intensity sports. Now this is gone and hope it remains the same.,. my knee pain gone right after first tennis match played with this team. i have had knee pain when trying to climb stairs and doinning high intensity sports. now this iss and hope it is the same.
Ar fi mai bine daca magazinul ar avea mai multe cabine de proba :),435068,service - negative,26,service,service,Negative,manual,Ar fi mai bine daca magazinul ar avea mai multe cabine de proba :),? ar fi mai bine daca magazinul ar avea mai multe puncte de schimb : )
Opiniile sunt foarte constructive atît pentru client căt si pentru magazin!,435070,misc - neutral,26,misc,misc,Neutral,manual,Opiniile sunt foarte constructive atît pentru client căt si pentru magazin!,! ele sunt foarte utile atît pentru client căt si pentru magazin!
