id,text_cleaned,all_categories,all_polarities,text_bt_RoEnRo,text_bt_RoEnChRo
436322,"Magazinul este prea slab aprovizionat, multe dintre modelele de biciclete nu există în display, iar majoritatea corturilor sunt disponibile doar pe comandă. Mi se pare penibil sa dureze 2-3 săptămâni pentru o comandă (de ex cort sau trotinetă), în condițiile în care în magazinele din occident durează maxim 5 zile lucrătoare.Personalul este relativ competent, depinde de raion...De asemenea, am fost surprinsă sa aflu ca politica de retur si schimb nu este atât de laxă precum politica grupului in occident, ceea ce mi se pare nedrept fata de consumatorii români.Recomand magazinul doar pentru că cunosc marca si in general sunt foarte mulțumită de produsele Decathlon.",delivery; product; return warranty; shop diversity; staff competency,Negative; Positive; Negative; Negative; Neutral,"Magazinul este prea slab stocat, multe dintre modelele de biciclete nu sunt expuse, iar majoritatea corturilor sunt disponibile doar la comandă.Mi se pare că durează 2-3 săptămâni pentru o comandă (de exemplu cort sau scuter), în condițiile în care în magazinele din vest durează maximum 5 zile lucrătoare.Personalul este relativ competent, depinde de district...De asemenea, am fost surprins să constat că politica de returnare și schimb nu este la fel de laxă ca politica grupului din vest, ceea ce mi se pare nedrept față de consumatorii români.Recomand magazinul doar pentru că cunosc marca și sunt în general foarte mulțumit de produsele Decathlon.","În plus, am fost surprins să aflu că politica de returnare și schimb nu este la fel de liberă ca cea a Western Group, ceea ce mi s-a părut nedrept. Am recomandat magazinul doar pentru că știam de marca și am fost foarte mulțumit de produsele Decathlon în general."
436323,In magazinul din cluj nu este personal la rafturi. Stai o ora sa vina cineva sa te ajute sa cumperi un produs.,staff availability,Negative,"În magazinul clubului nu există personal pe rafturi, așa că așteptați o oră pentru cineva să vină și să vă ajute să cumpărați un produs.","Nu există nici un angajat pe rafturile magazinelor clubului, așa că așteptați o oră, apoi ați venit la magazinul clubului și ați văzut că nu aveți nici un angajat."
436326,Personal aproape inexistent si prost informat privind produsele si disponibilitatea acestora.,staff availability; staff competency,Negative; Negative,Personal aproape inexistent și slab informat cu privire la produse și disponibilitatea acestora.,"În acest moment, există o mare lipsă de oameni, de produse și de informații despre disponibilitate."
436327,"Personalul din cadrul decathlon SIBIU nu isi dau interesul mai deloc. Atelierul este degeaba, imi duc bicicleta in atelier dureaza mult, iar daca ma duc mi-o face pe loc. Sunt niste mincinosi. Am defecte la bicicleta ei spun ca nu are nimic le este lene. PREFER SA DUC BICICELTA ACUM LA UN ALT MAGAZIN IN CARE ANGAJATII SUNT IN STARE SA IMI SCHIMBE PIESELE SI SA O REPARE. JALNIC JALNIC JALNIC JALNICCC !!!!!!!!!!!!!!!!",service; staff competency,Negative; Negative,"Personalul de la decatlonul SIBIU nu dă doi bani pe el. Atelierul e inutil, îmi duc bicicleta la atelier, durează mult, iar dacă mă duc o fac imediat. Sunt mincinoşi. Am defecte la bicicletă, spun că nu are nimic, sunt leneşi. Prefer să duc bicicleta acum la un alt magazin unde angajaţii sunt în atelier, schimbând piese şi reparând-o.","Staff-ului de la 10 concursuri nu-i pasă deloc. Atelierul e inutil, îmi duc bicicleta la atelier, durează mult, dacă mă duc o fac imediat. Sunt nişte înşelători."
436328,"Ma asteptam la reduceri ceva mai mari (pantalonii pe care i-am cumparat aveau undeva la 10% reducere doar)Nu am gasit produsele la raft, erau imprastiate Nu existau decat cateva marimi disponibile",promotions; shop diversity; shop organization,Negative; Negative; Negative,"Mă aşteptam la mai multă reducere. (Pantalonii pe care i-am cumpărat erau cu 10% reducere) Nu am putut găsi produsele pe raft, erau împrăştiate. Erau disponibile doar câteva mărci.","Nu am găsit nimic pe rafturi, erau împrăştiate. Erau doar câteva mărci la dispoziţie."
436330,"personalul pe raion nu prea gasesti, atunci cand se preia o comanda pentru un anumit produs trebuie anuntat clientul daca a venit marfa su nu , eu am asteptat 2 saptamani si nu ma sunat nimeni dar produsele erau la raft , am trecut sa vad ce s-a intamplat si marfa era la raft, chiar mai multe prosduse.",delivery; service; staff availability,Negative; Negative; Negative,"Personalul de la tejghea nu este foarte mult gasiti, atunci când luați o comandă pentru un anumit produs trebuie să fie notificat clientului dacă bunurile au venit su nu, am așteptat 2 săptămâni și nimeni nu ma sunat dar produsele au fost pe raft, am mers să văd ce sa întâmplat și bunurile au fost pe raft, chiar mai prost.","Nimeni nu m-a sunat, dar marfa era pe raft, m-am dus să văd ce se întâmplă, marfa era pe raft, mai prostesc."
436335,"De câte ori vreau sa-mi folosesc punctele de pe cardul de fidelitate, ori nu funcționează sistemul ori sunt condiționat de primirea voucher-ului pe e-mail... sistemul acesta este in avantajul magazinului și mai puțin in cel al clientului.",service,Negative,"De fiecare dată când vreau să-mi folosesc punctele de loialitate, sau sistemul nu funcţionează sau sunt condiţionat să primesc voucherul prin e-mail... acest sistem este în avantajul magazinului şi mai puţin în avantajul clientului.","De fiecare dată când vreau să folosesc punctele mele de fidelitate, sau sistemul nu funcționează, sau sunt rugat să primesc un cupon prin e-mail... sistemul este pentru binele magazinului, nu pentru binele clientului."
436336,"Galagie, multe trotinete si biciclete, de care trebuie sa te feresti, parca ar fi tot magazinul o pista de curse.",environment,Negative,"Galagie, o mulțime de scutere și biciclete, pe care trebuie să evite, ca și cum întregul magazin a fost un circuit.","Nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu,"
436337,"Trebuie mai multa ordine si curatenie, iar personalul mai bine instruit..",environment; shop organization; staff competency,Negative; Negative; Negative,"Avem nevoie de mai multă ordine şi curăţenie, şi de personal mai bine instruit.",Avem nevoie de mai multă ordine şi curăţenie.
436341,"slab in ceeace priveste descrierea produselor, deficiente majore in a compune (daca asta iti doresti) un echipament simplu ar fi daca ati adauga in site un buton,( la asta se asorteaza ...sau compatibil cu:...etc )comunicarea intre departamente, lasa de dorit timpi extraordinari de lungi ptr livrarelipsa produse ( majoritatea vin din Franta...)",delivery; service; tech support,Negative; Negative; Negative,"descrierea slabă a produsului, deficiențe majore în compilare (dacă asta e ceea ce doriți) un echipament simplu ar fi dacă ați adăuga un buton pe site, care se potrivește... sau compatibil cu:...etc) comunicarea între departamente, lăsați nedorite termene de livrare suplimentare pentru produsele (cele mai multe vin din Franța...)","O simplă metodă este să adaugi un buton pe site, care să se potrivească cu... sau compatibil cu... etc."
436342,"In magazinul din targu mures, un oras bilingv, cred ca reprezinta o lipsa rde respect sa nu adoptati atitudiena celorlalte hipermarketuri din zona, care au incriptii bilingve pe raionuri. acest fapt ma face sa fac cumparaturile altundeva, chiar daca imi place decathlon pentru aspectele ei pozitive.",service,Negative,"În magazinul din piață, un oraș bilingv, cred că e lipsit de respect să nu adoptăm atitudinea altor hipermarketuri din zonă, care au criptare bilingvă pe secțiuni. Acest fapt mă face să cumpăr în altă parte, chiar dacă îmi place decathlonul pentru aspectele sale pozitive.","Pentru un magazin de pe perete din acest oraş bilingv, cred că ar fi lipsit de respect să nu adopţi atitudinea celorlalţi supermarketuri din zonă, care au o atitudine de a nu fi atât de tolerantă cu ceilalţi."
436343,"Servicii groaznice, am comandat o banda de alergat, a venit stricata, ni s-a explicat ca trebuie sa mergem cu ea la magazin ca sa vada ce e stricat la ea, in conditiile in care banda are 90 de kg si a luat 2 ore sa o ansamblam. Nici macar nu incape intr'o masina mica.Dupa ce ca ne'ati livrat un produs stricat, tot noi avem batai de cap.Am vorbit cu vreo 4 persoane la telefon, care nici una nu stia ce sa facem. Prima si ultima data cand mai comandam ceva de aici.",product; service; staff competency,Negative; Negative; Negative,"Am comandat o bandă de alergare, a venit stricată, ni s-a spus că trebuie să o ducem la magazin să vedem ce e în neregulă cu ea, deoarece banda de alergare cântărește 90 de kilograme și a durat două ore să o asamblăm. Nici măcar nu se potrivește într-o mașină mică. După ce ați livrat un produs defectuos, încă mai avem probleme. Am vorbit la telefon cu patru persoane, niciuna dintre ele nu știa ce să facă. Prima și ultima dată când am comandat ceva de aici.","Am comandat un treu, care s-a stricat, şi ni s-a spus că trebuie să-l ducem la magazin să vedem ce e în neregulă cu el, pentru că treu cântăreşte 200 de lire şi a durat două ore să-l asamblăm. Nu se potriveşte nici măcar pentru o cărucioră."
436345,Nu mai lasati copiii sa se plimbe prin magazin cu biciclete sau alte mijloace pt ca lovesc ceilalti clienti noi de mai multe ori am parasit magazinul din cauza asta .,environment,Negative,"Nu lăsa copiii să meargă pe biciclete prin magazin, pentru că au lovit clienţii noi de mai multe ori.","Copiii nu ar trebui să meargă pe biciclete sau alte lucruri în magazine, pentru că vor lovi în mod repetat alți clienți noi."
436347,Folosiți ceva mai mulți angajati. Cred ca sunt prea incarcati.,staff availability,Negative,"Mai foloseşte câţiva angajaţi, cred că sunt supraîncărcaţi.",Este nevoie de mai mulţi angajaţi.
436348,"Ora 17..Angajații aveau un gen de sedinta..erau adunati dupa niste rafturi; disponibil era bodyguardul si o casiera; nu aveai pe cine sa intrebi anumite detalii/marimi referitor la un produs!Niciodată la acest magazin nu am vazut un asistent de vanzari sa fie pe langa clienti, fiecare pe anumite departamente. Mereu trebuie s fugi sa strigi dupa ei!",staff availability; staff competency,Negative; Negative,"La ora 5 după-amiaza, angajaţii aveau o întâlnire... erau adunaţi în spatele unor rafturi; era un bodyguard şi un casier; nu aveai pe cine să întrebi anumite detalii/întrebări despre un produs! Nu am văzut niciodată un asistent de vânzări în acest magazin care să fie lângă clienţi, fiecare în anumite departamente. Trebuie să alergi mereu să-i strigă!","Angajaţii au avut o şedinţă la ora 5 după-amiază... s-au adunat în spatele unor rafturi, au avut un agent de asigurări şi un casier, şi nu ai întrebat pe nimeni despre detalii/întrebări legate de un anumit produs!"
436350,"Timp peste limita bunului simt petrecut la casa de marcat în timp ce operatoarea prelua mesaje telefonice , efectua apeluri dar prelua si retururi si plangeri de la clienții sosiți spontan.",service; staff competency,Negative; Negative,"Timpul peste limita de bun simț petrecut la casa de marcat în timp ce operatorul a primit mesaje telefonice, a efectuat apeluri, dar a primit și rambursări și plângeri de la clienții care au sosit spontan.","Am petrecut mai mult timp decât ar fi trebuit la ghişeu, am răspuns la telefoane, am făcut apeluri, am primit rambursări şi plângeri de la clienţi care au venit de la sine."
436351,"Dezamagit ptr. proasta comunicare intre ,,centru,, si magazine . Primesc mail sa merg dupa card , iar cind ajung ,, teapa ,, . Asa va respectati clientii ?....scuze scuze si iarasi scuze . Nu de scuze am nevoie , m-ati pus pe drumuri degeaba , in magazine nici nu funcioneaza imprimanta de confectionat carduri .",staff competency; service,Negative; Negative,"Sunt dezamăgit din cauza comunicării proaste dintre centru și magazine. Primesc poșta pentru a merge după card, și când ajung acolo, ""Pășniță"". Așa îți respecți clienții?... scuze scuze și din nou scuze. Nu am nevoie de scuze, m-ai pus pe drumuri pentru nimic, în magazine imprimantă de carduri nici măcar nu funcționează.","Am fost dezamăgit de comunicarea dintre centru și magazin. Am primit un e-mail către NACA, și când am ajuns acolo, ""trap""."
436352,"Buna ziua,Serviciul EXTREM de slab... am lasat rachetele la racordat (a da... ca sa nu mai zic ca aceasta varianta nu exista in lista de mai sus, am bifat si eu role si trotinete pentru ca racordarea rachetelor nu se regaseste in acea lista... alta bila neagra). Pe langa faptul ca a durat o vesnicie pentru racordarea a 3 rachete, au fost si foarte prost racordate. Racordajul este foarte moale, desi am achizitionat un racordaj tot din magazinul decathlon. Calitatea racordajului este foarte buna, insa clar s-a gresit la racordare. Foarte dezamagit de acest serviciu. Nu cred ca voi mai apela vreodata la Decathlon pentru racordarea rachetelor. Multumesc.",service; service,Positive; Negative,"Bună ziua, serviciu EXTREM de rău... am lăsat rachetele pe andocare (da... să nu mai spun că această opțiune nu există în lista de mai sus, am verificat și rolele și scuterele pentru că andocarea rachetelor nu este în acea listă... o altă minge neagră). Pe lângă faptul că a durat o veșnicie pentru a andocare 3 rachete, acestea au fost, de asemenea, foarte rău conectate. Andocarea este foarte moale, deși am cumpărat o înregistrare de la magazinul de decatlon. Calitatea înregistrării este foarte bună, dar a fost greșit de a andocare. Foarte dezamăgit de acest serviciu. Nu cred că voi mai suna vreodată Decathlon pentru andocarea rachetelor.","Bună ziua, serviciul este foarte prost... am pus racheta pe cârlig (da... să nu mai vorbim că această opțiune nu există în lista de mai sus, am verificat și rola și skateboardul, deoarece cârligul rachetei nu era în acea listă... altă bilă neagră). În afară de faptul că a durat foarte mult timp pentru a cârlig 3 rachete, ele au fost conectate foarte prost."
436353,"O sa fiu scurt:1. In magazin nu gasesti stoc pe produse2. Daca comanzi in magazin nu te suna nimeni cand stocul difera de 03. Daca comanzi online situatie e la fel4. Cea mai deranjanta e probatul produselor: biciclete, trotinete si altele. Inteleg nevoia de probat perfect dar in spatiu restrans altfel multi se plimba peste tot, inclusiv pe alti clientu.",environment; service; shop diversity; staff competency,Negative; Negative; Negative; Negative,"Voi fi scurt: (1) În magazin nu găsești stoc de produse. (2) Dacă comanzi în magazin, nimeni nu te sună când stocul diferă de 03. Dacă comanzi online, situația este aceeași. (4) Cel mai deranjant lucru este testarea produselor: biciclete, scutere și altele. Înțeleg nevoia de a testa perfect, dar în spațiul restrâns, altfel mulți merg peste tot, inclusiv alți clienți.","Voi spune în scurt: 1) Nu găsești stoc în magazin. 2) Dacă comanzi în magazin, nimeni nu te sună când stocul e diferit de 0.3. Aceeași situație se întâmplă dacă comanzi online. 4) Cel mai îngrijorător este testarea produselor: biciclete, skateboard-uri etc."
436354,"Am fost să ridic produsul comandat, l-am găsit incomplet. Mi s-a spus să revin. De câte ori?",service,Negative,"Am mers să iau produsul pe care l-am comandat, l-am găsit incomplet, mi s-a spus să mă întorc.","Am fost la un magazin de produse, am luat un produs comandat, am găsit că nu era complet, şi mi s-a spus să-l returnez."
436355,"M-am prezentat duminica 21.02.2016 ora 16:00 la sediul din Pallady (cel mai aproape de domiciliu), cu schiurile in spate, pentru a utiliza voucher-ul pentru a ascuti si cerui schiurile.Domnul mi-a de la atelier mi-a comunicat senin ca tocmai s-a mutat amplasamentul atelierului in cadrul magazinului si in respectivul loc nu functioneaza ventilatia si din acest motiv nu imi poate prelua schiurile.Am rugat sa predau schiurile (le carasem pana acolo) pentru ca acestea sa fie reparate ulterior instalarii ventilatiei, insa am fost refuzata.Avand in vedere ca nu era niciun anunt pe site prin care sa fim anuntati ca nu se fac reparatii schiuri in sediul din Pallady din cauza relocarii atelierului situatia a fost extrem de neplacuta.",service; staff competency,Negative; Negative,"M-am dus la locația Pallady (cea mai apropiată de casa mea) duminică, 21 februarie 2016, la ora 16:00, cu schiurile mele în spate, pentru a folosi voucherul pentru uscarea și comandarea schiurilor. Proprietarul magazinului m-a informat cu calm că magazinul tocmai s-a mutat într-o altă locație din magazin și că ventilația nu funcționa și, prin urmare, nu putea să-mi ia schiurile. Am cerut să predau schiurile (pe care le-am păstrat acolo până atunci) pentru a putea fi reparate după ce a fost instalată ventilația, dar am fost refuzat. Deoarece nu exista niciun site web care să anunțe că nu se repara schiuri în Pallady din cauza mutării magazinului, locația a fost extrem de neplăcută.","Am fost la Palady cu schiuri la ora 16:00 pe 21 februarie 2016, am uscat cu bilete și am comandat schiuri. Proprietarul magazinului mi-a spus calm că magazinul tocmai s-a mutat într-o altă locație din magazin, nu era ventilat, așa că nu mi-a putut lua schiurile."
436357,"Am cumpărat o bicicleta pt cel mic. Sunt 3 de când am luat-o si azi i-a căzut o pedala. Mi s-a propus sa mi se facă in card dar nu mergea imprimanta. Acum încerc sa validez contul online si nu primesc mail cu parola asociata contului.Fie duceți lipsa de personal calificat, fie își fac treaba in bătaie de joc.",product; quality; service; staff competency; tech support,Negative; Negative; Negative; Negative; Negative,"Am cumpărat o bicicletă pentru fiul meu. Au trecut 3 ani de când am cumpărat-o și astăzi a scăpat o pedală. Mi s-a oferit să o fac pe cardul meu, dar imprimantă nu a funcționat. Acum încerc să-mi valid contul online și nu primesc un e-mail cu parola asociată cu contul. Ori nu ai personal calificat, ori își fac treaba în glumă.","Am cumpărat o bicicletă pentru copilul meu. Mi-am cumpărat-o acum 3 ani, iar astăzi a călcat pe pedal. Am fost invitat să fac asta pe cardul meu, dar imprimantă nu funcționa. Acum încerc să-mi verific contul online și nu am primit un e-mail cu parola asociată cu contul."
436363,"La ultima vizita , i s-a furat telefonul copilului meu. Se pare ca nu exista monitorizare video . Deci...se poate fura.",security,Negative,"Ultima dată când am fost aici, telefonul copilului meu a fost furat, și se pare că nu există supraveghere video, așa că... ar putea fi furat.","Ultima dată când am fost aici, mi s-a furat telefonul mobil al copilului meu, iar acum sunt în căutarea unui nou telefon."
436364,"Am achizitionat joi o pereche de patine pentru copii, dupa ce am primit oferta pe e-mail (in aceeasi zi sau cu o zi inainte). Pretul din oferta era de 79,90 LEI. Cat am stat in magazin si am probat si alte patine, pentru adulti, a venit un angajat din magazin, a luat eticheta cu pretul patinelor pentru copii, s-a uitat la noi si nu a spus nici macar un cuvant. Cand am ajuns la casa, am constatat, cu surprindere, ca pretul patinelor pentru copii este 89,90 LEI. Atunci am realizat ca se schimbase pretul. Acum am deschis site-ul si vad ca pretul patinelor Play 3 este tot 79,90 LEI!!! Va rog sa afisati pretul corect la raft si sa modificati preturile in afara orelor de program !!! Si actualizati site-ul!!!",shop organization; tech support,Negative; Negative,"Am cumpărat joi o pereche de patine pentru copii după ce am primit oferta prin e-mail (în aceeași zi sau cu o zi înainte). Prețul ofertă a fost 79,90 LEI. În timp ce eram în magazin și am încercat alte patine, pentru adulți, un angajat a venit de la magazin, a luat eticheta de preț a patinilor pentru copii, ne-a privit și nu a spus un cuvânt. Când am ajuns acasă, am descoperit, spre surprinderea noastră, că prețul patinilor pentru copii este de 89,90 LEI. Apoi ne-am dat seama că prețul s-a schimbat. Acum am deschis site-ul și văd că prețul patinilor Play 3 este de asemenea de 79,90 LEI!!! Vă rugăm să afișați prețul corect pe raft și să vă schimbați preț","Am cumpărat o pereche de pantofi de schi pentru copii joi după ce am primit un e-mail cu o ofertă (în aceeași zi sau cu o zi înainte). Oferta era de 79,90 LEI. În timp ce încercam alte pantofi de schi pentru adulți în magazin, un angajat a venit din magazin, a luat eticheta de preț pentru pantofii de schi pentru copii și ne-a privit fără să spună un cuvânt."
436368,"Experienta cu service-ul din pallady este una marcanta. Nu colaboreaza cu clientul, refuza efectuarea lucrarii pe motiv ca nu au piesa in stoc desi ulterior apare cineva care confirma ca piesa este in stoc. Nu respecta termenul de executie si mai mult nu remediaza dar sustin ca au remediat invocand si argumente. Iar povestea poate continua. Service-ul din pallady este sub orice critica. Despre magazin si restul raioanelor numai de bine.",service; staff competency,Negative; Negative,"Experiența cu serviciul din paladi este una izbitoare. Nu cooperează cu clientul, refuză să execute lucrarea pe motiv că nu au piesa în stoc, deși mai târziu vine cineva care confirmă că piesa este în stoc. Nu respectă termenul de executare și, în plus, nu remediează, dar susțin că au remediat invocând argumente. Și povestea poate continua. Serviciul din paladi este sub orice critică. Despre magazin și restul cartierelor numai bine.","Experiența serviciului de la Pallady a fost una de remarcat. Ei nu au cooperat cu clienții, refuzând să execute lucrările pe motiv că nu aveau o parte în stoc, deși mai târziu cineva a confirmat că partea era în stoc."
436369,"Magazinul este ok, trebuie sa lucrați la pregătirea și motivarea personalului. Am cumpărat doua biciclete pentru copii, una de 20 și una de 16 inch. Cea de 16 inch era utilizata în magazin, singura pe culoarea dorita de mine, neplăcut a fost sa constat acasă ca lumina fata nu funcționa, frânele erau prost reglate, încă avea banda de hârtie lipita pe părțile metalice, aripa de plastic nu era fixata corespunzător. Cea de 20 inch, ghidonul montat greșit, frână fata prea strânsă, frână spate slaba, cablul frână spate montat peste ghidon.Mi se pare anormal, cu atât mai mult în condițiile în care bicicletele sunt pentru copii.",product; service; staff competency,Negative; Negative; Negative,"Magazinul este ok, trebuie să lucrezi la formarea şi motivarea personalului. Am cumpărat două biciclete pentru copii, una de 20 şi una de 16 inci. Ceea ce mi-a părut neplăcut a fost să găsesc acasă că lumina din faţă nu funcţiona, frânele nu erau ajustate corect, avea încă banda de hârtie pe piesele metalice, aripa din plastic nu era fixată corect. Ceea ce mi s-a părut neplăcut a fost că 20 de inci, ghidonul montat greşit, frâna din faţă prea strânsă, frâna din spate slabă, cablul de frână montat pe ghidonul din spate. Mie mi se pare anormal, mai ales în condiţiile în care bicicletele sunt pentru copii.","În magazin nu e nicio problemă, trebuie să munceşti din greu pentru a-i antrena şi motiva pe angajaţi. Am cumpărat două biciclete pentru copii, una de 20 de inci, una de 16 inci. 16 inci pentru a fi folosită în magazin, a fost singura culoare pe care am vrut-o, neplăcut a fost când am ajuns acasă şi am descoperit că farurile din faţă nu funcţionau, maşina nu era ajustată corect, avea încă bandaje de hârtie pe părţi metalice, aripile din plastic nu erau fixate corect."
436370,"Produsul achizitionat acum 4 luni si care face obiectul raspunsului meu, este o bicicleta Bitwin Nework 500. Sunt propietarul a doua biciclete, acelasi model, putandu-le considera deci identice, diferind doar marimea cadrului. Am achizitionat a doua bicicleta la cca 1 an dupa prima din motive pe care le voi expune imediat. Multumesc si cu aceasta ocazie d-lui Dascalu si-mi exprim recunostinta pt efortul de a-mi asigura ultima bicicleta Network 500 disponibila la vanzare in toate magazinele Decathlon din Europa! Revenind la expunere, acest model, in ciuda anumitor """"vicii"""" de ansamblare, odata pus la punct ofera utilizatorului satisfactii deosebite!Concret, biciclete au fost puse in vanzare cu spitele rotilor nestranse corepunzator si cu schimbatorul de viteze incorect reglat ( acest ultim detaliu manifestandu-se nu imediat ci dupa o arecare distanta de rulaj, respectiv dupa cateva utilizari ale manetei ) Reprezentantii Decathlon si-au asumat la primul produs aceste nereguli. Am avut bicicleta in Service o perioada destul de indelungata de timp, ceva mai bine de 3 luni. La a doua bicicleta, dupa prima utilizare am semnalat experului Service ca istoria se repeta, adica trebuiesc facute in mare aceleasi operatii de revizie ca la primul produs achizitionat. Am venit deci cu bicicleta noua la Service, ocazie cu care am achizitionat si am cerut sa-mi fie montate si anumite accesorii ( portbagaj fata si spate, respectiv suport pt bidonul de apa ) Ce m-a nemultumit este ca n-am beneficiat de garantia produsului fiindu-mi imputata interventia service pt reglajele aferente. Ma consider un client important al magazinului dvs. dim perspectiva volumului de achizitii facute;.normal ar fi ca pt revizii sa beneficiez de asistenta tehnica gratuita ( in fapt inclusa in pretul de achizitie al produsului), nu sa-mi fie imputata ca extraobtiune. Din aceasta perspectiva, raspunsul meu la intrebare de mai jos este unul NEGATIV.",product; staff competency; return warranty; product,Positive; Positive; Negative; Negative,"Produsul achiziționat acum 4 luni și subiectul răspunsului meu este o bicicletă Bitwin Nework 500. Sunt proprietarul a două biciclete, același model, așa că le pot considera identice, diferind doar în dimensiunea cadrului. Am cumpărat a doua bicicletă aproximativ 1 an după prima din motive pe care le voi explica imediat. De asemenea, mulțumesc domnului Dascalu cu această ocazie și îmi exprim recunoștința pentru efortul de a se asigura că ultima bicicletă Network 500 este disponibilă pentru vânzare în toate magazinele Decathlon din Europa! Revenind la expunere, acest model, în ciuda unor defecte ""normale"" de asamblare, oferă uneori utilizatorului beneficii nesatisfăcătoare! Bicicleta Concrete Mahlon a fost pusă la vânzare cu aranjamentul","Produsul pe care l-am cumpărat acum 4 luni, răspunsul meu a fost o bicicletă Bitwin Nework 500. Sunt proprietarul a două biciclete identice, așa că pot considera că sunt identice, doar că sunt diferite în dimensiuni. Am cumpărat prima bicicletă după aproximativ un an, iar motivele le voi explica imediat."
436372,Am fost dezamagit de timpul petrecut la casa de marcat si de lipsa raspunsurilor personalului din magazin la intrebarile mele cu privire la produsele Decathlon. Mai mult faptul ca magazinul da posibilitate copiilor sa foloseasca in interiorul magazinului biciclete sau trotinete genereaza haos si risc de accidente.,service; staff competency; environment,Negative; Negative; Negative,"Am fost dezamăgit de timpul petrecut la tejghea și de lipsa de răspuns din partea personalului magazinului la întrebările mele despre produsele Decathlon, iar faptul că magazinul permite copiilor să folosească biciclete sau scutere în interiorul magazinului generează haos și risc de accidente.","Nu am primit niciun răspuns la întrebările mele despre produsele Decastron, dar în magazin sunt permise bicicletele sau scuterele pentru copii, iar în magazin sunt permise bicicletele pentru copii, dar nu sunt permise bicicletele pentru copii."
436373,"Produsele accesibile ca preț au culori monotone. Pantalonii de calitate prin care sa nu pătrundă apa sunt de negăsit în magazin. Gheata de fotbal de sala sunt slăbuți calitativ, sigur se pot aduce variante mai bune chiar dacă sunt mai scumpi. La fel de prost stați la capitolul încălțări și îmbrăcăminte pt tenisul de câmp. Când este aglomerație nu se pot racorda rachetele de tenis. În rest mulțumesc pt ca existați și ca ne satisfaceti suficiente cerințe!",quality; service; shop diversity,Negative; Negative; Negative,"Produsele la preţuri accesibile au culori monotone. Pantalonii impermeabili de calitate sunt greu de găsit în magazin. Gheaţa de fotbal în interior este de calitate slabă, dar cu siguranţă poţi obţine opţiuni mai bune chiar dacă sunt mai scumpe. Eşti la fel de prost la secţiunea de pantofi şi haine pentru terenul de tenis. Când e aglomerat, nu poţi răci rachetele de tenis. Altfel, mulţumesc că eşti acolo şi că ne îndeplineşti cerinţele!",Produsele la preţuri accesibile au culori monotone. E greu să găseşti apă de calitate în magazine.
436383,"Organizația un loc de joaca pentru copii INAFARA magazinului. Nu vreau sa ma feresc permanent de copiii lăsați nesupravegheați de părinți. Vreau sa pot sa îmi caut produsele fără sa ma împiedic de copii cu mingi, biciclete, trotinete",environment,Negative,"Vreau să-mi pot găsi produsele fără să fiu oprit de copii cu mingi, biciclete, scutere, și vreau să pot face asta fără să fiu oprit de copii cu mingi, biciclete, scutere, și vreau să pot face asta fără să fiu oprit de copii cu mingi, biciclete, scutere, și vreau să pot face asta fără să fiu oprit de copii cu mingi, biciclete, scutere, și vreau să pot face asta fără să fiu oprit de copii cu mingi, biciclete, scutere, și vreau să pot face asta fără să fiu oprit de copii.","Vreau să găsesc produsele mele fără să fiu oprit de copiii care au bile, biciclete sau skate-uri."
436384,Am comandat un anumit produs la o anumită mărime și mi-a fost livrat acel produs având o altă mărime.,service,Negative,Am comandat un anumit produs într-o anumită mărime şi mi s-a livrat acel produs într-o altă mărime.,"Am comandat un produs de o anumită mărime, dar am primit un produs de o altă mărime."
436386,Nu se tine cont de rulaj. Nu este prima oara can nu gasesc dimensiunile 41-42.Sunt tinute pe stoc marimile foarte mici si cele mari iar cele uzuale se epuizeaza instant. Trebuie o mai mare atentie asupra cerintelor consumatorilor.,service; staff competency; shop diversity,Negative; Negative; Negative,"Nu e prima dată când nu pot găsi o mărime 41-42. mărimea mică şi cea mare sunt în stoc, iar cele obişnuite sunt vândute imediat.","Nu este prima dată când nu găsesc 41-42, ci cele mai mici, mari numere din stoc."
