text,id,aspects_polarities,annotator,all_categories,all_categories_old,all_polarities,data_origin,text_cleaned
"E aceeasi marime ca 26 pe albastru, desi am comandat 27.",435809,service - negative,22,service,service,Negative,manual,"E aceeasi marime ca 26 pe albastru, desi am comandat 27."
"Ca de obicei la 20 de mingi comandate ,una este sparta!Si comand a treia sau a patra oara!",435811,"{'choices': ['product - negative', 'service - negative']}",22,product; service,product; service,Negative; Negative,manual,"Ca de obicei la 20 de mingi comandate ,una este sparta!Si comand a treia sau a patra oara!"
"Am vrut sa cumpar o bicicleta. am probat prim magazin 3 (cred) nu am gasit nici un angajat disponibil pentru acest produs...sau raion, cale de  15 minute si 50 metri. parca disparusera toti din magazin. am renuntat sa mai cumpar.",435814,staff availability - negative,22,staff availability,staff availability,Negative,manual,"Am vrut sa cumpar o bicicleta. am probat prim magazin 3 (cred) nu am gasit nici un angajat disponibil pentru acest produs...sau raion, cale de 15 minute si 50 metri. parca disparusera toti din magazin. am renuntat sa mai cumpar."
"Mai multa organizare, ordine la raft ( sunt produse puse de cumparatori aiurea si apar cu alte preturi le vezi dupa ce achiti la casa ).Ordinea in magazin , nu stii unde sa cauti un pantalon de trening sunt puse ba pe stanga , si gasesti si pe dreapta .Bine ca bicicletele si rachetele de tenis sau cele de vanatoare stau la locul lor .Pe raioane nu aveti nici un fel de personal sa te indrume , trebuie sa mergi in zona caselor . Pacat de magazin dar la preturile pe care le aveti angajati si mai mult personal.",435817,"{'choices': ['shop organization - negative', 'staff availability - negative']}",22,shop organization; staff availability,shop organization; staff availability,Negative; Negative,manual,"Mai multa organizare, ordine la raft ( sunt produse puse de cumparatori aiurea si apar cu alte preturi le vezi dupa ce achiti la casa ).Ordinea in magazin , nu stii unde sa cauti un pantalon de trening sunt puse ba pe stanga , si gasesti si pe dreapta .Bine ca bicicletele si rachetele de tenis sau cele de vanatoare stau la locul lor .Pe raioane nu aveti nici un fel de personal sa te indrume , trebuie sa mergi in zona caselor . Pacat de magazin dar la preturile pe care le aveti angajati si mai mult personal."
"Personal tanar, amabil dar insuficient. Nu trebuie lasata atata libertate de incercare a produselor (biciclete, role, etc). Provoaca disconfort celorlalti clienti.",435823,"{'choices': ['staff competency - positive', 'staff availability - negative', 'environment - negative']}",22,staff competency; staff availability; environment,staff competency; staff availability; environment,Positive; Negative; Negative,manual,"Personal tanar, amabil dar insuficient. Nu trebuie lasata atata libertate de incercare a produselor (biciclete, role, etc). Provoaca disconfort celorlalti clienti."
"Produsele erau imprastiate prin magazin. Stateau cu teama sa nu ma loveasca cineva fie cu trotineta, fie cu bicicleta sau waveboardul. Era haos. Mergeau cu viteza si peste tot",435825,"{'choices': ['shop organization - negative', 'environment - negative']}",22,shop organization; environment,shop organization; environment,Negative; Negative,manual,"Produsele erau imprastiate prin magazin. Stateau cu teama sa nu ma loveasca cineva fie cu trotineta, fie cu bicicleta sau waveboardul. Era haos. Mergeau cu viteza si peste tot"
"formularul de inlocuire nu are indicatii foarte clare, iar clientul nu are nici o garantie ca poate primi produsul """"inlocuitor"""" chiar daca pe site apare ca fiind pe stoc!In plus nu ai nici un raspuns cand vei fi sunat ...iar asta dureaza foarte mult!In concluzie: daca ai noroc sa nimeresti din prima incercare produsul corespunzator, atunci serviciile pot fi notate cu excelent; daca nu si ai nevoie sa-ti fie inlocuite... atunci nota ar fi mai degraba spre slab.Voi recomanda site-ul Decathlon, dar cu aceasta rezerva.",435827,"{'choices': ['service - positive', 'service - negative', 'tech support - negative']}",22,service; service; tech support,service; tech support,Positive; Negative; Negative,manual,"formularul de inlocuire nu are indicatii foarte clare, iar clientul nu are nici o garantie ca poate primi produsul """"inlocuitor"""" chiar daca pe site apare ca fiind pe stoc!In plus nu ai nici un raspuns cand vei fi sunat ...iar asta dureaza foarte mult!In concluzie: daca ai noroc sa nimeresti din prima incercare produsul corespunzator, atunci serviciile pot fi notate cu excelent; daca nu si ai nevoie sa-ti fie inlocuite... atunci nota ar fi mai degraba spre slab.Voi recomanda site-ul Decathlon, dar cu aceasta rezerva."
"Atunci cand soliciti un produs exiztent in alta locatie Decathlon si dupa mai mult de 1an inca nu il primesti, consider ca este de bun simt sa anunti print-un telefon motivul. Nu mi se pare ok sa intreb din 2in 2 saptamani cat dureaza transportul.  In urma cu aproximativ 2 luni, iar ni s-a promis ca ni se aduce un produs a carui marime nu exista in magazin. Saptamanal am fost in magazin si am intrebat daca a ajuns si ni s-a raspuns ca trebuie sa ajunga. Pe 13.09.2015 iar am fost si am intrebat, iar cand au verificat ne-au raspuns ca """"a ajuns si s-a vandut """".  Mi se pare lipsit de profesionalism sa nu-ti anunti clietii printr-un telefon cand a ajuns produsul solicitat. In general produsele Decathlon sunt ok in raportul calitate-pret, motiv pentru care voi recomanda magazinul in speranta ca cei care il vor vizita nu vor avea nevoie de serviciile angajatilor.",435829,"{'choices': ['delivery - negative', 'price - positive', 'quality - positive', 'service - negative', 'staff competency - negative']}",22,delivery; price; quality; service; staff competency,delivery; price; quality; service; staff competency,Negative; Positive; Positive; Negative; Negative,manual,"Atunci cand soliciti un produs exiztent in alta locatie Decathlon si dupa mai mult de 1an inca nu il primesti, consider ca este de bun simt sa anunti print-un telefon motivul. Nu mi se pare ok sa intreb din 2in 2 saptamani cat dureaza transportul. In urma cu aproximativ 2 luni, iar ni s-a promis ca ni se aduce un produs a carui marime nu exista in magazin. Saptamanal am fost in magazin si am intrebat daca a ajuns si ni s-a raspuns ca trebuie sa ajunga. Pe 13.09.2015 iar am fost si am intrebat, iar cand au verificat ne-au raspuns ca """"a ajuns si s-a vandut """". Mi se pare lipsit de profesionalism sa nu-ti anunti clietii printr-un telefon cand a ajuns produsul solicitat. In general produsele Decathlon sunt ok in raportul calitate-pret, motiv pentru care voi recomanda magazinul in speranta ca cei care il vor vizita nu vor avea nevoie de serviciile angajatilor."
"dezordine la produse - nu am gasit numarul dorit la haine - sunt aruncate peste tot - si lipsesc preturile (cad, sistemul de prindere nu e bun).si nu sunt scanere de pret - macar sa il poti scana sa vezi pretul, pana ajungi la casa.",435831,"{'choices': ['shop diversity - negative', 'service - negative', 'shop organization - negative']}",22,shop diversity; service; shop organization,shop diversity; service; shop organization,Negative; Negative; Negative,manual,"dezordine la produse - nu am gasit numarul dorit la haine - sunt aruncate peste tot - si lipsesc preturile (cad, sistemul de prindere nu e bun).si nu sunt scanere de pret - macar sa il poti scana sa vezi pretul, pana ajungi la casa."
"Buna ziua, as dori o mai buna aprovizionare, mai multe produse, mai variate. Magazinul Decathlon din Brasov, dar si din Romania in general, lasa impresia ca detine produse care nu se vand in alte tari. Ofertele se termina repede si rafturile raman goale pt mult timp....",435833,"{'choices': ['promotions - negative', 'shop diversity - negative']}",22,promotions; shop diversity,promotions; shop diversity,Negative; Negative,manual,"Buna ziua, as dori o mai buna aprovizionare, mai multe produse, mai variate. Magazinul Decathlon din Brasov, dar si din Romania in general, lasa impresia ca detine produse care nu se vand in alte tari. Ofertele se termina repede si rafturile raman goale pt mult timp...."
Personal insuficient. O singura persoana aflata si la informatii si la case.,435834,staff availability - negative,22,staff availability,staff availability,Negative,manual,Personal insuficient. O singura persoana aflata si la informatii si la case.
Recomand ca pretul de transport sa fie disponibil in cosul de cumparaturi inainde de a da check-out,435835,tech support - negative,22,tech support,tech support,Negative,manual,Recomand ca pretul de transport sa fie disponibil in cosul de cumparaturi inainde de a da check-out
"Din punctul meu de vedere, fata de alti ani, a devenit un mic talcioc.Nu mai este nimic profesional.",435836,"{'choices': ['environment - negative', 'service - negative']}",22,environment; service,environment; service,Negative; Negative,manual,"Din punctul meu de vedere, fata de alti ani, a devenit un mic talcioc.Nu mai este nimic profesional."
"Nu foarte incantat. Am dus 2 biciclete la revizia pana în 6 luni. La una am acuzat reglaj foarte greu al furcii și tot asa a rămas (mi s-a spus ca asa e modelul - > dubios). Celalalta inițial a fost perfecta, trebuia centrata  și strânsă frână spate. Frână a fost făcută, centrarea dezastru (cercul fata pocnește uneori probabil din cauza tensiunii diferite din spițe) și e la fel de strâmb ca înainte, iar pe lângă asta, sa fie bine, se aude un zgomot și în suspensia fata. După revizie o bicicleta nu a fost folosita deloc, iar cealaltă 500 metrii pe asfalt și ce sa vezi, are pana (voi desface cercul și garantat pana este din simplu fapt ca protecția de pe cerc sigur nu a fost pusa bine peste spițe). Referitor la primire în service, foarte slabe servicii, am stat 20 de minute în magazin cu bicicleta ținută de ghidon lângă reprezentatul pe service și nu m-a băgat în seama ca deh personaliza un tricou. După 20 de minute am mers la o domnișoara de pe sala și i-am zis ca nu ma baga nimeni în seama, mi-a luat bicicleta și rămăsese sa ma sune cineva. La 2 zile am revenit în magazin și am constatat ca bicicletei nu ii fusese făcută revizia pentru ca nu avea întrare în service făcută. Am plecat nemulțumit iar în decurs de 2 ore am primit telefon ca este gata. La a doua bicicleta (cea cu reglajul la furca)  am întrebat din start dacă aștept tot ca după prima și au încercat sa grăbească procesul iar a doua zi a fost gata (tot centrata aiurea și cu furca greu de reglat). Nu voi mai revenii în service decât pentru probleme pe garanție. Centrarea cercurilor și eventualele reglaje le voi face contra cost la un atelier specializat.",435837,"{'choices': ['service - negative', 'staff competency - negative']}",22,service; staff competency,service; staff competency,Negative; Negative,manual,"Nu foarte incantat. Am dus 2 biciclete la revizia pana în 6 luni. La una am acuzat reglaj foarte greu al furcii și tot asa a rămas (mi s-a spus ca asa e modelul - > dubios). Celalalta inițial a fost perfecta, trebuia centrata și strânsă frână spate. Frână a fost făcută, centrarea dezastru (cercul fata pocnește uneori probabil din cauza tensiunii diferite din spițe) și e la fel de strâmb ca înainte, iar pe lângă asta, sa fie bine, se aude un zgomot și în suspensia fata. După revizie o bicicleta nu a fost folosita deloc, iar cealaltă 500 metrii pe asfalt și ce sa vezi, are pana (voi desface cercul și garantat pana este din simplu fapt ca protecția de pe cerc sigur nu a fost pusa bine peste spițe). Referitor la primire în service, foarte slabe servicii, am stat 20 de minute în magazin cu bicicleta ținută de ghidon lângă reprezentatul pe service și nu m-a băgat în seama ca deh personaliza un tricou. După 20 de minute am mers la o domnișoara de pe sala și i-am zis ca nu ma baga nimeni în seama, mi-a luat bicicleta și rămăsese sa ma sune cineva. La 2 zile am revenit în magazin și am constatat ca bicicletei nu ii fusese făcută revizia pentru ca nu avea întrare în service făcută. Am plecat nemulțumit iar în decurs de 2 ore am primit telefon ca este gata. La a doua bicicleta (cea cu reglajul la furca) am întrebat din start dacă aștept tot ca după prima și au încercat sa grăbească procesul iar a doua zi a fost gata (tot centrata aiurea și cu furca greu de reglat). Nu voi mai revenii în service decât pentru probleme pe garanție. Centrarea cercurilor și eventualele reglaje le voi face contra cost la un atelier specializat."
"Produsele de imbracaminte se gasesc greu pentru masuri mari (eu port XL-XXL). Foarte multe produse XS, S, nici macar nu le pot proba. Recomand disponibilitatea produselor pentru toate numerele.Varietatea de culori nu este prea mare, predominand negrul. Se gasesc greu produse in culori mai deschise.In timp ce probam o bluza, mi-a """"disparut"""" caciula din buzunarul canadienei. Sunt multe persoane gura-casca si trebuie sa fii foarte atent in jurul tau ca sa nu-ti """"dispara"""" ceva.",435839,"{'choices': ['shop diversity - negative', 'security - negative']}",22,shop diversity; security,shop diversity; security,Negative; Negative,manual,"Produsele de imbracaminte se gasesc greu pentru masuri mari (eu port XL-XXL). Foarte multe produse XS, S, nici macar nu le pot proba. Recomand disponibilitatea produselor pentru toate numerele.Varietatea de culori nu este prea mare, predominand negrul. Se gasesc greu produse in culori mai deschise.In timp ce probam o bluza, mi-a """"disparut"""" caciula din buzunarul canadienei. Sunt multe persoane gura-casca si trebuie sa fii foarte atent in jurul tau ca sa nu-ti """"dispara"""" ceva."
"O jachetă foarte bună pentru vânt și ploaie, pentru perioadele de primăvară-vară. Ușor de împachetat compact și de transportat peste tot, ca jachetă „de siguranță”, în cazul schimbării neașteptate a condițiilor de vreme.Problema cu care m-am confruntat, însă, a fost legată de mărimi și se pare că mai nou la Decathlon aproape toate produsele din categoria îmbrăcăminte au această problemă:deși există un tabel cu mărimi conform căruia ar trebui să existe și o mărime ce acoperă intervalul de 114-118 cm circumferința peste piept (XL/2XL), în realitate această mărime nu există, doar XL: 108-113 și 2XL: 119-123.Cei între 113-119 nu au de ales, ori aleg o jachetă prea mică, ori una prea mare.Dacă aveți un anumit ghid al mărimilor, ar trebui să oferiți și în realitate aceste mărimi. Această problemă am întâmpinat-o la mai multe produse.",435843,"{'choices': ['product - positive', 'product - negative', 'service - negative']}",22,product; product; service,product; service,Positive; Negative; Negative,manual,"O jachetă foarte bună pentru vânt și ploaie, pentru perioadele de primăvară-vară. Ușor de împachetat compact și de transportat peste tot, ca jachetă „de siguranță”, în cazul schimbării neașteptate a condițiilor de vreme.Problema cu care m-am confruntat, însă, a fost legată de mărimi și se pare că mai nou la Decathlon aproape toate produsele din categoria îmbrăcăminte au această problemă:deși există un tabel cu mărimi conform căruia ar trebui să existe și o mărime ce acoperă intervalul de 114-118 cm circumferința peste piept (XL/2XL), în realitate această mărime nu există, doar XL: 108-113 și 2XL: 119-123.Cei între 113-119 nu au de ales, ori aleg o jachetă prea mică, ori una prea mare.Dacă aveți un anumit ghid al mărimilor, ar trebui să oferiți și în realitate aceste mărimi. Această problemă am întâmpinat-o la mai multe produse."
Asadar preturile reduse la articolele ce ies din oferte au reduceri foarte miciTot timpul se reorganizeaza magazinul si e debandadaLipsa preturi pe articole,435845,"{'choices': ['shop organization - negative', 'promotions - negative']}",22,shop organization; promotions,shop organization; promotions,Negative; Negative,manual,Asadar preturile reduse la articolele ce ies din oferte au reduceri foarte miciTot timpul se reorganizeaza magazinul si e debandadaLipsa preturi pe articole
"E nevoie de promotii atractive, securizarea spatiilor de joaca, exista risc de accidente",435848,"{'choices': ['promotions - negative', 'environment - negative']}",22,promotions; environment,promotions; environment,Negative; Negative,manual,"E nevoie de promotii atractive, securizarea spatiilor de joaca, exista risc de accidente"
"Lipsa personaluli pe raion.Nu am primit ambalaj pentru produsul cumparat [cutie pentru incaltaminte cumparata]. Nu am fost intrebat daca doresc asa ceva.La casa nu am fost intrebat daca am card...daca vreau sa il fac, desi il aveam activat online.",435849,"{'choices': ['staff availability - negative', 'service - negative', 'staff competency - negative']}",22,staff availability; service; staff competency,staff availability; service; staff competency,Negative; Negative; Negative,manual,"Lipsa personaluli pe raion.Nu am primit ambalaj pentru produsul cumparat [cutie pentru incaltaminte cumparata]. Nu am fost intrebat daca doresc asa ceva.La casa nu am fost intrebat daca am card...daca vreau sa il fac, desi il aveam activat online."
"Am stat 40 min sa predau bicicleta. Apoi inca 4 zile pana sa o primesc si tot eu am sunat dupa status-ul ei.La predare le-am zis ce probleme are si tot asa mi-au predat-o fara sa ii faca nimic.Lantul tot sare de pe pinioane, hal de reglaj facut.Bicicleta era de vaselina si cand l-am rugat sa o stearga a facut nazuri.Am asteptat 25 min sa mi se predea bicicleta.",435854,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",22,delivery; service; staff competency,delivery; service; staff competency,Negative; Negative; Negative,manual,"Am stat 40 min sa predau bicicleta. Apoi inca 4 zile pana sa o primesc si tot eu am sunat dupa status-ul ei.La predare le-am zis ce probleme are si tot asa mi-au predat-o fara sa ii faca nimic.Lantul tot sare de pe pinioane, hal de reglaj facut.Bicicleta era de vaselina si cand l-am rugat sa o stearga a facut nazuri.Am asteptat 25 min sa mi se predea bicicleta."
"Am fost foarte dezamagit de pachetul siguranta (revizie bicicleta). Pe langa faptul ca baietii nu vroiau sa imi greseze tija de sa, acest lucru regasindu-se in lista cu serviciile oferite in cadrul pachetului de siguranta, mi-au mai si rupt surubul de prindere sa si mi l-au inlocuit cu unul de proasta calitate.. iar ca sa mi-l scoata pe cel rupt, ai distrus filetul.. bravo Decathlon, angajati numai copii care habar n-au sa aiba grija de o bicicleta.",435856,"{'choices': ['service - negative', 'staff competency - negative']}",22,service; staff competency,service; staff competency,Negative; Negative,manual,"Am fost foarte dezamagit de pachetul siguranta (revizie bicicleta). Pe langa faptul ca baietii nu vroiau sa imi greseze tija de sa, acest lucru regasindu-se in lista cu serviciile oferite in cadrul pachetului de siguranta, mi-au mai si rupt surubul de prindere sa si mi l-au inlocuit cu unul de proasta calitate.. iar ca sa mi-l scoata pe cel rupt, ai distrus filetul.. bravo Decathlon, angajati numai copii care habar n-au sa aiba grija de o bicicleta."
"Am cumpărat ace pt umflat mingea recomandate de un angajat, fără sa știu ca nu se potrivesc decât la pompa speciala. Am ajuns la mașină și am constatat ca nu se potrivesc la compresorul mașinii. Am încercat sa le returnez, dar mi s-a spus ca nu este posibil pt ca e desfăcut ambalajul. Era destul de dificil sa îmi dau seama ca nu se potrivesc fără sa desfac ambalajul. Cred ca se puteau folosi, totuși, în magazin pt umflarea mingilor de la vânzare.",435857,"{'choices': ['return warranty - negative', 'staff competency - negative']}",22,return warranty; staff competency,return warranty; staff competency,Negative; Negative,manual,"Am cumpărat ace pt umflat mingea recomandate de un angajat, fără sa știu ca nu se potrivesc decât la pompa speciala. Am ajuns la mașină și am constatat ca nu se potrivesc la compresorul mașinii. Am încercat sa le returnez, dar mi s-a spus ca nu este posibil pt ca e desfăcut ambalajul. Era destul de dificil sa îmi dau seama ca nu se potrivesc fără sa desfac ambalajul. Cred ca se puteau folosi, totuși, în magazin pt umflarea mingilor de la vânzare."
"Am primit produsul cu ambalajul rupt, distrus, cu bucăți lipsa din el.",435858,delivery - negative,22,delivery,delivery,Negative,manual,"Am primit produsul cu ambalajul rupt, distrus, cu bucăți lipsa din el."
"Din pacate experienta mea cu atelierul de la Decathlon Baneasa este cea mai urata experienta de service din viata mea. Pentru o revizie si schimbarea unei roti si al unui pedalier am asteptat circa o luna jumatate, timp in care am sunat de doua ori pentru a intreba ce se intampla. am fost asigurat ca voi  fi sunat in cel mult doua zile, lucru care nu s-a intamplat. In fine, dupa doua saptamani de la ultima convorbire cu angajatii Decatlon am revenit eu cu un telefon. Nu numai ca habar nu aveau despre ce este vorba dar a trebuit sa mai astep 3 ore pentru un raspuns. Am fost invitat sa ridic bicicleta si pentru intarziere mi s-au oferit pedale gratis. Bicicleta era murdara si plina de noroi in conditiile in care am cerut o revizie totala. LIPSA TOTALA DE PROFESIONALISM!!!!",435859,"{'choices': ['service - positive', 'service - negative', 'staff competency - negative']}",22,service; service; staff competency,service; staff competency,Positive; Negative; Negative,manual,"Din pacate experienta mea cu atelierul de la Decathlon Baneasa este cea mai urata experienta de service din viata mea. Pentru o revizie si schimbarea unei roti si al unui pedalier am asteptat circa o luna jumatate, timp in care am sunat de doua ori pentru a intreba ce se intampla. am fost asigurat ca voi fi sunat in cel mult doua zile, lucru care nu s-a intamplat. In fine, dupa doua saptamani de la ultima convorbire cu angajatii Decatlon am revenit eu cu un telefon. Nu numai ca habar nu aveau despre ce este vorba dar a trebuit sa mai astep 3 ore pentru un raspuns. Am fost invitat sa ridic bicicleta si pentru intarziere mi s-au oferit pedale gratis. Bicicleta era murdara si plina de noroi in conditiile in care am cerut o revizie totala. LIPSA TOTALA DE PROFESIONALISM!!!!"
"Nu se poate rezerva un produs in magazin decat cu plata in avans...si daca nu-mi vine sau relitatea este diferita de fotografii,mi se returneaza suma platita?",435860,service - negative,22,service,service,Negative,manual,"Nu se poate rezerva un produs in magazin decat cu plata in avans...si daca nu-mi vine sau relitatea este diferita de fotografii,mi se returneaza suma platita?"
Un singur angajat se ocupa de personalizare si de biciclete. Am asteptat 10 minute pana sa imi ia produsul sa il personalizeze!!! Nu era incalzita nici presa pentru imprimare...,435862,"{'choices': ['staff availability - negative', 'service - negative']}",22,staff availability; service,staff availability; service,Negative; Negative,manual,Un singur angajat se ocupa de personalizare si de biciclete. Am asteptat 10 minute pana sa imi ia produsul sa il personalizeze!!! Nu era incalzita nici presa pentru imprimare...
Pretul afisat la raft nu reflecta pretul produselor cumparate! Organizarea este slaba... din acest motiv am fost indus in eroare si am cumparat alt produs decat cel pe care il doream. Din pacate constat in ultima perioada o degradare a serviciilor. Era un magazin de 5 * la care mergeam cu placere.... din pacate e la timpul trecut.,435867,"{'choices': ['service - negative', 'shop organization - negative']}",22,service; shop organization,service; shop organization,Negative; Negative,manual,Pretul afisat la raft nu reflecta pretul produselor cumparate! Organizarea este slaba... din acest motiv am fost indus in eroare si am cumparat alt produs decat cel pe care il doream. Din pacate constat in ultima perioada o degradare a serviciilor. Era un magazin de 5 la care mergeam cu placere.... din pacate e la timpul trecut.
In ziua in care trebuia sa primesc comanda am primit telefon ca nu au produsul in depozit.,435868,service - negative,22,service,service,Negative,manual,In ziua in care trebuia sa primesc comanda am primit telefon ca nu au produsul in depozit.
A durat aproape 3 saptamani pentru 1 comanda online.....termenul muult prea mare de livrare....,435873,delivery - negative,22,delivery,delivery,Negative,manual,A durat aproape 3 saptamani pentru 1 comanda online.....termenul muult prea mare de livrare....
produsele aveau un pret la prezentare iar la casa alt pret.personalul are o scarba fata de serviciu si clienti.cabinele de proba sunt infecte si pline de haine luate pt proba.,435874,"{'choices': ['shop organization - negative', 'environment - negative', 'staff competency - negative']}",22,shop organization; environment; staff competency,shop organization; environment; staff competency,Negative; Negative; Negative,manual,produsele aveau un pret la prezentare iar la casa alt pret.personalul are o scarba fata de serviciu si clienti.cabinele de proba sunt infecte si pline de haine luate pt proba.
Este trist ca promovati promotii fara sa aveti stocuri suficiente.,435875,"{'choices': ['promotions - negative', 'shop diversity - negative']}",22,promotions; shop diversity,promotions; shop diversity,Negative; Negative,manual,Este trist ca promovati promotii fara sa aveti stocuri suficiente.
Am dat comanda in 10.01.2018 și nu am primit coletul nici în. 25.01.2018 deși data estimată era 24.01.2018,435877,delivery - negative,22,delivery,delivery,Negative,manual,Am dat comanda in 10.01.2018 și nu am primit coletul nici în. 25.01.2018 deși data estimată era 24.01.2018
"foarte greu gasesti pe cineva sa intrebi,sau sa iti dea vreo relatie...te pune sa te uiti pe raft...urat...daca lucrau la firma mea zburau demult...",435883,"{'choices': ['staff availability - negative', 'staff competency - negative']}",22,staff availability; staff competency,staff availability; staff competency,Negative; Negative,manual,"foarte greu gasesti pe cineva sa intrebi,sau sa iti dea vreo relatie...te pune sa te uiti pe raft...urat...daca lucrau la firma mea zburau demult..."
"O am de 3 saptamani si nu o recomand. Am fost cu ea la magazin dupa  cateva zile ca nu avea toate reglajele facute si caraia lantul de zici ca se rupea, azi mi-a cazut lantul.O sa o duc retur si sa-mi recuperez banii.",435884,"{'choices': ['service - negative', 'product - negative', 'quality - negative']}",22,service; product; quality,service; product; quality,Negative; Negative; Negative,manual,"O am de 3 saptamani si nu o recomand. Am fost cu ea la magazin dupa cateva zile ca nu avea toate reglajele facute si caraia lantul de zici ca se rupea, azi mi-a cazut lantul.O sa o duc retur si sa-mi recuperez banii."
Am venit cu bicicleta la revizie și mi sa cerut să oblas acolo cinci zile.,435888,service - negative,22,service,service,Negative,manual,Am venit cu bicicleta la revizie și mi sa cerut să oblas acolo cinci zile.
"Nici un angajat pe raion, nu ai de la cine sa afli o informație.",435890,staff availability - negative,22,staff availability,staff availability,Negative,manual,"Nici un angajat pe raion, nu ai de la cine sa afli o informație."
"Am comandat o pereche de sandale care era in stoc in mai multe magazine,numaila Tg Mures nu era culoarea respectiva.Cele 72 de ora de livrare s au tranformat in 936 pna in prezent si nci urma de produs.La intrebare pusa de mine telefonic am primit raspunsul:cand vine va contactam.....",435892,"{'choices': ['shop diversity - negative', 'delivery - negative']}",22,shop diversity; delivery,shop diversity; delivery,Negative; Negative,manual,"Am comandat o pereche de sandale care era in stoc in mai multe magazine,numaila Tg Mures nu era culoarea respectiva.Cele 72 de ora de livrare s au tranformat in 936 pna in prezent si nci urma de produs.La intrebare pusa de mine telefonic am primit raspunsul:cand vine va contactam....."
"Nu mi-a ajuns comanda, deloc. Deci nu pot avea  o opinie.",435894,delivery - negative,22,delivery,delivery,Negative,manual,"Nu mi-a ajuns comanda, deloc. Deci nu pot avea o opinie."
"Desi data livrarii era estimata pentru 24.12, marfa a ajuns in magazin pe 29.12.17. Client service slab, personal reactiv, fara initiativa. De evitat.",435895,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",22,delivery; service; staff competency,delivery; service; staff competency,Negative; Negative; Negative,manual,"Desi data livrarii era estimata pentru 24.12, marfa a ajuns in magazin pe 29.12.17. Client service slab, personal reactiv, fara initiativa. De evitat."
"Amabilitatea si dispinibilitatea angajatilor, diversitatea produselor si raportul bun pret-calitate.",435897,"{'choices': ['staff competency - positive', 'staff availability - positive', 'shop diversity - positive', 'price - positive', 'quality - positive']}",22,staff competency; staff availability; shop diversity; price; quality,staff competency; staff availability; shop diversity; price; quality,Positive; Positive; Positive; Positive; Positive,manual,"Amabilitatea si dispinibilitatea angajatilor, diversitatea produselor si raportul bun pret-calitate."
Multumesc agentei de paza care mi-a recuperat telefonul mobil uitat undeva printre rafturi!,435899,security - positive,22,security,security,Positive,manual,Multumesc agentei de paza care mi-a recuperat telefonul mobil uitat undeva printre rafturi!
"Cel mai super mi se pare faptul ca poti testa trotinete, skateboard, biciclete chiar in magazin!!",435909,service - positive,22,service,service,Positive,manual,"Cel mai super mi se pare faptul ca poti testa trotinete, skateboard, biciclete chiar in magazin!!"
"Magazin ingrijit , personal amabil , prezent in tot magazinul pentru orice informatii.",435910,"{'choices': ['environment - positive', 'staff competency - positive', 'staff availability - positive']}",22,environment; staff competency; staff availability,environment; staff competency; staff availability,Positive; Positive; Positive,manual,"Magazin ingrijit , personal amabil , prezent in tot magazinul pentru orice informatii."
"Impresia este buna, dar trebuie sa faceti ceva in sensul maximizarii profitului fara sa perturbati asistenta de specialitate a copiilor alora care vor sa te ajute, dar sunt fff putini...si fara sa umflati atat de mult preturile. Marfurile sunt din China, doar... Le luati la preturi foarte avantajoase, cu mult, mult mai mici si ni le vindeti aici ca marfuri de lux... Pai credeti ca este elegant ce faceti? In Franta nu este asa... Deh, suntem in Romania...O sa recomand magazinul pentru ca mi-a placut, dar trebuie sa faceti ceva, macar in lunile de cadouri...",435911,"{'choices': ['price - negative', 'promotions - negative']}",22,price; promotions,price; promotions,Negative; Negative,manual,"Impresia este buna, dar trebuie sa faceti ceva in sensul maximizarii profitului fara sa perturbati asistenta de specialitate a copiilor alora care vor sa te ajute, dar sunt fff putini...si fara sa umflati atat de mult preturile. Marfurile sunt din China, doar... Le luati la preturi foarte avantajoase, cu mult, mult mai mici si ni le vindeti aici ca marfuri de lux... Pai credeti ca este elegant ce faceti? In Franta nu este asa... Deh, suntem in Romania...O sa recomand magazinul pentru ca mi-a placut, dar trebuie sa faceti ceva, macar in lunile de cadouri..."
"Recomand, cel putin pe timp de vara, amenajarea unui loc de joaca/sport (cort) in afara magazinului pentru probarea bicicletelor, trotinetelor, skater-uri, etc. pentru a nu mai fi nevoit sa te feresti.Personalul nu stie daca mai sunt produse in afara de cele de la raft.",435913,"{'choices': ['environment - negative', 'staff competency - negative']}",22,environment; staff competency,environment; staff competency,Negative; Negative,manual,"Recomand, cel putin pe timp de vara, amenajarea unui loc de joaca/sport (cort) in afara magazinului pentru probarea bicicletelor, trotinetelor, skater-uri, etc. pentru a nu mai fi nevoit sa te feresti.Personalul nu stie daca mai sunt produse in afara de cele de la raft."
In general e un magazin foarte ok de la care mi-as cumpara toate produsele de care am nevoie pentru alergat.,435914,misc - neutral,22,misc,misc,Neutral,manual,In general e un magazin foarte ok de la care mi-as cumpara toate produsele de care am nevoie pentru alergat.
